Gene = homer
index = 1731
Annotated 5SS: [ 167 1218 1710 1842 2172 2363]
Annotated 3SS: [ 928 1272 1762 1904 2227 2416]
SMsplice 5SS: [ 563 1218 1710 1842 2172 2363]
SMsplice 3SS: [ 928 1272 1762 1904 2227 2416]
top_k =  500
Partition function (log Z): 15.967647649766274

Sorted 5' Splice Sites (High to Low Probability):
Position 1842: 0.9994022636598723
Position 1218: 0.9993094591174246
Position 1710: 0.993522000851939
Position 2363: 0.9709097377378955
Position 2172: 0.9675073422375359
Position 563: 0.5218249710429042
Position 167: 0.25348024350776865
Position 2833: 0.09914500144015197
Position 406: 0.06874078321107148
Position 3048: 0.06746649526640532
Position 2176: 0.029777390006034486
Position 2490: 0.020503754355612486
Position 388: 0.0190702321494408
Position 3079: 0.016192142450305907
Position 3106: 0.014591279037687283
Position 808: 0.01299724535656099
Position 410: 0.004569891855300467
Position 414: 0.00450369299037772
Position 216: 0.004161953163489802
Position 3084: 0.003814707574258728
Position 2916: 0.0035320298056495713
Position 301: 0.0035116742408910877
Position 2712: 0.003231960485826846
Position 3110: 0.002465012421332926
Position 3623: 0.002456859097545835
Position 3792: 0.0020307086646452394
Position 285: 0.0019651483755637124
Position 3116: 0.0019514917507291406
Position 2496: 0.0018812406548643081
Position 529: 0.0016770163354717473
Position 372: 0.0011827251652991443
Position 1023: 0.001163445954244705
Position 376: 0.0011506809245511135
Position 5: 0.0009680272032458594
Position 43: 0.0006002049198715653
Position 2344: 0.0005850670812527931
Position 1671: 0.0005785953616187894
Position 2156: 0.0004661360254552003
Position 3627: 0.00043468351346063225
Position 585: 0.00033762830392918735
Position 1089: 0.0003130820561826398
Position 2149: 0.0002868968475948468
Position 95: 0.000281474491644116
Position 262: 0.000274472278859211
Position 784: 0.0002723803287145427
Position 3472: 0.00024233757380824026
Position 3604: 0.00024004828126546418
Position 2350: 0.00017627877727845819
Position 1225: 0.00017530849449027988
Position 1055: 0.0001699866758766019
Position 114: 0.00016473822823873926
Position 829: 0.00016187648684756268
Position 3359: 0.00014584338793385197
Position 380: 0.00014267360893283111
Position 2129: 0.00014215724918326456
Position 3288: 0.0001233326543454874
Position 2417: 0.00012261949576018052
Position 1178: 0.00011610043963921954
Position 1573: 0.00010331324306670442
Position 3072: 0.00010165510256648094
Position 2738: 8.94112054381549e-05
Position 3273: 8.772327153930984e-05
Position 390: 8.51775973736585e-05
Position 2056: 8.21181530054943e-05
Position 265: 7.866738692373255e-05
Position 321: 7.228262165827456e-05
Position 2253: 6.521179237331473e-05
Position 268: 6.0095763052856435e-05
Position 2326: 5.87066601407319e-05
Position 139: 5.811474613298963e-05
Position 2950: 5.411494730235746e-05
Position 1393: 5.338055986575433e-05
Position 2246: 5.041224028357127e-05
Position 1438: 4.381320291120666e-05
Position 289: 4.070282957015986e-05
Position 2061: 3.479065035721664e-05
Position 593: 2.9733807801651503e-05
Position 2307: 2.8880666035007875e-05
Position 394: 2.7345693839384056e-05
Position 551: 2.6687668907238143e-05
Position 1017: 2.3075015357400832e-05
Position 1685: 2.2854187037496166e-05
Position 668: 2.2048648941327774e-05
Position 207: 2.035245747708292e-05
Position 62: 1.7541941027300696e-05
Position 287: 1.553695450071932e-05
Position 1176: 1.1697097577012596e-05
Position 353: 1.1692101603431405e-05
Position 1222: 1.1231100550378778e-05
Position 2773: 1.0898087494176625e-05
Position 1071: 1.0759567806998749e-05
Position 408: 1.0243378579659404e-05
Position 392: 8.432282892663906e-06
