Gene = SrpRbeta
index = 1522
Annotated 5SS: [188 580]
Annotated 3SS: [272 636]
SMsplice 5SS: [188 580]
SMsplice 3SS: [272 636]
top_k =  500
Partition function (log Z): 1.1219185071135267

Sorted 5' Splice Sites (High to Low Probability):
Position 188: 0.9852852143876155
Position 580: 0.9650385523163304
Position 451: 0.06170334364418707
Position 184: 0.008098543324656668
Position 416: 0.0036172695375824705
Position 33: 0.0035944855182389692
Position 1123: 0.001557133000474977
Position 201: 0.0005513934210954656
Position 734: 0.00039285244972136037
Position 1106: 0.00036300878695216717
Position 206: 0.00028770786643000885
Position 949: 0.00021342556789799837
Position 803: 0.00018648371918746743
Position 852: 0.00017114467424818807
Position 351: 0.00014413015024949036
Position 479: 0.00013823028058047252
Position 192: 0.00013187026472550017
Position 770: 0.0001136753560211421
Position 597: 8.763889585399829e-05
Position 955: 8.162110818614915e-05
Position 336: 7.006193643695777e-05
Position 8: 5.351127794600077e-05
Position 1181: 4.5347403198739436e-05
Position 1072: 2.9736540077710602e-05
Position 16: 2.742437600644002e-05
Position 6: 2.450491208007578e-05
Position 1116: 2.3543038768560453e-05
Position 545: 1.9571490830677832e-05
Position 227: 9.961343104837124e-06
Position 998: 7.065629762476275e-06
Position 65: 5.565932860726636e-06
Position 726: 4.855395373661774e-06
Position 613: 4.835421493939701e-06
Position 889: 3.9515848508938174e-06
Position 60: 2.872764409444198e-06
Position 584: 2.698801479242053e-06
Position 1069: 2.4462837115993636e-06
Position 1053: 2.417982573941359e-06
Position 157: 2.4044642420383042e-06
Position 490: 2.123296018369838e-06
Position 754: 2.0798507128046984e-06
Position 72: 2.003250009403174e-06
Position 572: 1.858191451437506e-06
Position 39: 1.4834609177087752e-06
Position 1169: 1.1662503252309267e-06
Position 536: 1.0680041905224947e-06
Position 643: 9.504816194724475e-07
Position 281: 7.147939955183501e-07
Position 239: 5.505263984326915e-07
Position 455: 4.861584901017889e-07
Position 533: 4.859153268886757e-07
Position 306: 4.4405116969515445e-07
Position 1187: 3.907371919627396e-07
Position 37: 2.6962574412110616e-07
Position 442: 2.494669983516948e-07
Position 67: 9.469991532979343e-08
Position 259: 7.182000536789164e-08
Position 513: 3.734775129466414e-09
Position 527: 1.3937528469961715e-09
Position 683: 1.2278533983037093e-09
Position 251: 2.767288127932758e-10
Position 628: 4.6870517350842534e-11
Position 663: 2.043694383334515e-11
Position 689: 8.988898360118214e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.982665349947208
Position 636: 0.9461035093241467
Position 659: 0.03627470660438395
Position 520: 0.029425002692111298
Position 477: 0.007046239216658907
Position 1180: 0.005408799009376959
Position 880: 0.004028475121848204
Position 367: 0.003270584072058141
Position 689: 0.0023878170455062537
Position 294: 0.002154424635802183
Position 76: 0.0018226668044177157
Position 706: 0.0015662415512204938
Position 111: 0.001517906225558603
Position 409: 0.0015172667460361716
Position 663: 0.0014683678466441618
Position 336: 0.0010609051366434186
Position 1058: 0.001040799699997246
Position 559: 0.0009382295318806519
Position 1209: 0.0005389414464428639
Position 607: 0.00046039821866431375
Position 412: 0.00038334113621573107
Position 770: 0.00020548474031787444
Position 351: 0.00018298053373911222
Position 1226: 0.00013814988579306797
Position 1262: 7.51225566311905e-05
Position 313: 6.755420726700304e-05
Position 703: 5.45639531756722e-05
Position 578: 4.764535927354912e-05
Position 184: 4.5944117731041874e-05
Position 754: 3.674705554292814e-05
Position 157: 3.6303551285997526e-05
Position 889: 3.4144746710703595e-05
Position 786: 2.5522656350948805e-05
Position 450: 2.1120885580020883e-05
Position 783: 1.1914944006780841e-05
Position 733: 7.681847592570696e-06
Position 744: 7.321386449731368e-06
Position 490: 5.431961881044777e-06
Position 724: 4.930468891841641e-06
Position 120: 4.683306803582317e-06
Position 844: 3.7565119341518584e-06
Position 1034: 3.7414910732819093e-06
Position 117: 3.705178955667809e-06
Position 172: 3.335160423170841e-06
Position 499: 3.113896238371159e-06
Position 1088: 3.1068269626479957e-06
Position 455: 1.353353907673079e-06
Position 910: 7.553956931023667e-07
Position 438: 6.742339218767737e-07
Position 1239: 1.214982138080355e-07
Position 126: 6.301616778904795e-08
Position 223: 5.1374634224695286e-08
Position 133: 8.549856221556771e-12
Position 227: 8.510150547982931e-12
Position 422: 6.296573252735328e-12
Position 206: 2.0995369204416844e-15
Position 192: 1.3958799480243678e-15
Position 135: 8.591809154595938e-17
