Gene = Ripalpha
index = 1428
Annotated 5SS: [106 559 684]
Annotated 3SS: [307 617 737]
SMsplice 5SS: [106 559 684]
SMsplice 3SS: [307 617 737]
top_k =  500
Partition function (log Z): -0.9790510889718314

Sorted 5' Splice Sites (High to Low Probability):
Position 559: 0.9899843906415177
Position 684: 0.9546091213368613
Position 106: 0.5047931515058723
Position 194: 0.1656141833424208
Position 242: 0.03872756505816649
Position 68: 0.023125391010059122
Position 842: 0.015786357538927782
Position 906: 0.014200414395107993
Position 239: 0.013492785767146355
Position 706: 0.007747870854736126
Position 381: 0.005523910050787311
Position 952: 0.004770053825258135
Position 189: 0.0022469121533182247
Position 165: 0.0010073114393878866
Position 1143: 0.0009025783516002824
Position 1186: 0.000823645187580859
Position 229: 0.0007886790318228084
Position 1159: 0.0005103680821466142
Position 187: 0.000484464874280714
Position 918: 0.00041921100155609315
Position 1328: 0.00034035958876369685
Position 110: 0.000334563541539498
Position 1413: 0.0002635984496549872
Position 114: 0.00022379214409891856
Position 123: 0.0002001380072525744
Position 11: 0.00015808916108044644
Position 132: 0.00015108446179805312
Position 1309: 0.00010002641426596491
Position 1109: 9.650846820231559e-05
Position 150: 8.287583095368257e-05
Position 1470: 8.033672155055242e-05
Position 71: 6.269930787539586e-05
Position 573: 5.2977498614347095e-05
Position 772: 5.0548147603494387e-05
Position 130: 3.8263411116697335e-05
Position 295: 3.561450227761487e-05
Position 174: 1.6869157209211067e-05
Position 839: 1.614731831603467e-05
Position 73: 1.6141579808745937e-05
Position 1380: 7.53199327576031e-06
Position 585: 5.701596230911628e-06
Position 571: 4.847443509072331e-06
Position 1204: 4.529887673829286e-06
Position 499: 2.848805322753374e-07
Position 457: 6.729361417956988e-08
Position 614: 1.60063731974287e-08
Position 968: 6.377002887680177e-09
Position 922: 6.247449968250956e-09
Position 472: 5.362225814901882e-09
Position 1052: 8.478692887258548e-10
Position 831: 3.148761584350844e-10
Position 789: 9.26672615849445e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 617: 0.9826257218123128
Position 737: 0.9438680974258007
Position 307: 0.6671135262013398
Position 328: 0.04716208542300697
Position 452: 0.02947853067621093
Position 748: 0.016113405403061883
Position 1478: 0.009006305077318075
Position 772: 0.007508328032558007
Position 381: 0.007056591684602125
Position 1142: 0.004317339611427519
Position 1007: 0.004206516154544788
Position 1526: 0.004191046679844077
Position 951: 0.0037690132995386746
Position 968: 0.0031786256973486784
Position 1449: 0.0027705873885518137
Position 130: 0.0022124636569115165
Position 1239: 0.002038879677134192
Position 150: 0.0016463062042036244
Position 918: 0.0014818727226088445
Position 926: 0.0013460887114258053
Position 393: 0.0011081854635705591
Position 1243: 0.0009437052715159611
Position 1039: 0.0005634815530174917
Position 1369: 0.0004993360701933625
Position 1328: 0.00047480170168067104
Position 639: 0.0004266504964633438
Position 1013: 0.0004163377597953816
Position 652: 0.00039629970779176576
Position 483: 0.00031811649888231986
Position 140: 0.0002700710044685364
Position 1061: 0.0001917722493357403
Position 1458: 0.00018959329154028228
Position 1052: 0.00018440007452111406
Position 1265: 0.00014733504363816807
Position 687: 0.00010890869819547163
Position 629: 0.00010332968401446161
Position 1390: 0.00010254438949607282
Position 1544: 8.571072685645522e-05
Position 1277: 6.532565318299362e-05
Position 902: 4.067491761168822e-05
Position 1252: 3.6125125735613704e-05
Position 1117: 3.542268935143473e-05
Position 499: 2.1941216577249253e-05
Position 882: 2.163952135185249e-05
Position 896: 1.4992590847700506e-05
Position 105: 1.3935142130149873e-05
Position 706: 1.1327882985132506e-05
Position 194: 4.949291571978236e-06
Position 496: 3.1036157897694094e-06
Position 1532: 2.6832582048639654e-06
Position 171: 2.350642729403017e-06
Position 60: 1.2990373075271913e-06
Position 239: 1.0615695065278037e-06
Position 509: 7.55148377389114e-07
Position 672: 4.776610732491509e-07
Position 585: 4.52780092652457e-07
Position 513: 4.3246141948933724e-07
Position 536: 3.965270655667146e-07
Position 234: 3.477793560924349e-07
Position 477: 1.5233881665924642e-07
Position 780: 9.898468471267083e-08
Position 110: 9.652210230582115e-08
Position 785: 1.596832600075219e-08
Position 68: 1.3780044300224228e-08
Position 710: 1.188899785347617e-08
Position 782: 2.2004676670594214e-09
