Gene = vir-1
index = 1926
Annotated 5SS: [  117  1799 13984 15890 16255]
Annotated 3SS: [ 1609 13815 15704 15972 19261]
SMsplice 5SS: [  577  1799 13984 15890 16255]
SMsplice 3SS: [ 1609 13815 15704 15972 19157]
top_k =  500
Partition function (log Z): 1.111665382552975

Sorted 5' Splice Sites (High to Low Probability):
Position 15890: 0.9991252786826279
Position 13984: 0.9714509417408884
Position 1799: 0.9663786762264139
Position 16255: 0.8649528016886096
Position 18874: 0.5686868015198271
Position 19004: 0.4834916331439145
Position 14758: 0.44470425670571134
Position 577: 0.32357933954282503
Position 117: 0.2613752833425287
Position 106: 0.17406938298859403
Position 18481: 0.1649299867849619
Position 13255: 0.13820965487842712
Position 16231: 0.12651973346625198
Position 7825: 0.08426072884652916
Position 18149: 0.07853167716977746
Position 161: 0.07408529705154253
Position 13247: 0.05991919431697091
Position 1075: 0.04427842284242327
Position 889: 0.03493346374875482
Position 17660: 0.028711473316252897
Position 16838: 0.02410267303119286
Position 14606: 0.023572461102412973
Position 659: 0.02129553840362587
Position 13239: 0.020814856561393473
Position 179: 0.018714465082911077
Position 17274: 0.016226192253085723
Position 14204: 0.016073048868759512
Position 14685: 0.015377823948187555
Position 13350: 0.013308740297596074
Position 15577: 0.013137593725948532
Position 1493: 0.012352143913528605
Position 1470: 0.01220699800399871
Position 9862: 0.010136132206914486
Position 15629: 0.008224225138326791
Position 1107: 0.008018405484090305
Position 559: 0.006403281333869019
Position 6520: 0.004791262762209627
Position 14009: 0.0038561748912234114
Position 2542: 0.0033540854465929533
Position 15224: 0.0032632091598436275
Position 12519: 0.003212496298522194
Position 2370: 0.0031698714973018983
Position 1003: 0.0029937303998394684
Position 78: 0.002926505328655877
Position 18103: 0.0028235121503050976
Position 165: 0.002813078771484959
Position 1294: 0.0025480938968267634
Position 2128: 0.0023649577835323865
Position 15026: 0.0020803231373126736
Position 14489: 0.0019064394677161187
Position 16569: 0.0019024728974830127
Position 17056: 0.0017913453800484885
Position 2153: 0.0017618875868707388
Position 9036: 0.0016747695289606058
Position 16899: 0.0016425590226646421
Position 4523: 0.001586987172123042
Position 6283: 0.0015800571086491072
Position 663: 0.0014128893489397585
Position 671: 0.0013887045257912954
Position 1270: 0.0013813720231893281
Position 762: 0.001240758024187765
Position 1513: 0.0011197663977433642
Position 14750: 0.0009602075941199017
Position 387: 0.0008580782307787044
Position 14996: 0.0007653480780252196
Position 7361: 0.0006962261311677856
Position 513: 0.000621044842210715
Position 16109: 0.0006147828301891945
Position 15386: 0.0005510838683170001
Position 394: 0.0005266867930822788
Position 14238: 0.00047266704305287265
Position 14791: 0.0004231025444238613
Position 1311: 0.0004057717792349642
Position 1164: 0.00040572580882321675
Position 697: 0.00038987907732290317
Position 16725: 0.0003020978690940067
Position 177: 0.0002979836484964122
Position 14610: 0.00029127810128924334
Position 148: 0.0002845211972413967
Position 591: 0.0002536513694659835
Position 13988: 0.0002502577641561096
Position 774: 0.0002442760322760406
Position 15833: 0.00022376808431029188
Position 242: 0.00020329201873684234
Position 983: 0.0001967445293903292
Position 1021: 0.00013850653916776406
Position 1040: 0.00012924973615647428
Position 9226: 0.00012394119865047207
