Gene = DIP2
index = 1125
Annotated 5SS: [ 402  825 1306 1741 2141 2792 3258 4641 5120 5261 5416 5843 6565 7078
 7284]
Annotated 3SS: [ 752  897 1360 2049 2238 2916 3317 4958 5178 5310 5472 5903 6628 7134
 7340]
SMsplice 5SS: [ 402  825 1306 1741 2141 2792 3258 3468 4641 5261 5416 5843 6565 7078
 7284]
SMsplice 3SS: [ 752  897 1360 2049 2238 2842 3317 3910 4958 5310 5490 5903 6628 7134
 7340]
top_k =  500
Partition function (log Z): 13.593642338606788

Sorted 5' Splice Sites (High to Low Probability):
Position 3258: 0.992960396239162
Position 7284: 0.9926119323503625
Position 5416: 0.9880651912647451
Position 402: 0.9326626028085125
Position 2792: 0.922773202001613
Position 4641: 0.9085131956532623
Position 2141: 0.8720645263993297
Position 5261: 0.869025675365055
Position 7078: 0.8477665928727105
Position 6565: 0.7709205571008402
Position 825: 0.7362251279938986
Position 1741: 0.7049160706205538
Position 1306: 0.6000538931656297
Position 5120: 0.5091350950307839
Position 5843: 0.46019602443130386
Position 3468: 0.3814797707354935
Position 1984: 0.29145530863897795
Position 3401: 0.19906941741471065
Position 6142: 0.13608315281489444
Position 2170: 0.08040123848167455
Position 6140: 0.07196404210489606
Position 3636: 0.06394580995818239
Position 7441: 0.04171308266298516
Position 7612: 0.03660699655858094
Position 6479: 0.030991712847284077
Position 6393: 0.02286170917965346
Position 5195: 0.016661510475651738
Position 3866: 0.015973237222676413
Position 3831: 0.01461769585099242
Position 6340: 0.013368675470736793
Position 1978: 0.009772587938260361
Position 2796: 0.009642052117472252
Position 623: 0.009447453291255117
Position 7046: 0.008976087910709104
Position 1275: 0.008944902181707145
Position 1745: 0.008854715706992299
Position 6970: 0.008483909286051538
Position 2145: 0.006596568374824123
Position 3863: 0.006356751362151074
Position 2932: 0.00632184260620434
Position 3407: 0.0055204658220475746
Position 1683: 0.005116408146095601
Position 7561: 0.004415293451914357
Position 1187: 0.0042776748712277275
Position 1542: 0.004168210624740297
Position 3423: 0.003825798005176466
Position 237: 0.0034413308764611444
Position 2800: 0.003334515401706192
Position 6067: 0.0033173183530319076
Position 3011: 0.002859667908024792
Position 5124: 0.002698702107449708
Position 2940: 0.0025547024177399982
Position 5824: 0.0025404035499078533
Position 2637: 0.0023498052320975425
Position 3446: 0.002113540234379579
Position 3828: 0.001898358625527186
