Gene = capt
index = 1642
Annotated 5SS: [ 184 4877 5492 6086]
Annotated 3SS: [4530 4943 5561 6146]
SMsplice 5SS: [ 184 4877 5492 6086]
SMsplice 3SS: [4530 4943 5561 6146]
top_k =  500
Partition function (log Z): 6.815881398110843

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9994848040949862
Position 6086: 0.9988196027285469
Position 5492: 0.9943836991984394
Position 4877: 0.980381087650259
Position 3981: 0.4273895875114489
Position 4379: 0.2330857191810048
Position 4374: 0.0451544455767433
Position 1644: 0.02262452595341336
Position 3475: 0.021959276857958916
Position 1918: 0.012035332376062333
Position 3162: 0.009268856415473536
Position 848: 0.009205001801187508
Position 3711: 0.008582687894278037
Position 4171: 0.00541213287921818
Position 892: 0.00488315138608752
Position 3098: 0.0046851762908382884
Position 3006: 0.004395873863443747
Position 5794: 0.004230821587983258
Position 4881: 0.0038036535280796297
Position 6256: 0.003720225188871838
Position 1396: 0.002173632033347255
Position 4000: 0.0016822398728520594
Position 1456: 0.0014776896286923364
Position 1892: 0.0013240153101905816
Position 5514: 0.0012078936125991362
Position 5808: 0.0009946963172376049
Position 6278: 0.0008725173911540386
Position 4905: 0.0008576143689025004
Position 5806: 0.0007050639950559119
Position 6297: 0.00036808986445844
Position 5474: 0.00031211720767255986
Position 6467: 0.00031116500043214577
Position 5530: 0.0003057415644570189
Position 5789: 0.0002550154684908472
Position 5761: 0.00020839333263784207
Position 5765: 8.887589453817536e-05
Position 6260: 8.770041832280241e-05
Position 5133: 7.484415320117027e-05
Position 6209: 7.357111022165001e-05
Position 6452: 6.633651455471044e-05
Position 2517: 6.251796067556649e-05
Position 5351: 5.067449679116542e-05
Position 5792: 4.773130890613209e-05
Position 307: 4.728307061678032e-05
Position 453: 4.511172767706594e-05
Position 6398: 4.2280455990805324e-05
Position 601: 3.801795661122932e-05
Position 5131: 3.1385329127500344e-05
Position 6090: 3.0657749143536364e-05
Position 5942: 2.9230690592015715e-05
Position 5840: 2.8164645495227334e-05
Position 6275: 2.773456152952792e-05
Position 3048: 2.2694855292941515e-05
Position 6235: 1.5701508203525175e-05
Position 6323: 1.4420672017438795e-05
Position 675: 1.3847872501721848e-05
Position 543: 1.2278295431958909e-05
Position 932: 1.1594443047147238e-05
Position 687: 1.1332265456344534e-05
Position 5573: 8.9377941531711e-06
Position 1263: 8.834226884381849e-06
Position 5963: 7.792008899584077e-06
Position 300: 7.619999286310689e-06
Position 5378: 6.450401642146463e-06
Position 1719: 6.225213653913883e-06
Position 5260: 6.1526826040406216e-06
Position 960: 5.607270855046667e-06
Position 125: 5.071033359545203e-06
Position 188: 5.04116206072066e-06
Position 1666: 3.3142369957109304e-06
Position 1069: 3.2388556281293165e-06
Position 1419: 3.05594271448575e-06
Position 472: 2.7918747425794433e-06
Position 5244: 2.614116512383816e-06
Position 49: 2.554580512696792e-06
Position 354: 2.455370090953212e-06
Position 1274: 2.312455450372407e-06
Position 80: 1.642388257612399e-06
Position 6469: 1.2723914162519649e-06
Position 437: 8.089879503224808e-07
Position 293: 7.693416824806056e-07
Position 6310: 6.86944704629638e-07
Position 334: 6.259171496869711e-07
Position 21: 6.035415233896033e-07
Position 474: 4.819634052043131e-07
Position 435: 4.4897385368131543e-07
Position 338: 3.846800791764775e-07
Position 580: 3.528118543756584e-07
Position 679: 3.262067446513609e-07
Position 420: 2.2209895047452621e-07
Position 1257: 1.943449485408229e-07
Position 6317: 1.8834852092654877e-07
Position 418: 1.7764839065172956e-07
Position 336: 1.6253098244881955e-07
Position 818: 1.5719261592279118e-07
Position 541: 6.780630349815743e-08
Position 446: 2.653062095500333e-08
Position 5317: 2.5242940965666526e-08
Position 201: 1.7020106904239802e-08
Position 104: 1.0042838331198403e-08
Position 4956: 9.977477269426765e-09
Position 5911: 8.38877402962111e-09
Position 6040: 7.864602399759074e-09
Position 6029: 7.126990467316642e-09
Position 5725: 5.28795483440554e-09
Position 106: 4.302779809026538e-09
Position 5995: 4.1480849163488955e-09
Position 6020: 2.8731421628688915e-09
Position 5954: 1.4427176177901677e-09
Position 5737: 1.2662422021285727e-09
Position 5894: 8.006025657566176e-10
Position 5519: 6.053196897064349e-10
Position 5930: 5.74254439904113e-10
Position 5375: 5.410817630351411e-10
Position 58: 3.520603624338855e-10
Position 5800: 2.3108529576027582e-10
Position 5897: 2.3007689498048357e-10
Position 213: 1.8437588483955543e-10
Position 311: 1.1878119016771547e-10
Position 5798: 1.1212279913964179e-10
Position 360: 9.58442517766866e-11
Position 364: 9.445111939976167e-11
Position 129: 7.912466765804055e-11
Position 358: 5.345341010244605e-11
Position 314: 4.761512529689787e-11
Position 277: 3.8378771954314475e-11
Position 275: 3.621596014970457e-11
Position 340: 3.1020985394162864e-11
Position 342: 2.4333936768558254e-11
Position 5239: 1.57034081605128e-11
Position 5647: 1.6528213155494486e-12
Position 260: 9.714515740695413e-13
Position 319: 1.3635716693939745e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6146: 0.9987865511054275
Position 5561: 0.9957443397576947
Position 4943: 0.9826902509366641
Position 4530: 0.8703108752500753
Position 3855: 0.48568822881634915
Position 4036: 0.06625017749299761
Position 3208: 0.056864091010773825
Position 3821: 0.04575520532873227
Position 4033: 0.035153779808497376
Position 4257: 0.02828685832203203
Position 4453: 0.02466927253592994
Position 1510: 0.024242381761778675
Position 4094: 0.023510856616924824
Position 3802: 0.01976434761321837
Position 4373: 0.019260135878237578
Position 3182: 0.013452559100569894
Position 4284: 0.008679834302031002
Position 4956: 0.008028877822177241
Position 3089: 0.007286868780294632
Position 4097: 0.005969504511611109
Position 1023: 0.005770635418208857
Position 565: 0.005102589833767759
Position 967: 0.005065792306049037
Position 3039: 0.0050271532042482185
Position 3782: 0.004859667992260724
Position 4351: 0.004679417188991225
Position 4170: 0.004659410345036564
Position 562: 0.003243857047421749
Position 1339: 0.003201769118846651
Position 3762: 0.0029558430967088246
Position 2829: 0.002919896317719407
Position 5869: 0.002693985873305773
Position 1492: 0.0025518907056845054
Position 537: 0.0024517573896835065
Position 5872: 0.002233147430848858
Position 3222: 0.0020943927507592972
Position 6341: 0.002020712861121098
Position 6333: 0.0019755416592944085
Position 4716: 0.0019078732898791943
Position 4977: 0.0015733965482482401
Position 653: 0.0012543514646859938
Position 694: 0.001250457924930307
Position 1747: 0.0011468167749537044
Position 4632: 0.0010686193684641906
Position 2810: 0.0010416384302257854
Position 1554: 0.0008272471458651545
Position 3005: 0.0008054585019138377
Position 1296: 0.0007960995666009626
Position 1708: 0.0007306257112381561
Position 794: 0.0007025764552293653
Position 5839: 0.0006791627390742447
Position 6310: 0.0006320211170866042
Position 847: 0.0005918427582978493
Position 2989: 0.0005829572311365932
Position 6533: 0.0005550779480739641
Position 3341: 0.0005522663222260345
Position 5590: 0.0004450928284583502
Position 2886: 0.00042578396335172906
Position 5833: 0.00039512648139792124
Position 5283: 0.00037180315272038563
Position 3250: 0.00037058687869604237
Position 3767: 0.0003251398302269561
Position 1456: 0.0003242407356240867
Position 6170: 0.0002981043163547306
Position 6317: 0.00028522152925899573
Position 1221: 0.0002817818622552033
Position 350: 0.0002764819009314942
Position 3085: 0.00025819839591500993
Position 5681: 0.00023732313847955676
Position 5642: 0.0002297047078082878
Position 770: 0.00022400001781016447
Position 516: 0.0002107764690511484
Position 1778: 0.00020849533533713114
Position 2253: 0.00018512158225656038
Position 1155: 0.00015455133618652348
Position 5926: 0.00012551091316594776
Position 5105: 0.00012333121485760752
Position 3274: 0.00011743164312994052
Position 6513: 0.0001095877505208887
Position 2966: 8.858709958485631e-05
Position 6007: 8.446902636473252e-05
Position 1594: 7.33030119511827e-05
Position 1461: 7.148765278828948e-05
Position 5992: 6.982076843148071e-05
Position 6427: 5.800997425955373e-05
Position 1263: 5.6846428805540484e-05
Position 601: 5.6235568215879404e-05
Position 387: 4.7283424371679095e-05
Position 5941: 4.53412145683896e-05
Position 3539: 4.166966934164427e-05
Position 275: 3.807272788897159e-05
Position 5806: 3.278647381425974e-05
Position 6465: 2.868005056589843e-05
Position 704: 2.4562532151701603e-05
Position 541: 2.429573916255135e-05
Position 2323: 2.285284836316643e-05
Position 5569: 2.2375631998576033e-05
Position 5572: 2.0542072778321825e-05
Position 2071: 1.8346497161138907e-05
Position 1811: 1.5637240058099402e-05
Position 920: 1.546922527594943e-05
Position 1419: 1.5258986594140882e-05
Position 1666: 1.1833273530529278e-05
Position 5647: 9.915930484527033e-06
Position 6220: 9.451305908013664e-06
Position 6194: 7.123363556569777e-06
Position 6167: 5.759885964942782e-06
Position 6176: 5.082924314401e-06
Position 6152: 4.56253218588455e-06
Position 6398: 3.288054533763132e-06
Position 6285: 3.089013489717164e-06
Position 1981: 2.99959715436062e-06
Position 6203: 2.163893001770046e-06
Position 1775: 2.1008620348398927e-06
Position 1169: 1.936871802230799e-06
Position 152: 1.6722322645630709e-06
Position 824: 1.647616075981432e-06
Position 946: 1.5688380547441946e-06
Position 118: 7.388992553771495e-07
Position 940: 7.095872012307196e-07
Position 304: 6.733901146258243e-07
Position 612: 6.721844459407305e-07
Position 1242: 5.428312161219403e-07
Position 69: 4.280611997987994e-07
Position 1312: 2.586165274189843e-07
Position 174: 2.038595955918326e-07
Position 748: 2.011873308628512e-07
Position 661: 1.8923727528137493e-07
Position 171: 9.227983777196151e-08
Position 706: 4.850088710982727e-08
Position 129: 4.179064818868113e-08
Position 740: 3.4860215040997945e-08
Position 1840: 2.2648376267184246e-09
Position 1648: 1.926564153036523e-09
