Gene = Sec61alpha
index = 1480
Annotated 5SS: [ 252  542 2605]
Annotated 3SS: [ 473 1512 2677]
SMsplice 5SS: [ 252  542 2605]
SMsplice 3SS: [ 473 1512 2677]
top_k =  500
Partition function (log Z): 1.9441973691346668

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9976917478940026
Position 542: 0.7602420862736974
Position 252: 0.5987718348823889
Position 1337: 0.1319316276242083
Position 1290: 0.09781020372783303
Position 2841: 0.08857550540217411
Position 2340: 0.06854696538550005
Position 2116: 0.06261830053583199
Position 1741: 0.0595089462973349
Position 161: 0.05679573471534824
Position 1658: 0.04129577219741082
Position 2402: 0.024174333504911
Position 556: 0.02173118018073742
Position 3074: 0.01553301524339225
Position 2262: 0.012250688157507227
Position 1676: 0.010919291785501193
Position 1198: 0.008201829825277934
Position 399: 0.005070472984554653
Position 1845: 0.004515233593549512
Position 1655: 0.004343650914109196
Position 2847: 0.0035678104169013084
Position 1913: 0.0030882840916802703
Position 780: 0.0022374587988833582
Position 1388: 0.0022098136481300086
Position 124: 0.0020524797477893928
Position 1745: 0.0016593004380079275
Position 256: 0.0016263485393550362
Position 566: 0.0013950101505599479
Position 3080: 0.0010729436134438702
Position 546: 0.0010469137089484238
Position 1306: 0.0008536708593064546
Position 609: 0.0007167806263652078
Position 1233: 0.0006208264146222222
Position 438: 0.0006159392200392153
Position 1177: 0.0005862217433992153
Position 1294: 0.0005805079030781584
Position 363: 0.0005710444074525799
Position 2609: 0.0004770079698818168
Position 48: 0.0004765755171080758
Position 575: 0.0004757875802663944
Position 3087: 0.00045591086049113106
Position 1266: 0.00037512914450937537
Position 383: 0.000372105055258605
Position 657: 0.0003199165085582108
Position 106: 0.0003032527573141857
Position 507: 0.00026935347514075926
Position 303: 0.0002352981644754036
Position 235: 0.00022871778120307944
Position 37: 0.0002009231482909341
Position 115: 0.00018931601364274652
Position 2622: 0.0001410339250767559
Position 154: 0.00013147710480044346
Position 189: 0.00012114178044522715
Position 295: 0.00011564217718850821
Position 743: 0.000104126540517831
Position 394: 0.00010083173310041465
Position 142: 8.868268551098359e-05
Position 2803: 8.862287459758142e-05
Position 577: 7.999553784622206e-05
Position 2611: 7.106481314720714e-05
Position 1592: 6.268990432980415e-05
Position 182: 5.925574302538788e-05
Position 98: 5.731322854691986e-05
Position 176: 5.574460297863936e-05
Position 2456: 5.3162971833321e-05
Position 309: 4.7684218779500964e-05
Position 614: 4.670135173852544e-05
Position 60: 4.554392960750897e-05
Position 3191: 4.147942178445241e-05
Position 311: 3.9234464892612326e-05
Position 316: 3.039780057154801e-05
Position 89: 2.4902655196037236e-05
Position 95: 1.9987529427730856e-05
Position 149: 1.8397430917091306e-05
Position 923: 1.7754872931420744e-05
Position 838: 1.3646644919230256e-05
Position 397: 1.2499896959497457e-05
Position 3055: 1.189628372319337e-05
Position 2781: 1.1532320846475817e-05
Position 937: 1.0041526615200095e-05
Position 721: 9.388977184328183e-06
Position 262: 5.223520543097526e-06
Position 214: 5.200424445205254e-06
Position 17: 5.071401635047947e-06
Position 764: 4.866084036277441e-06
Position 783: 4.858732442714782e-06
Position 450: 4.020643652912145e-06
Position 3331: 3.898743868891305e-06
Position 1168: 3.7714146727909038e-06
Position 544: 1.9416601699123386e-06
Position 836: 1.8706861744730626e-06
Position 19: 9.336669423378238e-07
Position 11: 8.259063891266929e-07
Position 478: 7.739472959730286e-07
Position 1778: 4.2356987420002614e-07
Position 26: 4.027572087490086e-07
Position 2807: 3.996121128445675e-07
Position 718: 3.4645699234304547e-07
Position 1814: 3.21484050445895e-07
Position 1801: 2.942503039833212e-07
Position 29: 2.2342338205421494e-07
Position 2054: 1.573092259244723e-07
Position 1634: 1.3758214205005825e-07
Position 2319: 1.2690399954470109e-07
Position 2074: 1.1632277593017702e-07
Position 2453: 7.775249711691377e-08
Position 1831: 7.062317816070724e-08
Position 347: 5.858901016162695e-08
Position 1567: 5.5862750781671175e-08
Position 1690: 5.4920910073614333e-08
Position 2905: 5.446798169933148e-08
Position 1857: 4.271512791543023e-08
Position 2708: 3.605354269392567e-08
Position 2784: 1.6201784744401713e-08
Position 602: 5.218960919055816e-09
Position 488: 1.557215329350251e-11
Position 3133: 1.1986657012886202e-11
Position 584: 9.80423146889906e-12
Position 2854: 1.5395681312641512e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2677: 0.9998289204566378
Position 1512: 0.9401734498795477
Position 473: 0.4930156928740565
Position 2482: 0.22384768245580067
Position 2319: 0.07040968975882661
Position 2899: 0.06860007788578326
Position 1081: 0.06116192346238442
Position 1197: 0.04254771743668778
Position 696: 0.03141873179445817
Position 994: 0.030303757322229098
Position 1713: 0.02303484036840975
Position 214: 0.02006766275730954
Position 3128: 0.018794892090222764
Position 2355: 0.013356557947630085
Position 2902: 0.01208040301369927
Position 903: 0.005935526146799417
Position 1523: 0.005198680673742268
Position 2905: 0.004172940270841426
Position 1818: 0.0034516923226633944
Position 937: 0.0033327097890125663
Position 507: 0.0033048408697525524
Position 316: 0.0026907862352302894
Position 221: 0.002307899623995213
Position 3131: 0.0019483456904232036
Position 375: 0.0018480458280957914
Position 783: 0.0017074233505347293
Position 185: 0.001659225415999665
Position 847: 0.0012021902354259137
Position 1578: 0.0011686331142315523
Position 3074: 0.001069415696576452
Position 2105: 0.0010147401518542378
Position 3171: 0.0010049303518591302
Position 743: 0.0009632441709279909
Position 1899: 0.0009563194916262516
Position 272: 0.0009175823633648444
Position 300: 0.0008955816861027854
Position 1785: 0.0008586587461450893
Position 3178: 0.0005131620523256957
Position 2215: 0.0004146575507725796
Position 764: 0.00038184776587296985
Position 705: 0.00032224713751074986
Position 671: 0.0002639564453916141
Position 1157: 0.0002592071442771927
Position 1788: 0.0002529010598918084
Position 1020: 0.00025084912824458323
Position 2027: 0.00023011278777271035
Position 2945: 0.00022983844372213806
Position 2887: 0.0002242790795482225
Position 3382: 0.00019776675561194909
Position 3143: 0.00017205914923787072
Position 226: 0.0001700102395457585
Position 478: 0.00015199623652066734
Position 2973: 0.00014689752093588698
Position 1419: 0.00014645351712542855
Position 1391: 0.00013637367199389002
Position 3323: 0.00012026856402550848
Position 563: 0.00010726683313176566
Position 2689: 8.605883956584725e-05
Position 154: 6.215410704625623e-05
Position 3328: 4.1089992216549624e-05
Position 2942: 4.0853293031615794e-05
Position 3305: 6.029490076603336e-06
Position 295: 3.7215530911509403e-06
Position 202: 9.531439266379309e-07
Position 139: 6.670258215045265e-07
Position 2686: 6.57525952851974e-07
Position 161: 4.261822691150724e-07
Position 580: 4.159579992096641e-07
Position 488: 2.6692500227876865e-07
Position 189: 2.6098284262340856e-07
Position 256: 1.679005028846921e-07
Position 433: 1.5029879431517708e-07
Position 235: 1.2428190039667115e-07
Position 252: 3.555331635031559e-08
Position 2701: 1.7406506377699184e-08
Position 535: 1.0053647700345037e-08
Position 165: 3.742755337835295e-15
