Gene = kek2
index = 1738
Annotated 5SS: [ 1166  8857 24608]
Annotated 3SS: [ 8810 24576 39250]
SMsplice 5SS: [1166]
SMsplice 3SS: [39250]
top_k =  500
Partition function (log Z): -50.42514163797974

Sorted 5' Splice Sites (High to Low Probability):
Position 7137: 0.9901772372290625
Position 4997: 0.7284069203255947
Position 5747: 0.7208411244618399
Position 1166: 0.561185793692824
Position 197: 0.28692202794615596
Position 2671: 0.24931551784302441
Position 6000: 0.2273915635700169
Position 9725: 0.2235057469413766
Position 5966: 0.1561081000675928
Position 5983: 0.07650305445942188
Position 8857: 0.06527427858899526
Position 374: 0.0422875377540176
Position 6066: 0.04224344840818128
Position 5378: 0.034190620841836064
Position 8914: 0.02913970258841684
Position 820: 0.028559923851268564
Position 4743: 0.028218036386127996
Position 6688: 0.02328541996777276
Position 5718: 0.022386871720508628
Position 6352: 0.020677478202045952
Position 6245: 0.018142268897339445
Position 6072: 0.017761475416990982
Position 6375: 0.017057356265259404
Position 5974: 0.015504131561583048
Position 9060: 0.014878031489674474
Position 10280: 0.013259519056158851
Position 186: 0.012976959707882006
Position 5877: 0.01169736290806684
Position 973: 0.01057966833198976
Position 653: 0.00906759112018859
Position 55: 0.007782639138238959
Position 5287: 0.0074102588616001995
Position 6620: 0.006968892940246909
Position 452: 0.006766152908058649
Position 338: 0.00669445711476564
Position 48: 0.0057609499803703825
Position 5260: 0.005288388171568721
Position 5943: 0.005197578536212654
Position 212: 0.004817861271861936
Position 2445: 0.004670314392354117
Position 5932: 0.004587388335013148
Position 4354: 0.004120043372797993
Position 270: 0.004112363013001483
Position 5426: 0.004071097065935251
Position 5839: 0.003929458590445031
Position 133: 0.003845710700858141
Position 948: 0.003327689860593699
Position 917: 0.0029500535093304465
Position 2463: 0.002936364671441683
Position 200: 0.0026483554587010843
Position 3950: 0.0026022180799076724
Position 4423: 0.002599189268315281
Position 5402: 0.002450752686884825
Position 2215: 0.002437883601796234
Position 6013: 0.002126213323659854
Position 4343: 0.0020766194333307116
Position 942: 0.00178198320974481
Position 90: 0.001625686882038583
Position 7021: 0.0016062263040552969
Position 6221: 0.0014328509061757428
Position 2116: 0.0012584244681143068
Position 4487: 0.001202818041940325
Position 538: 0.0011531366217067053
Position 2439: 0.0010278417765471949
Position 798: 0.0009943463989339095
Position 215: 0.0008490062497955446
Position 2684: 0.0007120634049303751
Position 5929: 0.0006697819899823712
Position 5521: 0.0006251424446759814
Position 1755: 0.0005748414895626236
Position 1571: 0.0005233400116137541
Position 1148: 0.0003815901592251122
Position 236: 0.00036585390670162336
Position 5307: 0.00034439782362926074
Position 954: 0.00032780264194533514
Position 1674: 0.0003019843499927109
Position 278: 0.00024167380129239949
Position 4306: 0.00023543994842569168
Position 280: 0.00021522821343017038
Position 2063: 0.00020264261208189036
Position 282: 0.00019940123447651805
Position 667: 0.00018745315054526549
Position 984: 0.00017129246675776425
Position 274: 0.00016855586707036335
Position 2083: 0.000130673805980904
Position 1777: 0.00012242179469323407
Position 2104: 0.00012080841593280468
Position 956: 8.861052273959576e-05
Position 967: 7.82289057987065e-05
Position 650: 5.3673664989154616e-05
Position 248: 3.2909133586243785e-05
Position 704: 3.091396673197361e-05
Position 1348: 3.0688067916508085e-05
Position 276: 2.985326190457852e-05
Position 1699: 2.731395793586418e-05
Position 450: 2.160190039750762e-05
Position 616: 1.9550021709272825e-05
Position 84: 1.5930162617240618e-05
Position 104: 1.5736018490303618e-05
Position 365: 1.524961022717751e-05
Position 1355: 1.1501468544759413e-05
Position 286: 1.1250882947361222e-05
Position 951: 1.1052499497950704e-05
Position 946: 9.835849483827292e-06
Position 694: 9.19511118414569e-06
Position 7159: 8.518987996538076e-06
Position 889: 4.496307158883404e-06
Position 256: 3.663264513304441e-06
Position 1124: 3.5366391388715584e-06
Position 992: 3.269361239471464e-06
Position 4639: 3.10066066451656e-06
Position 900: 2.4525992936414986e-06
Position 8415: 9.772342183677325e-07
Position 292: 8.876775285895034e-07
Position 320: 7.075834149137844e-07
Position 145: 5.498182430203051e-07
Position 76: 1.2936493777806594e-07
Position 2131: 1.2125264654951736e-07
Position 1621: 1.0271986740118269e-07
Position 1311: 2.3129404719967485e-08
Position 1191: 3.229103783749572e-10
Position 1197: 1.6814331475641013e-10
Position 1170: 1.4170238142065537e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14828: 0.8367447362225834
Position 5826: 0.686674142387655
Position 5086: 0.6803103578030505
Position 6456: 0.5821986413346281
Position 4257: 0.4071388002755439
Position 2582: 0.21800274973979475
Position 9582: 0.21556412197998664
Position 4828: 0.20344393196541302
Position 6990: 0.12839329156997648
Position 6799: 0.1230511807086243
Position 8810: 0.1025653971212348
Position 4095: 0.07986710697877235
Position 13374: 0.06222512205213063
Position 6032: 0.04977676824752073
Position 5047: 0.04439806836161428
Position 4219: 0.0403468904030905
Position 5057: 0.03913445525409828
Position 6128: 0.03355165201943668
Position 1054: 0.023511215262522686
Position 5502: 0.023436342821904783
Position 8305: 0.022216599474049553
Position 5050: 0.022202773999807142
Position 11266: 0.018241956263277407
Position 4907: 0.01738401624443285
Position 7357: 0.016430134062691122
Position 13571: 0.014949116274482236
Position 9793: 0.014417238230214268
Position 4401: 0.0144010709259437
Position 12785: 0.014182848822386181
Position 5673: 0.011600017917175076
Position 5909: 0.010505894834154842
Position 10352: 0.00718757608080388
Position 839: 0.00554867832958104
Position 10934: 0.004631702639594748
Position 3697: 0.004483934347842505
Position 9867: 0.004449323642786427
Position 3667: 0.0037805657644721918
Position 1771: 0.0037566147351331485
Position 2263: 0.0033963491511967633
Position 1243: 0.0029381309849719475
Position 2295: 0.0025483364836145
Position 2042: 0.002528635027727323
Position 9855: 0.0025264104364942316
Position 2193: 0.002208461247461196
Position 297: 0.0021144245129081168
Position 10001: 0.0019558363924247067
Position 1405: 0.001821642296447574
Position 2015: 0.0015110658102303266
Position 10372: 0.0013927101042462283
Position 10049: 0.001371701694222449
Position 3987: 0.0012886368117236073
Position 10072: 0.0011728216111493443
Position 1011: 0.001170154608868525
Position 1390: 0.0011462805670890827
Position 236: 0.0010064409176025687
Position 1252: 0.0007343967525230307
Position 9957: 0.0006953921877884608
Position 8484: 0.0006550577218030115
Position 2087: 0.000632162205733956
Position 8913: 0.0005393944959167805
Position 1365: 0.0005387632070461583
Position 946: 0.0004959634463363899
Position 9937: 0.00043242460225621576
Position 1552: 0.0003700555490568538
Position 6308: 0.000293750996644872
Position 767: 0.00021717031739742674
Position 515: 0.00020442059166880352
Position 1776: 0.00018393511616186667
Position 1699: 0.000162154792894096
Position 1197: 0.00015447744573877586
Position 433: 0.00012250205422418146
Position 7489: 0.00010798753083167978
Position 1654: 9.867064535898106e-05
Position 689: 9.15058864566815e-05
Position 2214: 9.111338538632953e-05
Position 7308: 5.9537689964082676e-05
Position 8988: 4.47158714241187e-05
Position 1514: 4.014536447981257e-05
Position 2169: 3.395106190240459e-05
Position 845: 3.2710195926562304e-05
Position 7412: 3.099671757613506e-05
Position 7383: 2.6678896193229874e-05
Position 8278: 2.1777376204303503e-05
Position 951: 2.0489684115415115e-05
Position 889: 1.9127144502383324e-05
Position 7325: 1.785758843308259e-05
Position 2833: 1.5804276338374424e-05
Position 7454: 1.0102497737363624e-05
Position 1348: 8.968978323210415e-06
Position 558: 5.719926056551808e-06
Position 6312: 2.4987428804304575e-06
Position 338: 2.3004917316720215e-06
Position 787: 2.295265127710962e-06
Position 240: 1.7953417698256157e-06
Position 657: 1.5920537124034238e-06
Position 719: 9.469755191418187e-08
Position 1092: 9.043077185998362e-08
Position 569: 8.883583839847677e-08
Position 538: 5.306416991163583e-08
Position 2764: 4.393294587841963e-08
Position 1108: 4.0774863991538084e-08
Position 2787: 3.227775784996278e-08
Position 2748: 3.138158866903446e-08
Position 820: 2.8650691309415915e-08
Position 2761: 2.3726245886469086e-08
Position 2722: 2.3564037810898267e-08
Position 365: 8.4333464204326e-09
Position 698: 4.609545380326922e-09
Position 2272: 2.685821166024682e-09
