Gene = Gem2
index = 1186
Annotated 5SS: [ 20 310]
Annotated 3SS: [ 86 360]
SMsplice 5SS: [310]
SMsplice 3SS: [360]
top_k =  500
Partition function (log Z): -3.5319681687895907

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.9991469244280871
Position 20: 0.01464819469138484
Position 965: 0.009541138098614298
Position 461: 0.009519787928562014
Position 883: 0.0031656844026775317
Position 649: 0.0027085238239350127
Position 847: 0.002080031677480403
Position 48: 0.001743249543711634
Position 88: 0.001671524656375038
Position 1140: 0.0006673017721385466
Position 687: 0.0005988172765875774
Position 300: 0.00032106559258638615
Position 244: 0.00029339174724196595
Position 799: 0.00028246477947613534
Position 448: 0.00025416198003323326
Position 25: 0.00022042039208963084
Position 1041: 0.00018679181182374845
Position 86: 6.085603110493138e-05
Position 314: 5.8299935574630814e-05
Position 700: 5.781801947453749e-05
Position 146: 5.197509232219077e-05
Position 1113: 2.428372629171456e-05
Position 241: 2.0792500475846875e-05
Position 418: 1.8889285149484372e-05
Position 897: 1.6220962500712985e-05
Position 198: 1.3947016136525442e-05
Position 1126: 1.2612111000132108e-05
Position 381: 9.071564436589537e-06
Position 454: 9.011415407440169e-06
Position 624: 8.929895096621116e-06
Position 937: 8.49490788752708e-06
Position 186: 7.122696056674636e-06
Position 1089: 5.960341737914797e-06
Position 732: 4.991946620123438e-06
Position 213: 4.353106213534425e-06
Position 730: 2.7527941715762546e-06
Position 468: 2.6902715870273226e-06
Position 973: 2.5037647411563216e-06
Position 667: 9.232918195628076e-08
Position 841: 5.6770592614036585e-08
Position 492: 4.6304853668612636e-08
Position 233: 2.8694343642026763e-08
Position 161: 7.60995657617496e-09
Position 338: 3.102792525190928e-09
Position 375: 7.6250059551849e-10
Position 366: 9.807554803295621e-11
Position 992: 5.150343805970755e-11
Position 354: 9.325116400149986e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9950412967427101
Position 1045: 0.010259596033124378
Position 522: 0.009166857440054143
Position 99: 0.0068465332127894876
Position 86: 0.006528852892650622
Position 132: 0.004259219183875829
Position 381: 0.0023982400150563566
Position 997: 0.0014920547359050112
Position 436: 0.0014700532279201108
Position 1012: 0.0014087854165797796
Position 1197: 0.0013258362237798388
Position 902: 0.0010526413190241211
Position 1109: 0.0008386327707898983
Position 846: 0.00079314058341119
Position 949: 0.0006648692471982375
Position 737: 0.0006237952856076013
Position 174: 0.00046193752717883286
Position 918: 0.0004368205811581123
Position 366: 0.00039417294855086565
Position 858: 0.0003766980964786869
Position 789: 0.00037018816091292467
Position 897: 0.0003692215194429678
Position 1052: 0.0002675016960028757
Position 161: 9.394160885892927e-05
Position 1168: 7.494799574803382e-05
Position 177: 5.5458392850224515e-05
Position 158: 5.2270444423207565e-05
Position 555: 4.857371366984723e-05
Position 433: 3.3063060032130815e-05
Position 882: 2.8022959463024015e-05
Position 1140: 2.7806762421451504e-05
Position 1171: 2.4115334857858586e-05
Position 447: 2.0830791160260933e-05
Position 1076: 2.0693574801129247e-05
Position 492: 2.0520328190631864e-05
Position 620: 1.912939908508455e-05
Position 295: 1.6659859506526984e-05
Position 1126: 1.4881564047481506e-05
Position 525: 1.050764564234998e-05
Position 652: 6.617370671387283e-06
Position 465: 6.24544918092481e-06
Position 792: 5.994312849717535e-06
Position 956: 5.030217560383161e-06
Position 269: 4.7131926911241885e-06
Position 338: 2.9968078316571802e-06
Position 141: 2.4903647656302297e-06
Position 117: 2.407673896796501e-06
Position 552: 2.0963761576435737e-06
Position 633: 1.5407337827330361e-06
Position 254: 1.0180557925685052e-06
Position 112: 9.500476778155326e-07
Position 238: 3.05419223665911e-07
Position 224: 8.633615618924522e-08
Position 811: 7.363175203778334e-08
Position 870: 6.457261085895865e-08
Position 228: 6.361917319218857e-08
Position 184: 5.718526934315239e-08
Position 105: 5.068827165257068e-08
Position 196: 4.309131819978146e-08
Position 222: 3.419790828412862e-08
Position 297: 1.8333114315280244e-08
Position 198: 1.7540237576957163e-08
Position 454: 1.5023368522937243e-09
Position 418: 1.1146658389175342e-09
Position 600: 8.049911472025945e-10
Position 186: 6.362430045944276e-10
Position 534: 1.361356571120434e-10
Position 150: 4.298808709087676e-12
