Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  500
Partition function (log Z): -54.37094636322015

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9999999798617127
Position 11435: 3.3538539426764245e-08
Position 2209: 2.5725559118308956e-08
Position 10917: 1.5838914734038543e-08
Position 12454: 1.5238380058057877e-08
Position 240: 5.5328703546602775e-09
Position 228: 4.3180873573691965e-09
Position 11314: 3.4747105858470742e-09
Position 519: 3.29921391292721e-09
Position 3437: 2.783928024140084e-09
Position 806: 1.2072947566905546e-09
Position 244: 9.144170519693255e-10
Position 1957: 2.8292537014474123e-10
Position 653: 1.6174184133094767e-10
Position 322: 1.2606558313291503e-10
Position 2583: 1.0902087926950763e-10
Position 358: 8.677083676615816e-11
Position 675: 7.200220285019544e-11
Position 8408: 5.950437639585635e-11
Position 3232: 4.711693023242966e-11
Position 224: 3.9946016849301e-11
Position 2484: 2.990213505961125e-11
Position 7504: 2.9707120028172755e-11
Position 1369: 2.5523780198064724e-11
Position 1626: 2.5255319891427893e-11
Position 432: 2.0691571606153478e-11
Position 92: 1.122106688289026e-11
Position 710: 7.894735158723466e-12
Position 279: 2.8932150244985492e-12
Position 2587: 2.747951438469355e-12
Position 2548: 2.127494940463187e-12
Position 2459: 1.9617024311051065e-12
Position 1008: 1.8684437377146968e-12
Position 360: 1.0973354080972733e-12
Position 447: 7.416613787184137e-13
Position 5346: 6.165068234869483e-13
Position 272: 5.279002575318378e-13
Position 513: 4.900198653070345e-13
Position 3931: 2.1920807025274479e-13
Position 3965: 1.822530264627505e-13
Position 3927: 6.773157582953877e-14
Position 3979: 4.01140233114198e-14
Position 4094: 3.081748471988748e-14
Position 2864: 8.010429268733793e-16
Position 935: 3.6098985226977193e-16
Position 362: 2.431105116730845e-16
Position 429: 2.0353832341203498e-16
Position 583: 1.6895629514518013e-16
Position 605: 1.0579551894651129e-16
Position 441: 8.385160658578023e-17
Position 962: 8.15005996887047e-17
Position 45: 7.931304349572586e-17
Position 15: 4.9181293277959335e-17
Position 25: 1.1871240817205523e-17
Position 232: 9.552763033037821e-18
Position 439: 5.7709113928239334e-18
Position 33: 2.7465002536865483e-18
Position 246: 1.7302848351208389e-18
Position 248: 4.2457917778767997e-19
Position 4: 7.15977885249122e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 29344: 0.9078376560769941
Position 27236: 0.09211511740185586
Position 20712: 1.898856957160594e-05
Position 20000: 1.3922690896104411e-05
Position 18599: 5.705935152406587e-06
Position 18558: 5.003181789841311e-06
Position 18780: 1.6741760044950425e-06
Position 17962: 9.680625068451303e-07
Position 16994: 3.489740268840264e-07
Position 16900: 1.7183629703698386e-07
Position 12384: 1.1966710305865006e-07
Position 15947: 1.127705841728932e-07
Position 14509: 8.25349527771523e-08
Position 14806: 3.486020749201798e-08
Position 14539: 3.4056552949897106e-08
Position 10990: 2.087443750046836e-08
Position 10722: 1.6086585836990598e-08
Position 12822: 1.573097935175864e-08
Position 12648: 1.316141610971933e-08
Position 14616: 9.557854245588538e-09
Position 13514: 8.009040584027161e-09
Position 11182: 6.263793610545187e-09
Position 11677: 6.009266753195879e-09
Position 2019: 5.845739919053593e-09
Position 9993: 5.707118057976812e-09
Position 13769: 5.47899361597531e-09
Position 13893: 4.431503223492781e-09
Position 802: 3.945167654015218e-09
Position 11198: 2.7330487602249775e-09
Position 2685: 2.3651711253469935e-09
Position 1985: 2.1606336348255546e-09
Position 10908: 1.8879522454390135e-09
Position 10959: 1.7924069944450373e-09
Position 11711: 1.7799326241756031e-09
Position 2094: 1.726038579790216e-09
Position 13029: 1.5544936781730694e-09
Position 11028: 1.3872396386128958e-09
Position 1952: 1.24118612870444e-09
Position 12853: 1.183869164651116e-09
Position 1317: 1.067621890793049e-09
Position 1544: 9.531551231426422e-10
