Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  500
Partition function (log Z): 23.55481196937445

Sorted 5' Splice Sites (High to Low Probability):
Position 18805: 0.9995251531267527
Position 12140: 0.9975983251974585
Position 24793: 0.9915884308145742
Position 20400: 0.9901081576898444
Position 27047: 0.9887366992025153
Position 477: 0.9855652061198432
Position 20041: 0.9844835723109792
Position 13100: 0.9838708503556173
Position 13392: 0.9515761179652777
Position 13779: 0.9318480373506844
Position 27223: 0.9146871496173196
Position 11018: 0.7420167449738138
Position 22196: 0.6028554463457498
Position 26598: 0.3282740547107841
Position 21418: 0.281301963766317
Position 256: 0.27597653902002917
Position 19271: 0.15281334147801287
Position 22391: 0.10808223444544683
Position 17242: 0.07427064385466796
Position 21740: 0.0725235695758081
Position 15643: 0.06351588270899082
Position 11927: 0.05171758455830136
Position 18450: 0.02838720414674049
Position 311: 0.02464333553837335
Position 25503: 0.023614529086831464
Position 27196: 0.023074223280203875
Position 17093: 0.022414373595636375
Position 19454: 0.019769413221872832
Position 11963: 0.019395960975078952
Position 14671: 0.017005282725427905
Position 15307: 0.014591295907761105
Position 17418: 0.01428861620826052
Position 25033: 0.0135156294363704
Position 12287: 0.011921632167177563
Position 22745: 0.011821890435334418
Position 14531: 0.011454285919980696
Position 27239: 0.0113610859232351
Position 15104: 0.010039660577580631
Position 15353: 0.009360339462628434
Position 10472: 0.009248967948314027
Position 19038: 0.008869187792874003
Position 27873: 0.008725230454906483
Position 14496: 0.008339676198183966
Position 988: 0.008278917063041704
Position 12332: 0.007261537633987291
Position 27387: 0.006418822692095796
Position 21400: 0.006182065491734266
Position 12305: 0.006029822202360085
Position 23064: 0.005870470420649438
Position 28286: 0.0058311828742688985
Position 14550: 0.0054511718781367095
Position 12938: 0.005094405766031225
Position 17844: 0.005094098378754524
Position 12420: 0.004974997735465727
Position 11243: 0.004962479695318887
Position 10383: 0.004943837806887036
Position 20164: 0.004465811959709256
Position 13329: 0.0038052008439523615
Position 11323: 0.003776441890150495
Position 17048: 0.0037615845150505336
Position 11318: 0.0036000678341541782
Position 27470: 0.0031690319532127345
Position 14579: 0.002998778711688548
Position 28068: 0.002887452045815256
Position 9849: 0.0027377657371826718
Position 13375: 0.002621599296948664
Position 12345: 0.0025624770570656613
Position 12392: 0.0025223955864274923
Position 15303: 0.0023964496029138934
Position 20155: 0.002344417646032085
Position 19127: 0.0022736768562775806
Position 4933: 0.0021301990028146822
Position 27421: 0.002124089288094681
Position 20876: 0.002036828125515053
Position 28184: 0.0020282405154015033
Position 24764: 0.0019227806347760486
Position 25647: 0.0018925233563904644
Position 848: 0.001754436002746498
Position 24797: 0.0016074311431383314
Position 12832: 0.0016064530834961196
Position 27445: 0.0015408774436051888
Position 13420: 0.0014986132552863981
Position 13104: 0.001263935547549257
Position 13827: 0.0012603894009035228
Position 149: 0.0011996700167494652
Position 21879: 0.001198669346628219
Position 1634: 0.0011278074999094008
Position 14534: 0.0010092097724705045
Position 1033: 0.0009454170385411824
Position 19052: 0.0009289244417290045
Position 7539: 0.0009275259222468754
Position 17786: 0.0008238474156141537
Position 10338: 0.0007995590502722354
Position 27591: 0.0007556200533145696
Position 27628: 0.0007421589229988385
Position 16518: 0.0006926783883543876
Position 26936: 0.0006766458489763571
Position 19439: 0.0006507864961844463
Position 19087: 0.0006356312595562284
Position 12426: 0.0006193177339137616
Position 23: 0.0006061501991969872
Position 19459: 0.0005743497590373431
Position 6414: 0.0005504466628313218
Position 12577: 0.00048027321155166163
Position 5033: 0.0004467023606085582
Position 19471: 0.00043070282717351906
Position 771: 0.0004249857863133879
Position 155: 0.00041987395011915536
Position 25405: 0.00041705535104840155
Position 258: 0.0004098372056577561
Position 7479: 0.00040588156085120453
Position 13152: 0.0003450012001483234
