Gene = cass
index = 1643
Annotated 5SS: [ 240  490 1196 1472 1730 1979]
Annotated 3SS: [ 327  661 1270 1526 1791 2045]
SMsplice 5SS: [ 277  490 1196 1472 1730 1979 2481]
SMsplice 3SS: [ 327  661 1270 1526 1791 2045 2533]
top_k =  500
Partition function (log Z): 27.236423323608168

Sorted 5' Splice Sites (High to Low Probability):
Position 1196: 0.9991624320780086
Position 1472: 0.9970220383176479
Position 1730: 0.9959316611204535
Position 1979: 0.9926561899581909
Position 490: 0.9847073673840958
Position 2481: 0.9466453289845164
Position 277: 0.7384246754072866
Position 240: 0.2525714444056996
Position 2301: 0.07608644182954137
Position 728: 0.013243040508277104
Position 2315: 0.01088117602165754
Position 2294: 0.010507992037018962
Position 52: 0.007685917744727971
Position 785: 0.007260577294031314
Position 494: 0.0064780208963715275
Position 2354: 0.003757858057692255
Position 260: 0.003531767936289968
Position 1734: 0.003144706275999178
Position 560: 0.002887852328270818
Position 407: 0.0025506253144918683
Position 932: 0.0018726591500242385
Position 564: 0.0017496886685197874
Position 1463: 0.0015032296480757524
Position 114: 0.0012589525218924557
Position 2478: 0.0011743259797086629
Position 585: 0.000914958212552188
Position 924: 0.0008988128974673317
Position 547: 0.0006379553672746828
Position 149: 0.0005450643910282909
Position 732: 0.0004269655809235962
Position 1485: 0.0003602510348295515
Position 1613: 0.00034350177348281254
Position 1391: 0.0003243744535299624
Position 109: 0.0003042230451270457
Position 2863: 0.000294082171315302
Position 895: 0.0002639504695037023
Position 43: 0.0002523044205945026
Position 2641: 0.0002484080908255334
Position 212: 0.00023230952444842825
Position 2884: 0.0002143892169929644
Position 1952: 0.00019903054359002908
Position 1991: 0.00016770309872831597
Position 2713: 0.0001641208500849798
Position 1478: 0.00014632217168991822
Position 2263: 0.00013018294084558764
Position 79: 9.50844574963517e-05
Position 598: 8.533351847238046e-05
Position 2790: 8.205347280999692e-05
Position 191: 6.742029633163902e-05
Position 508: 6.607334261781255e-05
Position 2196: 6.148359817752663e-05
Position 1145: 6.080719811827182e-05
Position 2485: 5.156955812619082e-05
Position 1967: 4.6882135613883854e-05
Position 751: 4.681485412069469e-05
Position 1304: 4.0010200821676506e-05
Position 498: 3.786077913314916e-05
Position 2159: 3.6988378307184955e-05
Position 18: 3.650462928249166e-05
Position 1200: 3.4339515668777364e-05
Position 468: 3.198270609460455e-05
Position 107: 3.132450299682508e-05
Position 29: 2.650659591632033e-05
Position 844: 2.2528279544077873e-05
Position 2823: 2.1283448985928693e-05
Position 1165: 1.6604228710981034e-05
Position 2365: 1.3802535770457275e-05
Position 2617: 1.3600546291684693e-05
Position 1454: 1.1308946904617507e-05
Position 1476: 1.0625993782090246e-05
Position 2899: 9.834468149119574e-06
Position 459: 8.883551318012376e-06
Position 1148: 8.474878828866241e-06
Position 1651: 8.464604858245569e-06
Position 1512: 6.867988844685928e-06
Position 2251: 6.5671199296576245e-06
Position 2036: 6.200059289920358e-06
Position 1657: 5.050426156715884e-06
Position 1355: 4.293213491608019e-06
Position 2433: 3.054668363361552e-06
Position 2753: 2.918615532930853e-06
Position 399: 2.642805405967687e-06
Position 1583: 2.358355081798334e-06
Position 291: 2.173565301151033e-06
Position 2735: 2.154694278776813e-06
Position 697: 1.9927773338631626e-06
Position 562: 1.9802843193763565e-06
Position 5: 1.775861160040654e-06
Position 1604: 1.7477999414319226e-06
Position 153: 9.422631714698533e-07
Position 2236: 6.873184565631556e-07
Position 962: 6.691679912431573e-07
Position 1318: 5.929124190494391e-07
Position 1662: 5.156572085098419e-07
Position 1589: 4.1677184143675195e-07
Position 2369: 3.041311343526474e-07
Position 2914: 3.0141961755620153e-07
Position 372: 2.685441701864658e-07
Position 1295: 1.7193588923691552e-07
Position 2647: 1.6133823302267701e-07
Position 1552: 1.1456418525580697e-07
Position 1006: 5.4334635704119096e-08
Position 1133: 3.9002599086486805e-08
Position 1076: 3.2610581268201245e-08
Position 331: 1.3136046821377505e-08
Position 2062: 2.547856661718354e-09
Position 310: 6.83603297405565e-10
Position 361: 3.8664500803899874e-10
Position 658: 4.5876174381932885e-11
Position 1015: 4.07395833921774e-12
Position 992: 3.523781969139111e-12
Position 2040: 5.455806791000975e-14
Position 1788: 4.658149118056627e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1791: 0.9970220626259909
Position 327: 0.9968055268874716
Position 661: 0.9947890580165356
Position 1270: 0.9935975919170121
Position 2045: 0.9717996512548166
Position 1526: 0.9511219441144393
Position 2533: 0.9334603411907375
Position 2365: 0.07338438871738534
Position 1547: 0.04212571731718018
Position 2372: 0.018394012457598724
Position 2051: 0.01650942512748644
Position 2641: 0.00949841460212981
Position 850: 0.008883386632143492
Position 2944: 0.008021676404210056
Position 773: 0.007404720547323955
Position 149: 0.007095924169648184
Position 988: 0.0070194264644560045
Position 1589: 0.005805412062252402
Position 1330: 0.0025198202001984102
Position 1801: 0.002497964208338909
Position 2419: 0.002320826471577553
Position 609: 0.002098433756870113
Position 2899: 0.0019716283399465627
Position 2091: 0.0018121672154235258
Position 2195: 0.001779671769049047
Position 1380: 0.001569100391919894
Position 2697: 0.0015338401316537344
Position 784: 0.0014999850669487073
Position 1355: 0.001312399866609123
Position 2402: 0.001175093655104959
Position 554: 0.0009954648162398085
Position 673: 0.0009219813140674814
Position 124: 0.0006351903005610547
Position 2701: 0.0005469097255748586
Position 2823: 0.00029974710396103987
Position 1390: 0.00028962182906842936
Position 2790: 0.00020322796012322097
Position 2004: 0.00019056116337765148
Position 2108: 0.0001435124920188074
Position 2447: 0.00014256155439907193
Position 170: 0.000140832501303667
Position 781: 0.00012326333217510123
Position 932: 0.00012319084063157918
Position 1454: 0.00011975990546225073
Position 2156: 7.375784648697058e-05
Position 114: 6.57043876977937e-05
Position 2873: 6.25953977405165e-05
Position 167: 6.00620721674599e-05
Position 346: 5.92332188991616e-05
Position 943: 5.9210180177349464e-05
Position 1651: 5.545940268675076e-05
Position 703: 5.4465237928275336e-05
Position 910: 5.2464764088487575e-05
Position 1823: 5.0889778072957e-05
Position 2772: 5.0680397793631296e-05
Position 713: 4.7767894916005286e-05
Position 615: 4.491642165337632e-05
Position 1810: 3.923389815308302e-05
Position 1418: 3.7345438605947794e-05
Position 2838: 3.583242768049811e-05
Position 2159: 3.511832725526843e-05
Position 2204: 3.022429990786567e-05
Position 1657: 2.7824079136163812e-05
Position 2114: 1.8882779799018492e-05
Position 1006: 1.640860291587551e-05
Position 183: 1.62634440119859e-05
Position 2853: 1.4835980056892159e-05
Position 1081: 1.4427102418645592e-05
Position 879: 1.3321343793674488e-05
Position 357: 1.3223234847481303e-05
Position 826: 1.1725715578924983e-05
Position 366: 1.1300547680732536e-05
Position 459: 9.440971617690422e-06
Position 895: 8.330305979867106e-06
Position 748: 7.852919271224818e-06
Position 399: 6.944549162501362e-06
Position 378: 6.776497520376181e-06
Position 1096: 6.579785011882634e-06
Position 2463: 6.5399225776981405e-06
Position 2957: 6.425326865817107e-06
Position 1604: 6.375287414087913e-06
Position 348: 5.855849875962662e-06
Position 1699: 5.6454009711762265e-06
Position 1828: 5.429280766912972e-06
Position 1115: 5.186192899656228e-06
Position 206: 4.672705353028828e-06
Position 1364: 4.392851740020951e-06
Position 2129: 2.6319225152974786e-06
Position 1674: 2.1974102552800007e-06
Position 1072: 2.071267780579295e-06
Position 1050: 1.8526680631815123e-06
Position 2120: 1.7746284672157289e-06
Position 2478: 1.6701837356952968e-06
Position 683: 1.638710348102592e-06
Position 1552: 1.4733616189350332e-06
Position 979: 1.4471205508226002e-06
Position 2230: 1.2815341434836243e-06
Position 1423: 1.245165474678311e-06
Position 2060: 1.2146921526989573e-06
Position 1559: 1.204892185820897e-06
