Gene = Bre1
index = 53
Annotated 5SS: [ 137 1493 2497]
Annotated 3SS: [ 339 1606 2548]
SMsplice 5SS: [ 137  833 1493 2497 2752]
SMsplice 3SS: [ 339  884 1606 2548 3820]
top_k =  500
Partition function (log Z): 7.230839392114696

Sorted 5' Splice Sites (High to Low Probability):
Position 2497: 0.9921406586026256
Position 1493: 0.9835068756816987
Position 2752: 0.7277899175560019
Position 833: 0.6289436983069596
Position 137: 0.45520674857535165
Position 254: 0.3871345897302423
Position 29: 0.07950140021233344
Position 4050: 0.06308684196807075
Position 74: 0.04127655115031573
Position 827: 0.03619915730191476
Position 1808: 0.02544795715059474
Position 3498: 0.025182375580231703
Position 3929: 0.014243589877792008
Position 2780: 0.013269179854562769
Position 1545: 0.012782830093388618
Position 431: 0.009492549670415172
Position 844: 0.006225840830462552
Position 2471: 0.00566094590590161
Position 3441: 0.004376870169546293
Position 628: 0.003999804023913186
Position 1281: 0.0038171777846832977
Position 104: 0.003728764327968096
Position 2977: 0.003683568588481217
Position 491: 0.0036294846231592786
Position 2142: 0.002723331180456031
Position 722: 0.002714160297346245
Position 1983: 0.0018343888070891951
Position 3644: 0.0017868251716143702
Position 3972: 0.0017300896023489918
Position 1472: 0.0017289311483740476
Position 2280: 0.001523198148898954
Position 116: 0.0008334420198787254
Position 3905: 0.0007714664716464817
Position 118: 0.0007340957634525548
Position 3774: 0.0005959490838487786
Position 4054: 0.0005739899771086787
Position 1513: 0.0005674906904286534
Position 617: 0.0004752323410629102
Position 620: 0.00045998835408388866
Position 802: 0.00044635165747135914
Position 815: 0.00041131553671724133
Position 4073: 0.0003761427122014071
Position 3913: 0.00036943107586873505
Position 2501: 0.00035199537456259906
Position 4048: 0.0002777087760481674
Position 2870: 0.0002684377152022383
Position 1988: 0.0002207032006803954
Position 109: 0.00021397881707900111
Position 800: 0.0001986027998005599
Position 2103: 0.0001906636588164874
Position 1628: 0.0001779348350470899
Position 2463: 0.00016838286171096367
Position 3527: 0.00016367762212537393
Position 206: 0.00015106350227948564
Position 3306: 0.00011480043353868119
Position 2916: 9.666423916706027e-05
Position 2747: 8.651471818322823e-05
Position 4020: 8.045404339926705e-05
Position 1087: 7.916789469994131e-05
Position 794: 7.73571859907343e-05
Position 1497: 7.667370759770747e-05
Position 979: 6.858433700868834e-05
Position 2008: 6.616261106399695e-05
Position 1772: 6.170571433301777e-05
Position 1861: 6.120938008521519e-05
Position 3587: 5.051831560206281e-05
Position 3275: 5.017889982130599e-05
Position 3063: 4.6414994683222134e-05
Position 15: 4.557403926683975e-05
Position 3162: 4.4334282358022366e-05
Position 2930: 4.2024819308582786e-05
Position 2874: 4.193499111422701e-05
Position 608: 2.9681987780094135e-05
Position 3182: 2.8185051692605554e-05
Position 4243: 2.3817398876977416e-05
Position 1838: 2.1103177775559672e-05
Position 2447: 1.958190863185393e-05
Position 167: 1.2977087279125855e-05
Position 31: 9.72355386322603e-06
Position 992: 8.059783474180293e-06
Position 4229: 7.187290721524973e-06
Position 7: 6.998103710941223e-06
Position 4235: 4.2439763282727e-06
Position 188: 3.7990648906339517e-06
Position 2628: 2.8072269556761636e-06
Position 2288: 2.741942791844322e-06
Position 2379: 2.3753212211482762e-06
Position 3419: 2.314850323769115e-06
Position 195: 1.883908401374107e-06
Position 3380: 1.3190318365262343e-06
Position 2505: 1.2242831908634003e-06
Position 141: 1.1919918542547169e-06
Position 3008: 1.1539711249214947e-06
Position 3674: 9.135624484181391e-07
Position 3923: 8.495065138929633e-07
Position 463: 7.391870500439704e-07
Position 3897: 7.252443907755128e-07
Position 2144: 6.681601893918401e-07
Position 2456: 5.643109240317212e-07
Position 2168: 4.540827360324577e-07
Position 2219: 3.846433099738206e-07
Position 1882: 3.838782239790305e-07
Position 461: 3.778650952435791e-07
Position 392: 3.112741952480954e-07
Position 2277: 2.3174157220509835e-07
Position 2430: 1.6969951077099749e-07
Position 3167: 1.576958870854412e-07
Position 1648: 1.5575300363191248e-07
Position 2836: 1.4574794660915267e-07
Position 2633: 1.3560836368160341e-07
Position 1654: 9.330440223236164e-08
Position 299: 8.644827884293787e-08
Position 2086: 4.071117461790573e-08
Position 1352: 2.8822424962287345e-08
Position 1117: 1.4637561331753415e-08
Position 885: 1.1982193598987375e-08
Position 733: 1.1308703068744681e-08
Position 990: 1.1096651924109837e-08
Position 1634: 6.702163168817173e-09
Position 3309: 6.543331130992914e-09
Position 3325: 6.4942301200222515e-09
Position 2594: 1.9915746367573672e-10
Position 2043: 4.307548118302251e-12
Position 318: 1.052773369778834e-12
Position 349: 1.866597770122308e-13
Position 339: 4.982788513645415e-14
Position 329: 4.1801417865564744e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2548: 0.9946189444576535
Position 1606: 0.9923088455101773
Position 339: 0.9507778751805005
Position 3820: 0.7601362274578909
Position 884: 0.5006114562593537
Position 902: 0.08228455240187847
Position 4106: 0.05523664780972498
Position 1328: 0.05238890329906778
Position 917: 0.02991133324078157
Position 4138: 0.01681884213286876
Position 1858: 0.015179468317344708
Position 891: 0.014351846754486393
Position 4073: 0.008904546876973458
Position 4009: 0.008208453043847314
Position 136: 0.0074460827972984475
Position 1615: 0.007231847787408748
Position 1087: 0.005008304650166492
Position 2255: 0.0049802624097671595
Position 195: 0.0036761896083048503
Position 670: 0.00360675662717056
Position 3565: 0.0026092311333964216
Position 1891: 0.00248226931481253
Position 1108: 0.002160587726823189
Position 318: 0.001947102744072269
Position 2222: 0.0017671573823700786
Position 4053: 0.0017057819694743426
Position 4077: 0.001685526308755398
Position 505: 0.001380911963096039
Position 1332: 0.0013771226745012892
Position 159: 0.0012165145550310224
Position 2553: 0.001198701804621618
Position 2308: 0.0011009239867828824
Position 1861: 0.0010723233584586538
Position 4028: 0.0010221575106649059
Position 2972: 0.0009102710685907125
Position 1273: 0.0009101993349337737
Position 2889: 0.0008049675869351689
Position 1294: 0.0007204951672746809
Position 2836: 0.0007100703233659772
Position 640: 0.0006651212825685611
Position 2178: 0.0006616509033342179
Position 4143: 0.0006163275630150791
Position 2416: 0.0005587508528944037
Position 1144: 0.0005181662084259549
Position 345: 0.0004954486085308176
Position 1981: 0.0004584075422048711
Position 2567: 0.0004344507450109858
Position 2339: 0.0004244173251034811
Position 2798: 0.00041565312053240327
Position 3249: 0.0003769363921844
Position 2038: 0.0003451266740021707
Position 2047: 0.0003418439397749247
Position 1359: 0.00031885906454273634
Position 535: 0.00031800579473364814
Position 4347: 0.00031770844307022156
Position 2425: 0.00031112627910947767
Position 2813: 0.00029820089238990864
Position 1987: 0.00027924318024231574
Position 109: 0.00027159929581846643
Position 4048: 0.00026831540404001497
Position 177: 0.0002595480079497253
Position 1699: 0.00024782986035513536
Position 3795: 0.00024270247745910987
Position 4201: 0.00023796090378097422
Position 577: 0.0002367162609873293
Position 3128: 0.0002326079217266689
Position 1305: 0.0002103521046264332
Position 685: 0.00019972710607798555
Position 1912: 0.00017592900141572674
Position 1363: 0.00015721079648592942
Position 1888: 0.00015125403267782217
Position 1196: 0.00014973439619183227
Position 3059: 0.0001438274901914959
Position 865: 0.00013806429988470116
Position 2092: 0.00012704459765673566
Position 4266: 0.00012136768347598756
Position 1993: 0.00011651300710621164
Position 116: 0.00011618349663961242
Position 3293: 0.00010350455412552315
Position 2078: 0.00010074879928495249
Position 2927: 8.558572672526617e-05
Position 1372: 8.540579486203543e-05
Position 3497: 8.101807269347048e-05
Position 1084: 7.826226330994707e-05
Position 1123: 7.760001825094247e-05
Position 1549: 7.670350289088043e-05
Position 703: 7.499006799361823e-05
Position 1060: 6.93186769790245e-05
