Gene = Mnn1
index = 1281
Annotated 5SS: [ 856 1374 2025 2898]
Annotated 3SS: [ 922 1562 2091 4664]
SMsplice 5SS: [ 856 1374 2025 2898 4419 4608]
SMsplice 3SS: [1046 1562 2091 4261 4497 4664]
top_k =  500
Partition function (log Z): 2.218053411950819

Sorted 5' Splice Sites (High to Low Probability):
Position 2898: 0.9955255505933682
Position 2025: 0.9918535311938144
Position 856: 0.9675752198067087
Position 1374: 0.8796734798893961
Position 4419: 0.692301904471492
Position 4608: 0.5335774913137736
Position 5217: 0.3370947505014979
Position 2543: 0.28823988932421646
Position 4452: 0.18207397495459468
Position 5417: 0.15496356510172796
Position 236: 0.13887589126534813
Position 5464: 0.09654481171770057
Position 5480: 0.08026815207906704
Position 1350: 0.06765096440518567
Position 2683: 0.04136539118333842
Position 644: 0.035317947732895275
Position 3448: 0.03320406866697753
Position 4963: 0.024806946901237567
Position 4410: 0.015312063124613895
Position 2373: 0.013839090677044016
Position 2604: 0.012199111224007658
Position 2311: 0.009019530629692952
Position 6771: 0.005994688705533704
Position 1491: 0.0046206712511702875
Position 1715: 0.004328391840775778
Position 2547: 0.004130650000824715
Position 1378: 0.00404670944037969
Position 1703: 0.0038084627868835053
Position 2584: 0.003230659293080595
Position 4762: 0.003094184720396718
Position 2467: 0.002744455145849915
Position 4110: 0.002540560503573729
Position 4423: 0.0024639642895877565
Position 825: 0.0022794452518466917
Position 3739: 0.0021323155636317447
Position 1724: 0.0019550751244101724
Position 2563: 0.0019456754761581188
Position 5483: 0.0019087928394846444
Position 2569: 0.0018574857282167491
Position 2187: 0.001736938770508224
Position 4612: 0.0015052283011029177
Position 2342: 0.0012201162956006423
Position 5410: 0.001155207645362431
Position 2173: 0.001125604327678711
Position 2321: 0.0009960443255909498
Position 1005: 0.0009336558633920505
Position 91: 0.0008601407406673196
Position 43: 0.0008042516132371149
Position 1512: 0.0007558829727665172
Position 3270: 0.0007201486500788992
Position 2381: 0.0006353495408057806
Position 3792: 0.0005090960607758861
Position 5429: 0.0005083004611758546
Position 2460: 0.00043882955089153254
