Gene = IPIP
index = 1222
Annotated 5SS: [ 417  629  936 1345 1631]
Annotated 3SS: [ 509  691 1008 1411 2071]
SMsplice 5SS: [ 629  936 1345 1631]
SMsplice 3SS: [ 691 1008 1411 2071]
top_k =  500
Partition function (log Z): -0.26629640353059547

Sorted 5' Splice Sites (High to Low Probability):
Position 936: 0.9929485785159292
Position 1631: 0.8821456728537057
Position 1345: 0.852815927588765
Position 30: 0.4976473685507293
Position 629: 0.48451201955278594
Position 625: 0.25037505825679074
Position 417: 0.10085133393930346
Position 1877: 0.06858536453617119
Position 124: 0.06251037022172089
Position 2348: 0.03585700605271122
Position 72: 0.0133286762370126
Position 633: 0.013216257298834869
Position 398: 0.013041380575806727
Position 2380: 0.010865478550291428
Position 128: 0.008612237816708355
Position 761: 0.007093392297390243
Position 2324: 0.0053977684728776865
Position 1672: 0.004852002903608985
Position 1668: 0.004729604528975371
Position 1888: 0.004390485398356577
Position 726: 0.0038036903903444492
Position 444: 0.0033006696525888827
Position 284: 0.002609149122900305
Position 567: 0.002552644845832277
Position 442: 0.002512747473855496
Position 403: 0.0023607612757817944
Position 1677: 0.001845857845365488
Position 1280: 0.0016675481701462734
Position 1164: 0.001630505957219329
Position 2236: 0.0013695989866882162
Position 1457: 0.0012559719877838806
Position 141: 0.0011409504977500833
Position 768: 0.0010874901928704368
Position 2354: 0.0010568435972045577
Position 898: 0.0008838212708532522
Position 24: 0.000549972896395928
Position 318: 0.00042529514023379686
Position 2213: 0.00038265695775636737
Position 192: 0.00036333853369027513
Position 2410: 0.00032982316850256013
Position 1658: 0.0002974235784321887
Position 8: 0.0002730573173543756
Position 1641: 0.00026156829429266354
Position 2340: 0.00024667023210730516
Position 2394: 0.00022373837190908203
Position 562: 0.0001929501944136549
Position 2343: 0.00018669286293151647
Position 489: 0.00017250226528271926
Position 389: 0.00012000408286502532
Position 339: 0.00010491988623101815
Position 164: 8.778406990953431e-05
Position 588: 8.50750430263791e-05
Position 267: 7.3133139958131e-05
Position 1247: 7.121994474467482e-05
Position 750: 4.928070764673809e-05
Position 1154: 3.357276073221663e-05
Position 132: 3.0707790014798645e-05
Position 373: 2.6363599956444003e-05
Position 98: 2.1647101617775854e-05
Position 1131: 2.0335079171741243e-05
Position 1316: 1.8593522873158978e-05
Position 458: 1.500595954616439e-05
Position 307: 1.4927813454935931e-05
Position 1094: 7.647274168847549e-06
Position 197: 6.692004043729652e-06
Position 960: 4.206292527461668e-06
Position 1703: 3.6071832018021727e-06
Position 167: 1.8319239249694988e-06
Position 2228: 1.1862523246627862e-06
Position 149: 1.0346636342226633e-07
Position 224: 8.147492306384239e-08
Position 237: 7.545209052894375e-08
Position 195: 5.9293218171490334e-08
Position 1860: 3.483889400568753e-08
Position 261: 8.026420013496995e-09
Position 1987: 6.4763651763378345e-09
Position 1770: 6.3928084483758605e-09
Position 574: 5.409114613205119e-09
Position 465: 3.1586885771016905e-09
Position 1032: 2.8677796944085077e-09
Position 342: 5.3626877646831555e-11
Position 902: 9.95418348428198e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1008: 0.9845093904425153
Position 1411: 0.8598207861509803
Position 2071: 0.8119115814403414
Position 857: 0.4246054605137043
Position 691: 0.3530380999210221
Position 103: 0.21473790589974684
Position 144: 0.21195722676707035
Position 509: 0.1322524490769551
Position 2468: 0.07463375670263006
Position 706: 0.06026797149394073
Position 2043: 0.04548146711451649
Position 1949: 0.02616127203361489
Position 2047: 0.025948824023474065
Position 476: 0.019608354965582102
Position 1770: 0.016197536637073608
Position 342: 0.01617281676665324
Position 167: 0.008200319447826624
Position 123: 0.007691955756993142
Position 1971: 0.00731289138495121
Position 224: 0.006907000323174126
Position 566: 0.00524855622920704
Position 1522: 0.004919235836693022
Position 192: 0.004164052438267139
Position 1799: 0.003187678299369578
Position 2282: 0.002754856195425377
Position 1789: 0.0022148972495191145
Position 254: 0.0020852904316321723
Position 1987: 0.0020708737222476896
Position 1849: 0.001247975400433106
Position 72: 0.0012003726260684524
Position 1759: 0.0011064446822581229
Position 1895: 0.0010926306455756722
Position 1703: 0.0010325226567884426
Position 1750: 0.0009890852549625782
Position 1502: 0.0008079240509742426
Position 440: 0.000675794754601304
Position 1853: 0.0006421931664153695
Position 648: 0.0006031272993483646
Position 1677: 0.00044775412859314885
Position 2201: 0.0004012718458335722
Position 863: 0.00039755680351113916
Position 1071: 0.00038393570185980575
Position 2150: 0.0003479601576809622
Position 591: 0.00027681107717355966
Position 2054: 0.00024458975659256857
Position 1892: 0.00021482567731726519
Position 1424: 0.0002077421646075695
Position 1413: 0.0001948681368641165
Position 359: 0.00018206876086754485
Position 812: 0.00012643435580132233
Position 1049: 0.0001216370159571666
Position 831: 0.00010094839226665599
Position 1233: 6.774098593180499e-05
Position 872: 6.046914710149855e-05
Position 302: 5.969022609308838e-05
Position 387: 5.5337415029686964e-05
Position 416: 3.486510943828655e-05
Position 1526: 3.3688773848988124e-05
Position 513: 2.8850501984906554e-05
Position 1094: 2.423040022717351e-05
Position 1237: 2.2861397752558446e-05
Position 182: 1.6701090507276395e-05
Position 1481: 1.5097966982203143e-05
Position 867: 1.5018775068140454e-05
Position 600: 1.0985963701306536e-05
Position 1718: 3.534040025391141e-06
Position 294: 2.68220043740241e-14
