Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  500
Partition function (log Z): -4.451113968886133

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9920172834487057
Position 787: 0.3992350591540418
Position 973: 0.08705861066262169
Position 962: 0.07480611643961527
Position 199: 0.03731765747104984
Position 204: 0.035923173339294776
Position 1306: 0.033040517381233155
Position 571: 0.02605069180464485
Position 835: 0.023173045646472226
Position 565: 0.012797477728233577
Position 171: 0.011325167703215198
Position 839: 0.009606933900061966
Position 259: 0.0037612661517468318
Position 1036: 0.0036066626260396763
Position 645: 0.0033748431585455103
Position 175: 0.003131958866025674
Position 696: 0.0016935227061663448
Position 7: 0.0011057622486581177
Position 871: 0.0006284675016224324
Position 750: 0.0006156019991229708
Position 814: 0.0005493310268925419
Position 319: 0.00044773544129050137
Position 666: 0.0003210976311948461
Position 542: 0.0002791533312355996
Position 811: 0.0002559892910080455
Position 933: 0.00013925612742454936
Position 148: 7.793497511911271e-05
Position 334: 4.4084403638694266e-05
Position 658: 4.350320279376058e-05
Position 544: 3.4561346870566893e-05
Position 106: 2.705398187637421e-05
Position 1406: 2.3385671479772525e-05
Position 399: 2.165211811601503e-05
Position 1349: 7.976296749060454e-06
Position 125: 6.723127188455537e-06
Position 441: 5.673576228195458e-06
Position 12: 2.0674225434978246e-06
Position 83: 1.1962948663612584e-06
Position 342: 1.1525223746695523e-06
Position 371: 9.105240764260784e-07
Position 455: 9.037434519343971e-07
Position 101: 5.400469847920019e-07
Position 350: 3.3187721438298064e-07
Position 128: 1.9329897945619029e-07
Position 285: 1.575735842846406e-07
Position 322: 1.0481834438617349e-07
Position 345: 1.0240251457211075e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7328840200071846
Position 501: 0.41588974038974297
Position 491: 0.39025390703586893
Position 633: 0.05442497101908357
Position 285: 0.049781489006143285
Position 270: 0.03566006371446133
Position 1359: 0.020180079754773435
Position 1189: 0.01760433624336677
Position 835: 0.013970803834900168
Position 871: 0.006360429970488688
Position 1369: 0.004089942829596538
Position 1448: 0.00360941655627076
Position 318: 0.0034289801393800777
Position 1438: 0.00200249436504732
Position 290: 0.0014561187175356077
Position 1403: 0.0014492884587124454
Position 1428: 0.0013372493216529256
Position 990: 0.0010469134642728337
Position 1093: 0.0009994716687011917
Position 1463: 0.0008613761542050611
Position 933: 0.0008274835353252319
Position 571: 0.0005876423568309485
Position 972: 0.0005653750488162771
Position 113: 0.0005471902510387066
Position 1023: 0.0005429483979560714
Position 608: 0.0004902905563220805
Position 888: 0.00035800456715735833
Position 313: 0.0002748896477725867
Position 956: 0.000247211890534153
Position 1559: 0.00019014797051529172
Position 1458: 0.0001805163075777108
Position 577: 0.00016057088577768928
Position 334: 8.259843402519383e-05
Position 148: 6.94883427426067e-05
Position 778: 5.46770121189872e-05
Position 655: 2.8149031111541086e-05
Position 639: 2.1457202967489585e-05
Position 658: 2.0577574662731595e-05
Position 1484: 6.81502022370044e-06
Position 345: 6.656806348243136e-06
Position 1504: 3.842788216298568e-06
Position 322: 2.208555663274079e-06
Position 168: 7.251247366526626e-07
Position 359: 6.34479624030445e-07
Position 338: 4.415453903492447e-07
Position 155: 3.6668424654331345e-07
Position 455: 1.6666605048539044e-07
Position 342: 1.3933907122736172e-07
Position 729: 1.1095843376489708e-07
Position 356: 6.98781542639475e-08
Position 588: 4.197724543052698e-08
Position 645: 1.8436718467521504e-08
Position 738: 1.4117516157897593e-08
Position 350: 1.1807449343078303e-08
Position 671: 4.825401372682969e-09
Position 371: 3.9679751118124624e-09
Position 696: 3.415958817141686e-09
Position 185: 3.0319226921399793e-09
Position 187: 8.741547937843028e-10
Position 199: 4.601692828725083e-11
