Gene = FucTA
index = 1171
Annotated 5SS: [ 266 3865 5048 5417]
Annotated 3SS: [3674 4330 5232 5482]
SMsplice 5SS: [ 266 3865 5048 5417 5690 6199]
SMsplice 3SS: [3674 4330 5232 5482 6114 6343]
top_k =  500
Partition function (log Z): 9.276204213322684

Sorted 5' Splice Sites (High to Low Probability):
Position 5048: 0.9965551108244824
Position 5417: 0.9948450673854141
Position 266: 0.7657003320833858
Position 5690: 0.751818006970116
Position 3865: 0.6752224602261184
Position 6199: 0.6482111216896147
Position 677: 0.3410589930309378
Position 1542: 0.16804027353482962
Position 5820: 0.09367973746212745
Position 1963: 0.08155232280315501
Position 3574: 0.05316394698006117
Position 6634: 0.05018271062596243
Position 6080: 0.030690464562411184
Position 6774: 0.026160660832653573
Position 1550: 0.021247645904090767
Position 70: 0.018406356390808353
Position 6014: 0.016784700695639816
Position 6226: 0.014232406630608386
Position 3922: 0.013360831053438337
Position 6404: 0.013169991218114071
Position 1270: 0.01106511087411518
Position 6397: 0.0093534586270766
Position 595: 0.007971126061855394
Position 6052: 0.006549919815587301
Position 4125: 0.006486215630254609
Position 555: 0.005860783647820665
Position 6050: 0.004245228392830389
Position 5386: 0.0036912565025156103
Position 1477: 0.003660769401336699
Position 727: 0.0029210171658452647
Position 1949: 0.0029134337611442856
Position 6786: 0.0027114030799622597
Position 462: 0.0022269867187045137
Position 6233: 0.0020035188009619766
Position 530: 0.0019031307105211186
Position 880: 0.001640385881908283
Position 6035: 0.0013542627144880017
Position 2508: 0.0012275707605094723
Position 5347: 0.0012021068300913436
Position 5013: 0.0011774200030192723
Position 414: 0.0009495590307592023
Position 82: 0.0009115641364352407
Position 1073: 0.0009094291790259741
Position 1975: 0.0008872808766201122
Position 4721: 0.0008571032072741981
Position 1185: 0.0008483480767223307
Position 521: 0.0008434853031061529
Position 692: 0.0007625635926295538
Position 3869: 0.0007316494586904043
Position 3808: 0.0007094160482700832
Position 2129: 0.0006877902643665025
Position 841: 0.0006644926684068655
Position 6008: 0.0004979623565357364
Position 466: 0.00046916317307525956
Position 5899: 0.0004243485243279621
Position 1233: 0.0004111593187440761
Position 2027: 0.00023484263052591528
Position 76: 0.00019170026738315923
Position 848: 0.00017323594557547308
Position 505: 0.00016618209564895763
Position 1968: 0.0001622472299869255
Position 5052: 0.0001452052342266394
Position 439: 0.00014052231500727127
Position 447: 0.00012482142354948105
Position 1716: 0.0001134557351706852
Position 5581: 0.00011062151802430636
Position 80: 9.320482970957359e-05
Position 4987: 8.49712142715808e-05
Position 5379: 7.054267153206195e-05
Position 5627: 5.801370421339483e-05
Position 4795: 4.676088794929127e-05
Position 39: 4.6120727418957215e-05
Position 507: 4.336924664266471e-05
Position 5788: 4.002809909343192e-05
Position 5852: 3.633494985496123e-05
Position 270: 3.212306601626116e-05
Position 502: 2.991525258793513e-05
Position 264: 2.025948750716746e-05
Position 706: 2.0082818167985942e-05
Position 5755: 1.7751223006789064e-05
Position 5836: 1.7407142266916805e-05
Position 4806: 1.7256711654327982e-05
Position 13: 1.635966885942066e-05
Position 478: 1.6039375609535347e-05
Position 6203: 1.5558682955489202e-05
Position 186: 1.4699867418620643e-05
Position 4589: 1.1357050614254978e-05
Position 74: 1.0378873321705693e-05
Position 4607: 1.0014058197619878e-05
Position 470: 9.711477273925052e-06
Position 5797: 9.45330944377207e-06
Position 6111: 9.263420814212809e-06
Position 285: 8.903687168434596e-06
Position 6545: 7.890262661588391e-06
Position 6578: 7.666535545382061e-06
Position 5288: 5.870053021959543e-06
Position 4973: 5.843437678430692e-06
Position 5569: 5.628752328279689e-06
Position 5441: 5.462405942370819e-06
Position 475: 3.0154594163931913e-06
Position 5539: 2.704357637822056e-06
Position 5339: 2.0223896282420388e-06
Position 5361: 1.8936656110728567e-06
Position 5353: 1.4923664300500604e-06
Position 6115: 1.335834600727938e-06
Position 18: 1.1462375400563827e-06
Position 146: 7.944373730928699e-07
Position 5351: 1.1122133695010906e-07
Position 157: 2.667217996933477e-08
Position 715: 2.2753775573285062e-08
Position 5620: 1.9640256250275384e-08
Position 5272: 1.560868374045202e-08
Position 5694: 1.3454082855124056e-08
Position 5720: 1.1366906383455928e-08
Position 297: 9.553127265013096e-09
Position 228: 8.010560637212808e-09
Position 4: 4.460237142384828e-09
Position 5660: 3.4309926876120302e-09
Position 5515: 3.377715411908393e-09
Position 5648: 3.355281539384479e-09
Position 480: 3.242966692888099e-09
Position 5728: 2.3346291417144097e-09
Position 159: 1.3304321450556261e-09
Position 5483: 4.0816743296663635e-13
Position 5444: 3.941266424791666e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.9993036694904223
Position 5232: 0.9782190682333172
Position 4330: 0.9515561296974293
Position 6114: 0.6427083756974808
Position 3674: 0.5488790658818106
Position 6343: 0.4030905321529708
Position 6454: 0.20584879500560166
Position 1320: 0.10704056331541693
Position 1759: 0.09336647146132235
Position 6314: 0.0767669926275146
Position 3737: 0.06940095990684086
Position 5744: 0.06724367917321938
Position 6697: 0.06668057398792474
Position 1171: 0.05815262282290594
Position 6458: 0.050044571756951955
Position 6858: 0.043628735688993794
Position 3389: 0.04261502090724157
Position 5806: 0.03650920090544066
Position 6304: 0.031117416916313975
Position 341: 0.029258316470956267
Position 583: 0.027500692471595915
Position 4373: 0.02326169388833909
Position 458: 0.023050847874057305
Position 6877: 0.021903105179754936
Position 398: 0.021327228644440338
Position 5190: 0.01996009935598585
Position 1709: 0.017784020406655797
Position 586: 0.017192017481086033
Position 642: 0.016685678419209427
Position 3916: 0.014221863046188277
Position 2550: 0.014183621925235222
Position 2591: 0.014073568357897347
Position 366: 0.011956560381643956
Position 322: 0.010285676389291202
Position 3496: 0.008889648675994049
Position 6839: 0.00840960168075133
Position 1119: 0.006635941859090594
Position 6080: 0.0064749272600142455
Position 4276: 0.0063500971884841
Position 980: 0.006135252242461949
Position 1227: 0.005417400193338826
Position 3936: 0.0052004031042679755
