Gene = ppk7
index = 1846
Annotated 5SS: [ 978 1176 1287 1591]
Annotated 3SS: [1042 1232 1347 1693]
SMsplice 5SS: [ 978 1591]
SMsplice 3SS: [1406 1693]
top_k =  500
Partition function (log Z): -5.365096726387662

Sorted 5' Splice Sites (High to Low Probability):
Position 978: 0.6775225002470235
Position 1591: 0.6660470735813423
Position 1176: 0.6431782765272868
Position 1287: 0.6378387487025821
Position 201: 0.19047284795142205
Position 1624: 0.0653807470522877
Position 1595: 0.05083229341911022
Position 965: 0.019371702648046392
Position 224: 0.014538198480917443
Position 435: 0.007629093573618035
Position 463: 0.007628424457637766
Position 1291: 0.004575856345498079
Position 1490: 0.0024411823645018225
Position 1133: 0.002238061416744284
Position 1548: 0.002034247853389102
Position 756: 0.0013615894912358437
Position 1104: 0.0009383083078783125
Position 276: 0.0005689481668807421
Position 1331: 0.0004816031158259113
Position 279: 0.00039508370297204756
Position 1578: 0.0003733064702424062
Position 1645: 0.00033828809836005785
Position 1385: 0.0003140154319223838
Position 945: 0.0002698212659125353
Position 1184: 0.000166837950690698
Position 228: 0.00014100745236998464
Position 721: 0.00013606513196677273
Position 534: 0.00011276673534700682
Position 222: 0.00011119758840832792
Position 377: 0.00010553010245228464
Position 1233: 0.00010085777104580385
Position 993: 0.00010073900212513493
Position 982: 9.608838071800925e-05
Position 300: 9.205021703940357e-05
Position 473: 7.51236054069811e-05
Position 1126: 6.369371842716196e-05
Position 728: 5.756177231138434e-05
Position 1812: 5.2865875962258725e-05
Position 293: 4.2345874280377385e-05
Position 1389: 3.448724946399958e-05
Position 1108: 3.412045527006654e-05
Position 205: 3.0366351228991424e-05
Position 969: 2.9859090813474423e-05
Position 985: 2.8931486372773163e-05
Position 77: 2.5211093394398592e-05
Position 1165: 1.7062713729573127e-05
Position 736: 1.5977250307990155e-05
Position 321: 1.4863867798461228e-05
Position 834: 1.3214788755055852e-05
Position 1843: 8.000114508638516e-06
Position 1069: 5.967619135340538e-06
Position 537: 4.3770603135464035e-06
Position 154: 4.017535007885258e-06
Position 1085: 3.8710783270408015e-06
Position 849: 3.842657211109202e-06
Position 191: 3.5809959833623743e-06
Position 166: 3.1467825697394452e-06
Position 183: 3.0498467545276503e-06
Position 1196: 2.598843935586499e-06
Position 9: 1.4469974215244192e-06
Position 647: 1.0602734728515332e-06
Position 710: 4.3458448256310186e-07
Position 519: 1.5173045104038218e-07
Position 61: 3.7460699480161154e-08
Position 1219: 5.7871301326954876e-09
Position 1297: 2.5602165733481317e-10
Position 584: 1.597580726856295e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1232: 0.6631153373241843
Position 1406: 0.5736141477175503
Position 1693: 0.4707651514534915
Position 1042: 0.3915382098592443
Position 1347: 0.2923973227929512
Position 1679: 0.15751939784274552
Position 1742: 0.147468212770289
Position 272: 0.09831485473593443
Position 529: 0.0886288740511431
Position 1114: 0.030130817328930748
Position 1108: 0.021779922703339543
Position 1258: 0.012068177258181828
Position 473: 0.010528990978736611
Position 1697: 0.010413970830388657
Position 1008: 0.007992891103981279
Position 1652: 0.005302303704278117
Position 533: 0.003008045976240162
Position 1069: 0.002560478513050808
Position 773: 0.0022234235781493535
Position 1456: 0.002216490190698658
Position 1056: 0.0019907307500994656
Position 1660: 0.001281245017118912
Position 1079: 0.0010254708465895668
Position 1382: 0.000535732002173011
Position 1889: 0.0003379589273004931
Position 1923: 0.00024060183245872252
Position 497: 0.00020437112508076154
Position 799: 0.00018031042681089228
Position 1126: 0.00017571555891938927
Position 400: 0.00015527032233395385
Position 634: 0.0001522914188836652
Position 1561: 0.00011175866070108493
Position 818: 8.508667907054536e-05
Position 1123: 7.490915658710786e-05
Position 1989: 7.446561608114419e-05
Position 1060: 4.2228183147691785e-05
Position 782: 3.3682471318529744e-05
Position 1379: 3.169870556731483e-05
Position 416: 3.0744251600338825e-05
Position 1294: 2.747090795475306e-05
Position 377: 2.6198281801472418e-05
Position 671: 2.4527125738709972e-05
Position 1830: 1.5301030130290696e-05
Position 1331: 1.195944029830153e-05
Position 1538: 1.0524549236802827e-05
Position 286: 9.179877076580893e-06
Position 413: 9.049635184014716e-06
Position 1048: 7.87737348206299e-06
Position 419: 4.448772747446232e-06
Position 965: 3.4108473479648454e-06
Position 959: 3.1172166427779405e-06
Position 626: 2.0055023032005466e-06
Position 890: 1.9264341708648236e-06
Position 902: 1.7853536005348394e-06
Position 842: 1.7373648094520626e-06
Position 566: 1.325463153322373e-06
Position 382: 4.509384268174666e-07
Position 145: 4.0567173772584827e-07
Position 638: 1.9870529233059085e-07
Position 371: 1.4965610638757717e-07
Position 695: 1.2275253695654962e-07
Position 77: 7.724835725935104e-08
Position 98: 7.261342024503559e-08
Position 506: 1.7837792260241136e-08
Position 205: 2.2995247198688663e-10
Position 154: 1.828231709478127e-10
Position 61: 9.620411272725776e-11
Position 428: 3.681176860006879e-11
Position 161: 1.9263384374379126e-11
Position 166: 7.969944100781517e-12
Position 55: 1.931813811760361e-16
Position 176: 9.839625990592502e-18
