Gene = Uxt
index = 1591
Annotated 5SS: [117]
Annotated 3SS: [167]
SMsplice 5SS: [117]
SMsplice 3SS: [167]
top_k =  500
Partition function (log Z): -9.031465965291545

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.9367365854114599
Position 285: 0.050639374257824867
Position 76: 0.021457086047344663
Position 17: 0.018567633742557117
Position 526: 0.0035502618292749728
Position 481: 0.0026559287854277746
Position 151: 0.0017162702869223663
Position 650: 0.0010495133141321226
Position 660: 0.0008795939364681121
Position 418: 0.00044515500467721963
Position 252: 0.00044042193920666446
Position 121: 0.00043236131696239137
Position 370: 0.00032106606008717927
Position 264: 0.0002245881228019741
Position 136: 0.00010977515758275014
Position 654: 7.204727615900872e-05
Position 220: 4.06628999926209e-05
Position 412: 3.3060425892446423e-05
Position 352: 3.184818063080764e-05
Position 663: 2.293410867611755e-05
Position 779: 1.3639680788334987e-05
Position 430: 9.236239767552391e-06
Position 289: 8.389959215816432e-08
Position 149: 3.0286996338618325e-08
Position 388: 2.8067544449367655e-08
Position 432: 1.4969455043770943e-08
Position 207: 8.48920497627513e-10
Position 642: 8.814133798706167e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 167: 0.8215311948311428
Position 171: 0.1340324989275418
Position 594: 0.02282575089738861
Position 334: 0.017275080997090946
Position 381: 0.013060977735040467
Position 365: 0.005582322508574515
Position 97: 0.0055018821284618605
Position 145: 0.003649766768079212
Position 727: 0.0032360597410263283
Position 454: 0.0027462528233317403
Position 352: 0.0014455168927003654
Position 76: 0.0012032582718660278
Position 755: 0.001177078875573616
Position 769: 0.0008227206377686023
Position 802: 0.0007231460426553243
Position 626: 0.0007046165060966096
Position 739: 0.0006145608244429702
Position 562: 0.0005949183992527129
Position 486: 0.0005718660531196275
Position 136: 0.00032532761860262614
Position 100: 0.0002924818689569397
Position 899: 0.00027101420490935893
Position 404: 0.0002282101435616203
Position 183: 0.00013245864182287443
Position 149: 0.00011539834093293733
Position 663: 8.762414709611072e-05
Position 682: 7.040516606828529e-05
Position 498: 6.951416734346709e-05
Position 264: 6.561546267058505e-05
Position 629: 6.421442255469685e-05
Position 426: 5.247794244824081e-05
Position 699: 5.046925215672738e-05
Position 808: 4.732710645977058e-05
Position 805: 4.401138576832147e-05
Position 312: 4.032296565169757e-05
Position 239: 3.857486984538389e-05
Position 944: 2.6359027336215525e-05
Position 107: 2.5087931983006566e-05
Position 219: 2.409354988981057e-05
Position 928: 2.244017805008725e-05
Position 660: 1.4730423976566474e-05
Position 294: 1.017651643138502e-05
Position 252: 8.947322837269998e-06
Position 207: 8.591168391194573e-06
Position 857: 7.98465288605935e-06
Position 229: 5.7382586119128615e-06
Position 112: 6.360534916041767e-08
Position 231: 3.6301509544965985e-08
Position 155: 1.721886646409726e-08
Position 204: 1.4771629531782014e-08
Position 121: 3.3785756966024173e-09
Position 241: 2.2212810779284337e-10
Position 273: 5.411359473302928e-11
Position 117: 3.031959891744963e-11
Position 243: 3.0479026807785423e-12
Position 276: 1.3501020099324393e-12
Position 285: 1.2966798253703718e-17
