Gene = RFeSP
index = 1400
Annotated 5SS: [ 178 1117]
Annotated 3SS: [ 736 1171]
SMsplice 5SS: [ 178 1117]
SMsplice 3SS: [ 736 1171]
top_k =  500
Partition function (log Z): -4.958771452887324

Sorted 5' Splice Sites (High to Low Probability):
Position 1117: 0.9029927415194441
Position 178: 0.8768301756913662
Position 1121: 0.0692350294195122
Position 1343: 0.014605645737555635
Position 1382: 0.011169930695685592
Position 520: 0.010008820483120578
Position 341: 0.005437594945540644
Position 1404: 0.004281904926694751
Position 297: 0.0037075420659656794
Position 597: 0.003618668871496682
Position 1371: 0.0032549851501613193
Position 1612: 0.0030196852175429826
Position 530: 0.0026841320314489664
Position 1439: 0.0021575036180094286
Position 446: 0.0017906858287833063
Position 999: 0.0012215738894107765
Position 1379: 0.0009638157446084046
Position 415: 0.0009328145818525547
Position 265: 0.0007737197740466581
Position 39: 0.000719687584401887
Position 489: 0.0005978916919895196
Position 1425: 0.0004484458719927796
Position 1554: 0.0002709656487024203
Position 550: 0.0002394945200213417
Position 1398: 0.00023624956807409648
Position 1514: 0.0002254496588826337
Position 1562: 0.00017324615399204953
Position 1131: 0.00013699739281628455
Position 1580: 0.0001315551318108778
Position 1003: 0.00010577301525330196
Position 129: 9.743265602249223e-05
Position 884: 9.238845109716823e-05
Position 502: 8.105943640167761e-05
Position 907: 7.227830254749105e-05
Position 51: 6.413513022011659e-05
Position 360: 5.521886680712297e-05
Position 862: 4.209494909586882e-05
Position 548: 4.14614490273815e-05
Position 1618: 4.0395685431153095e-05
Position 1629: 2.9230311391561194e-05
Position 16: 2.5716530067287422e-05
Position 111: 2.56412974385977e-05
Position 1260: 2.509139136098062e-05
Position 600: 2.0682591590159848e-05
Position 1357: 2.0126970973670065e-05
Position 326: 1.6889743830356084e-05
Position 165: 1.4547639406711394e-05
Position 978: 1.2286369798606281e-05
Position 7: 1.1947299249173185e-05
Position 1126: 1.1038659001381417e-05
Position 1014: 1.0227609179372418e-05
Position 159: 7.851625748924044e-06
Position 877: 7.358572008036736e-06
Position 946: 7.25047212681659e-06
Position 1078: 4.747508168148148e-06
Position 1211: 2.864616948704497e-06
Position 103: 1.5201044801844986e-06
Position 1648: 8.70827014057377e-07
Position 96: 9.288056386990438e-08
Position 766: 7.734721913289326e-08
Position 795: 5.6477372473551844e-08
Position 1230: 1.6081675531732335e-08
Position 1176: 1.0056533761056936e-08
Position 1199: 9.994534930091124e-09
Position 1032: 8.586470039691459e-09
Position 799: 5.686662287138985e-09
Position 809: 3.9960976037747895e-09
Position 815: 9.94925712725846e-10
Position 1202: 3.473119605559951e-10
Position 98: 2.635083053857997e-10
Position 1135: 3.2999283566643796e-11
Position 812: 3.185810648775143e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.97370719941952
Position 736: 0.8693259820607293
Position 1464: 0.03425490016213566
Position 747: 0.024820707745845442
Position 1685: 0.008817571408901338
Position 765: 0.0036073232040767563
Position 318: 0.0018928517813116994
Position 648: 0.001254135598881587
Position 1609: 0.0010416417245314605
Position 471: 0.0008178150546029191
Position 1186: 0.0006072072114737376
Position 1565: 0.00035372973951682213
Position 669: 0.000326517601012927
Position 684: 0.0003055130750093774
Position 255: 0.00023361220304479228
Position 389: 0.0002284667399694217
Position 293: 0.00018478662352908572
Position 489: 0.0001434794138770126
Position 510: 0.0001411569518505024
Position 1643: 0.00012259507391525152
Position 1577: 0.00012193204745198921
Position 575: 0.00011481833669752355
Position 1535: 5.512354140933107e-05
Position 1014: 5.143572581832802e-05
Position 1580: 3.511342497819833e-05
Position 1071: 2.9911610301577588e-05
Position 804: 2.772141552352458e-05
Position 1425: 2.6620410307874583e-05
Position 1410: 2.358156157337083e-05
Position 115: 2.1870302306148277e-05
Position 1588: 1.945568566838062e-05
Position 946: 1.4333581570969466e-05
Position 1723: 1.2746441919831998e-05
Position 70: 1.1925215893853856e-05
Position 561: 7.572368370412175e-06
Position 1705: 7.1042789405625274e-06
Position 1308: 7.013650281862228e-06
Position 276: 5.99527854224232e-06
Position 675: 4.987411654061372e-06
Position 1693: 4.390743598505208e-06
Position 1026: 4.011795599687215e-06
Position 999: 2.1081446855127827e-06
Position 225: 2.0222445404174344e-06
Position 1728: 1.6662746303764904e-06
Position 1192: 1.5804457842361286e-06
Position 540: 1.3893378348945e-06
Position 1532: 1.3421770635658906e-06
Position 1646: 1.3280619433702006e-06
Position 117: 1.1213726966868146e-06
Position 843: 1.1204497364753546e-06
Position 520: 1.0099621590422633e-06
Position 993: 1.009370391304458e-06
Position 809: 9.220187847830277e-07
Position 1065: 8.949719076785685e-07
Position 772: 8.473265374421425e-07
Position 149: 5.325919191689485e-07
Position 265: 4.4889119076598986e-07
Position 900: 4.117151131233372e-07
Position 963: 3.84353511166684e-07
Position 975: 3.4701490055145177e-07
Position 128: 1.733062952137987e-08
Position 182: 2.5404248531015366e-09
Position 530: 2.3738303802271277e-11
Position 123: 1.3225102026150987e-13
Position 213: 8.496953874711214e-14
Position 192: 4.924327613716078e-15
Position 154: 3.6515441471545695e-15
Position 206: 1.5401328650532072e-15
