Gene = l(2)k05819
index = 1748
Annotated 5SS: [ 294  983 1755 1977 2711 4879 5104 5405]
Annotated 3SS: [ 348 1039 1813 2613 2772 4940 5157 5464]
SMsplice 5SS: [ 294  983 1755 2711 4879 5104 5405]
SMsplice 3SS: [ 348 1039 1813 2772 4940 5157 5464]
top_k =  500
Partition function (log Z): 5.31222419911088

Sorted 5' Splice Sites (High to Low Probability):
Position 294: 0.9960178578855426
Position 2711: 0.9959139064931206
Position 5405: 0.9762978166707863
Position 4879: 0.9710049750684718
Position 5104: 0.9544837777570365
Position 983: 0.8419658309305101
Position 1755: 0.5001297009917829
Position 1977: 0.19332734744760627
Position 1932: 0.1350850060315845
Position 2234: 0.11123693373415562
Position 3645: 0.0729376548128647
Position 2833: 0.06851339279170687
Position 3307: 0.06311843326891138
Position 3560: 0.046791499324185915
Position 1494: 0.04609430627771446
Position 3355: 0.040708205701947345
Position 3110: 0.02897312828353525
Position 2573: 0.016595316494468697
Position 2003: 0.01616492777439074
Position 2244: 0.013964210379218103
Position 3322: 0.01384031616009451
Position 3640: 0.01269180528520122
Position 2211: 0.012596281081953986
Position 1938: 0.012422253622012502
Position 5409: 0.010377615352260047
Position 2839: 0.009686250095727867
Position 5684: 0.008504559259156332
Position 1915: 0.007439622855033726
Position 5791: 0.005010139579534502
Position 5642: 0.004351377218681408
Position 1529: 0.003960214343046691
Position 5908: 0.003925375708030622
Position 1445: 0.0029719145710200645
Position 3724: 0.002736763924828743
Position 1451: 0.002646512810916336
Position 5580: 0.002399631965549431
Position 5266: 0.002360571748289085
Position 1958: 0.0023418374727293134
Position 1738: 0.002312983735527179
Position 3333: 0.0018885095861118962
Position 385: 0.0015560818879868236
Position 6173: 0.0015105793853809708
Position 6213: 0.0013429421345874375
Position 2859: 0.0013392299197906793
Position 3266: 0.0012367014287141566
Position 3887: 0.0011507393212263504
Position 3116: 0.0011263208302497365
Position 1581: 0.0011163033067514616
Position 5666: 0.00110428274022841
Position 5862: 0.0008729512639718605
Position 603: 0.0007142291539069451
Position 1705: 0.0006773357282294391
Position 2260: 0.0005844369896346358
Position 1302: 0.0005666294032221256
Position 5365: 0.00048604907387807267
Position 2685: 0.00044164336494581226
Position 5842: 0.0004361467771281371
Position 1342: 0.0004290491852670295
Position 3120: 0.00038233034956503984
Position 1193: 0.00036644519231251316
Position 5657: 0.00035117108717786503
Position 6192: 0.0003069651995495168
Position 6204: 0.00028909021113050456
Position 719: 0.000276361770451923
Position 3038: 0.0002523830435415721
Position 6035: 0.00022774859962048098
Position 639: 0.00021003044985393377
Position 1051: 0.00017192480188343086
Position 2721: 0.00015649278917960507
Position 5571: 0.0001518472023150287
Position 1410: 0.00014049916484096687
Position 5875: 0.00012094662153015252
Position 6142: 0.00011981044255641909
Position 1243: 0.0001194700797053291
Position 6101: 0.00011796349901893418
Position 5: 0.00011764787681347916
Position 1169: 0.0001126886832284239
Position 11: 0.00010231399482635757
Position 2863: 9.72723851876022e-05
Position 1225: 9.061006154636334e-05
Position 6073: 8.854912813127887e-05
Position 1613: 8.759294093967946e-05
Position 1315: 7.797795131554418e-05
Position 1619: 5.275441238069761e-05
Position 6161: 4.925975010809979e-05
Position 881: 4.106855887359348e-05
Position 6065: 3.932496033794796e-05
Position 5545: 3.911394283924495e-05
Position 79: 3.418439947955309e-05
Position 1416: 2.932728997922527e-05
Position 2391: 2.621734576099802e-05
Position 515: 2.6055437458757695e-05
Position 1407: 2.5634408812930986e-05
Position 91: 2.38556299271735e-05
Position 2321: 2.3351900115979484e-05
Position 5694: 2.3316434490792003e-05
Position 1796: 2.218719603983171e-05
Position 1291: 1.7366122189796597e-05
Position 512: 1.4987843136272897e-05
Position 715: 1.2402896356744489e-05
Position 2671: 1.2304274494568405e-05
Position 509: 1.1625500172124079e-05
Position 1782: 1.1512174692622375e-05
Position 435: 1.0432346204814248e-05
Position 1105: 8.551797013227641e-06
Position 320: 7.750478972836626e-06
Position 30: 7.197271193937371e-06
Position 2726: 6.970898918858814e-06
Position 1652: 5.7271335819678575e-06
Position 298: 5.616070455577777e-06
Position 1661: 4.1514875547542205e-06
Position 217: 4.0553233954922915e-06
Position 164: 3.824876550662261e-06
Position 885: 3.4625345494616403e-06
Position 423: 3.185769297310413e-06
Position 5242: 2.1447883749364933e-06
Position 845: 1.9851015455045367e-06
Position 475: 1.8253390229722094e-06
Position 1814: 1.7390088967576401e-06
Position 256: 1.150645316849717e-06
Position 659: 1.0415707791172805e-06
Position 2866: 9.092997071812261e-07
Position 5676: 8.309571797029452e-07
Position 377: 8.032001285555001e-07
Position 5336: 7.653641296619517e-07
Position 95: 7.482034446247386e-07
Position 888: 6.938050036526089e-07
Position 923: 6.900104021397789e-07
Position 706: 5.398821322188497e-07
Position 5327: 5.263068568100454e-07
Position 5880: 4.651205404931815e-07
Position 5373: 4.173099559838238e-07
Position 2096: 4.0803593265926624e-07
Position 5506: 4.0311553280715534e-07
Position 230: 3.921798228392897e-07
Position 1921: 3.6648584710064357e-07
Position 695: 3.2665922455884654e-07
Position 737: 2.0768548864129457e-07
Position 1981: 1.7878335091911404e-07
Position 1264: 1.7665050818047858e-07
Position 2340: 1.523730028006842e-07
Position 1163: 1.3594778874775165e-07
Position 2151: 1.3533724612439828e-07
Position 182: 9.523184721773321e-08
Position 5224: 4.9326293028358887e-08
Position 132: 1.827351589387366e-08
Position 1014: 1.0172135354391055e-10
Position 670: 5.966297842862425e-11
Position 200: 9.275275422813896e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2772: 0.9925751494029339
Position 5464: 0.9875223389893182
Position 4940: 0.9442474571775812
Position 5157: 0.9346116149569811
Position 348: 0.8692871836695073
Position 1813: 0.654434025812721
Position 1039: 0.5666979422995028
Position 2613: 0.1482922991774279
Position 2312: 0.1010552614945157
Position 3407: 0.09153021609865372
Position 2070: 0.09138727808658187
