Gene = cad
index = 1641
Annotated 5SS: [1179 5890]
Annotated 3SS: [ 5835 11067]
SMsplice 5SS: [1179]
SMsplice 3SS: [11067]
top_k =  500
Partition function (log Z): -3.96528545934785

Sorted 5' Splice Sites (High to Low Probability):
Position 1179: 0.9950814462198165
Position 5890: 0.4750640578517894
Position 104: 0.1397489347528846
Position 100: 0.10847509275875405
Position 198: 0.07164917901113296
Position 6779: 0.03050737312711975
Position 1602: 0.02885381620103752
Position 151: 0.02736092302135524
Position 10571: 0.02189539565826771
Position 6538: 0.01748558781371239
Position 189: 0.012044960461257631
Position 1969: 0.0091431040980014
Position 6534: 0.00873853394832859
Position 9442: 0.008437514111833907
Position 2541: 0.007880269031857696
Position 6858: 0.007039745068354836
Position 1850: 0.006784365930055774
Position 6: 0.005708112207574888
Position 5753: 0.005384561844217426
Position 8200: 0.0046903211636085225
Position 2029: 0.003833269192323416
Position 7666: 0.0037302025408968626
Position 6132: 0.003582967660334294
Position 2495: 0.0025867807445641316
Position 11658: 0.0022996265265546644
Position 6448: 0.0016487780222880486
Position 11214: 0.0015584351624814098
Position 2017: 0.0014589089188818214
Position 380: 0.001384345769626216
Position 2632: 0.001300226317441936
Position 1791: 0.0012674803606030243
Position 5908: 0.0011599726901002241
Position 11649: 0.0010786939375390934
Position 8196: 0.000982890538015478
Position 1953: 0.000966661488382759
Position 5946: 0.0007383997885223403
Position 2051: 0.000715045245644602
Position 568: 0.0007090759777103539
Position 2681: 0.0006157177099999539
Position 906: 0.0005877050121851855
Position 9127: 0.0005428465291696637
Position 7122: 0.000518909305931806
Position 6906: 0.0005178363468220127
Position 867: 0.0005043760718448083
Position 12339: 0.0003808182304853145
Position 284: 0.0003733259822342628
Position 5457: 0.00035025368718309273
Position 7516: 0.00028760728712495765
Position 11681: 0.00027922277170355894
Position 67: 0.00025408083214380764
Position 148: 0.0001665398229307299
Position 1845: 0.00012745026161442493
Position 774: 0.00012726520927282766
Position 4418: 9.532509132251995e-05
Position 161: 9.019519952707033e-05
Position 1091: 8.014507587082534e-05
Position 12: 3.927946285468687e-05
Position 155: 2.9422047445284664e-05
Position 256: 2.203526245913858e-05
Position 1651: 2.024815796531108e-05
Position 1008: 1.2262122232593935e-05
Position 1630: 1.0713279864622734e-05
Position 834: 1.0440252360120077e-05
Position 812: 1.0367441425413613e-05
Position 10: 9.29484490691831e-06
Position 36: 8.532771854438344e-06
Position 123: 6.829320193157181e-06
Position 1236: 6.635194293408648e-06
Position 1938: 6.593454199835608e-06
Position 1815: 3.3034013382583044e-06
Position 30: 3.0509620808934806e-06
Position 508: 3.00226841135518e-06
Position 1461: 2.81289125911954e-06
Position 108: 2.68872039658369e-06
Position 1886: 2.6395990030957147e-06
Position 1328: 2.484971917238987e-06
Position 1785: 2.167113839113219e-06
Position 1265: 1.527297183202685e-06
Position 1795: 1.0296185326491762e-06
Position 1977: 9.710889089027414e-07
Position 1301: 8.952313763935519e-07
Position 1355: 4.110859908738967e-07
Position 1476: 3.510252527540082e-07
Position 1295: 3.2839372205779803e-07
Position 1572: 1.1028748614461846e-07
Position 676: 4.975476599781807e-09
Position 668: 4.871925501637884e-09
Position 589: 9.734681804187845e-10
Position 929: 8.124991831242008e-11
Position 765: 5.852396750903599e-11
Position 521: 3.349946741872432e-11
Position 423: 1.0238403662128713e-11
