Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  500
Partition function (log Z): 3.178812222948638

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.9981376135614639
Position 3278: 0.9865564247658707
Position 1072: 0.9665757436578402
Position 2263: 0.9480926122312493
Position 1881: 0.4316355359603561
Position 2402: 0.07753918981714045
Position 1370: 0.056722880206210934
Position 2094: 0.04319823627740907
Position 1362: 0.03454919129692195
Position 2411: 0.03119204815289607
Position 450: 0.030427749930983586
Position 2912: 0.019058909645788383
Position 207: 0.016657906458386978
Position 1248: 0.01568465055707661
Position 3882: 0.012035056424611357
Position 2908: 0.00995996255642517
Position 1061: 0.009724309941863244
Position 2480: 0.008917345041075523
Position 272: 0.00871312559814003
Position 2384: 0.0074924208745988825
Position 533: 0.007206492567962149
Position 429: 0.0063559291289781205
Position 1542: 0.006333301223980249
Position 958: 0.005360662901701271
Position 282: 0.004909091741704951
Position 2097: 0.00470563390468076
Position 3405: 0.0038281104548646225
Position 1839: 0.0036208510048570783
Position 1816: 0.003557574529099138
Position 407: 0.0034833304548772754
Position 1420: 0.0033526348917117654
Position 2083: 0.0033101277191432622
Position 3630: 0.003244732613515841
Position 505: 0.003076343482772484
Position 51: 0.0023396341268815102
Position 1083: 0.0023039540298280406
Position 2283: 0.0021003302775619917
Position 1677: 0.0020714090504627292
Position 2534: 0.0018641307076097805
Position 2026: 0.001606333687236689
Position 576: 0.001556478342887575
Position 444: 0.0011346723381101503
Position 1614: 0.0010760985400920227
Position 3463: 0.0010213503005884058
Position 2389: 0.0010193785545065976
Position 3564: 0.0010042057980175487
Position 94: 0.0008474591557806697
Position 2958: 0.0008138556814137894
Position 3240: 0.0006769771765252457
Position 989: 0.000655176727648651
Position 1374: 0.0006182600494617587
Position 1782: 0.0006050081683781596
Position 3831: 0.0005792685886927542
Position 3054: 0.0005390425683777608
Position 1841: 0.0005260525047473363
Position 1538: 0.0005011321019701041
Position 2987: 0.00048168805201451203
Position 524: 0.0004459155817193667
Position 767: 0.000426787380211011
Position 3258: 0.0004200260370555143
Position 3495: 0.000414080911059049
Position 485: 0.00034605491433965135
Position 1719: 0.0003435605382551054
Position 263: 0.0003430289399017258
Position 3444: 0.00034055402532488484
Position 860: 0.0003329239751746815
Position 566: 0.00031888390077111276
Position 3163: 0.0002956846034297126
Position 596: 0.0002671646112910797
Position 2709: 0.0002510050797636383
Position 1002: 0.00023677122411462284
Position 455: 0.00023507922459433436
Position 2626: 0.00023477058929728833
Position 2397: 0.0002141479237350241
Position 1717: 0.00021368791931815074
Position 1177: 0.00017294485982393115
Position 962: 0.00015060695823937504
Position 3335: 0.00014847129384590866
Position 335: 0.00014111461717665098
Position 719: 0.00013687584637425617
Position 560: 0.00011911382178434597
Position 1577: 0.00011666136625079152
Position 2895: 0.0001048028585018613
Position 2722: 8.207376794744328e-05
Position 36: 7.53830544308248e-05
Position 3023: 6.06492766741112e-05
Position 2713: 5.128530953716868e-05
Position 3948: 5.073664475528968e-05
Position 2956: 4.407165200600011e-05
Position 2748: 4.079128847739697e-05
Position 663: 3.999937142258106e-05
Position 2761: 3.9437191624193464e-05
Position 6: 3.5049724148243705e-05
Position 3282: 3.3131897142273805e-05
Position 1029: 2.9586180849089018e-05
Position 855: 2.785100142748601e-05
Position 944: 2.7629517050021497e-05
Position 879: 2.276278316057294e-05
Position 3285: 2.2687743975714773e-05
Position 2892: 2.261165406427444e-05
Position 3002: 1.8448612458033894e-05
Position 654: 1.761792668675129e-05
Position 717: 1.4283616187178134e-05
Position 2667: 1.2283598916999405e-05
Position 489: 7.084733064473396e-06
Position 668: 6.1926547882380475e-06
Position 98: 5.81902927191987e-06
Position 2764: 5.600626356423127e-06
Position 9: 4.912292456731214e-06
Position 287: 4.754039749554789e-06
Position 118: 4.4869674849031e-06
