Gene = Hsc20
index = 1216
Annotated 5SS: [291 456]
Annotated 3SS: [342 515]
SMsplice 5SS: [456]
SMsplice 3SS: [515]
top_k =  500
Partition function (log Z): -5.637833063035144

Sorted 5' Splice Sites (High to Low Probability):
Position 456: 0.6593116102784917
Position 291: 0.5635353358931073
Position 460: 0.14200224960117702
Position 449: 0.09895279502699728
Position 602: 0.017951411930356424
Position 17: 0.0036017725499405983
Position 102: 0.0023146427983162274
Position 276: 0.00141520614754313
Position 73: 0.000769910831269479
Position 295: 0.000659900292560946
Position 38: 0.0006450154748600325
Position 62: 0.0006114444095751042
Position 700: 0.0005758667565964424
Position 430: 0.0003023731244429573
Position 250: 0.00019968128515873007
Position 78: 0.00016913653450153368
Position 472: 0.00013572971273589568
Position 97: 0.00011697605610932137
Position 465: 0.00011377703857659785
Position 780: 0.00010432872808740395
Position 36: 0.00010143140507339612
Position 129: 7.569613832534665e-05
Position 50: 4.498459071158494e-05
Position 832: 1.925751581863507e-05
Position 15: 1.6149279783511518e-05
Position 599: 1.613552526235641e-05
Position 259: 1.2883794148104358e-05
Position 843: 1.2401129186567462e-05
Position 606: 8.530646984988622e-06
Position 333: 7.546797842994419e-06
Position 407: 7.33390667069461e-06
Position 339: 6.979820385607934e-06
Position 551: 3.92004080214484e-06
Position 666: 3.820018184797121e-06
Position 205: 3.0733089293835034e-06
Position 417: 3.0348820297523786e-06
Position 396: 2.5785664650945445e-06
Position 930: 1.3472153951403066e-06
Position 887: 1.3320708553457787e-06
Position 186: 2.4833327972378466e-07
Position 951: 2.2340523310895804e-07
Position 161: 7.419416739230274e-09
Position 387: 6.1739578254213995e-09
Position 508: 3.004181399171185e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 515: 0.9747036061384955
Position 342: 0.2886661937061122
Position 362: 0.17577702453697977
Position 664: 0.015950242050865315
Position 333: 0.014710162273843901
Position 595: 0.008219033457181738
Position 161: 0.004852030379334733
Position 800: 0.0021810893559403135
Position 396: 0.0020936514650860653
Position 133: 0.0015497946800862715
Position 393: 0.0015442750358448077
Position 423: 0.0010376460204843895
Position 65: 0.00046132212256366024
Position 97: 0.00033519549184639504
Position 835: 0.00021300792279967272
Position 417: 0.00019919745680952982
Position 186: 0.00018380317151459985
Position 747: 0.00017600446984947105
Position 544: 0.0001554542588450351
Position 666: 0.0001542286325524583
Position 387: 0.00012929305791130113
Position 141: 0.00010120886783874004
Position 756: 9.270037327957217e-05
Position 899: 5.666088451937723e-05
Position 996: 4.561449942131977e-05
Position 624: 3.810483598228278e-05
Position 805: 3.0607027079760736e-05
Position 973: 2.2431888895133453e-05
Position 879: 1.9991111779392622e-05
Position 449: 1.9089356507367616e-05
Position 108: 1.77668312146886e-05
Position 168: 1.3331093868032986e-05
Position 484: 1.2429937977535704e-05
Position 567: 1.1348343546555038e-05
Position 488: 8.24241532106804e-06
Position 465: 6.0215343707559394e-06
Position 823: 5.391889811550909e-06
Position 876: 5.382064647765843e-06
Position 633: 4.973103306744365e-06
Position 650: 4.964517900776904e-06
Position 76: 4.605342183513233e-06
Position 861: 4.5617658976475215e-06
Position 407: 4.135625799163895e-06
Position 272: 3.60731647178133e-06
Position 866: 3.330224494083011e-06
Position 221: 3.098540052677353e-06
Position 642: 3.0099319029653678e-06
Position 239: 1.4046752336283853e-06
Position 606: 1.3796072605744694e-06
Position 236: 3.820104321653527e-07
Position 472: 2.3733036958463344e-08
Position 78: 2.2918644310986754e-08
Position 551: 6.665441418944149e-09
Position 285: 1.8607433044428116e-09
Position 73: 4.675301640136665e-12
Position 291: 7.037437165138349e-13
