Gene = Cht2
index = 1072
Annotated 5SS: [ 348 1698 1934 2497]
Annotated 3SS: [1573 1768 1990 2623]
SMsplice 5SS: [1698 1934 2497]
SMsplice 3SS: [1768 1990 2623]
top_k =  500
Partition function (log Z): 9.37278273246396

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9993622437214266
Position 1934: 0.9990021655106325
Position 2497: 0.992229073710215
Position 2157: 0.3832774940830455
Position 1074: 0.31419600382847646
Position 348: 0.10873702963898728
Position 505: 0.05211067644280102
Position 20: 0.04315614918979913
Position 1062: 0.036385378854762104
Position 871: 0.03094662512741917
Position 1160: 0.021925689902026296
Position 623: 0.02044398666661194
Position 618: 0.014517698252580282
Position 366: 0.013168812132600875
Position 458: 0.012435542094942548
Position 635: 0.011521697025299793
Position 464: 0.011424560331971867
Position 1047: 0.010625966800437921
Position 1033: 0.007343090212659794
Position 2558: 0.007165632372279465
Position 32: 0.005075365028815523
Position 849: 0.005003933284989619
Position 413: 0.0049775220233438085
Position 3298: 0.0048440248054808874
Position 3436: 0.004776734994802788
Position 571: 0.0038466420780098745
Position 1329: 0.003786405870497851
Position 71: 0.0033083787946286635
Position 3242: 0.003260410122941357
Position 299: 0.0028590666963848794
Position 3456: 0.002806547202133375
Position 1249: 0.0023631679489532448
Position 3322: 0.0023462836563047903
Position 810: 0.002201869894646979
Position 193: 0.0021503801878501472
Position 2077: 0.002072195102983043
Position 2170: 0.0014203316622717571
Position 3068: 0.001229376206501539
Position 1242: 0.0011863049181355303
Position 2870: 0.0008611325159532855
Position 267: 0.0008045072712211785
Position 172: 0.0007982080538447889
Position 732: 0.0007766540959233913
Position 2350: 0.0005395309056438817
Position 1252: 0.0005088827454218145
Position 175: 0.0004879274791069662
Position 3024: 0.0004438545381443456
Position 2190: 0.00034764162046517993
Position 3331: 0.00033275151312933384
Position 2511: 0.00027736677297342466
Position 3289: 0.000273200702480888
Position 1171: 0.0002615632354433776
Position 184: 0.00022391558197993862
Position 433: 0.00021882953673198986
Position 896: 0.00021864053294330568
Position 1173: 0.00020315259822343074
Position 2371: 0.00020311133041535563
Position 1926: 0.00017877493445318847
Position 2494: 0.0001631928047629424
Position 1945: 0.00014653639009245252
Position 2446: 0.00012201282113339558
Position 3472: 0.00012128186652852577
Position 788: 0.00010933275141953651
Position 2881: 8.708806962682127e-05
Position 2915: 7.529585646693629e-05
Position 2848: 7.418783581509567e-05
Position 2918: 6.253329463236754e-05
Position 2177: 5.161686744059404e-05
Position 2750: 4.840772229991547e-05
Position 2492: 4.291178888289845e-05
Position 2161: 3.8894180387205096e-05
Position 2387: 3.5474518698670664e-05
Position 3049: 3.5025377810079775e-05
Position 2998: 3.390987612956251e-05
Position 1702: 3.214677242685049e-05
Position 308: 2.8702292284155694e-05
Position 1884: 2.814000164170359e-05
Position 2223: 2.481375044682745e-05
Position 2954: 2.4615640522389052e-05
Position 2450: 2.1348945658875262e-05
Position 3358: 2.0945654402360727e-05
Position 2131: 2.092972829895335e-05
Position 2501: 1.7632555577853437e-05
Position 1938: 1.6946544000931507e-05
Position 712: 1.2582713082427215e-05
Position 489: 1.238739365402569e-05
Position 75: 9.517517922824391e-06
Position 2172: 8.076657534031402e-06
Position 525: 8.021505927667136e-06
Position 406: 7.689518363709828e-06
Position 627: 6.31533454534413e-06
Position 509: 5.562286507318639e-06
Position 2048: 4.869118972603076e-06
Position 424: 4.731611903081099e-06
Position 3379: 4.695582607562437e-06
Position 272: 3.4329377257391075e-06
Position 2016: 3.4260584987869577e-06
Position 679: 3.3123486214893577e-06
Position 204: 3.2553814783057536e-06
Position 1786: 3.167139362706281e-06
Position 1835: 2.993257409401886e-06
Position 915: 2.8994979182905537e-06
Position 1879: 2.8411772962821173e-06
Position 313: 2.7291852548657597e-06
Position 2027: 2.4152488992540766e-06
Position 1882: 2.1908908689968667e-06
Position 1559: 1.3075967758131002e-06
Position 1929: 1.0692230830232886e-06
Position 1672: 4.656515942352904e-07
Position 1792: 2.0376787220415237e-07
Position 2993: 1.8792244240493257e-07
Position 501: 1.5615194515610576e-07
Position 1789: 1.5312805808242503e-07
Position 2985: 9.667867395716586e-08
Position 165: 9.201921862920401e-08
Position 470: 5.963405955162183e-08
Position 316: 5.6102011797844515e-08
Position 1869: 4.349883593185403e-08
Position 2412: 3.978958999446084e-08
Position 3314: 3.6250401515872005e-08
Position 511: 3.564307220803021e-08
Position 88: 2.3736364749873214e-08
Position 78: 2.1339805548047974e-08
Position 2894: 1.3618415875751111e-08
Position 1801: 8.76076088097318e-09
Position 2738: 6.461669384876888e-09
Position 2298: 1.882325107027629e-09
Position 517: 1.8372469327612604e-09
Position 519: 3.7946830436402816e-10
Position 1816: 2.6383033804622277e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.9994183652533033
Position 2623: 0.9979621785786441
Position 1990: 0.9907425031114835
Position 2235: 0.35828438700038323
Position 1573: 0.3162235405852533
Position 1591: 0.20389547769802702
Position 1360: 0.04977519368273685
Position 1371: 0.038512011127038254
Position 71: 0.03186819539809837
Position 870: 0.028801186409771952
Position 1230: 0.022177031450459603
Position 922: 0.02073454082413248
Position 2283: 0.013184819435732204
Position 962: 0.011363895845499893
Position 2001: 0.008314584210816517
Position 3500: 0.007404587069676622
Position 2552: 0.006732291011258792
Position 3389: 0.0063087207067478125
Position 1501: 0.006091645678522418
Position 2286: 0.0052806142640234146
Position 563: 0.0044992535835726944
Position 2223: 0.004365487606717313
Position 1328: 0.003141629035270289
Position 3516: 0.0030680396393083067
Position 497: 0.002608097940209835
Position 3481: 0.001935615012015821
Position 1160: 0.0018548193217160416
Position 1457: 0.0017632769925083381
Position 1313: 0.0017601826155760937
Position 3361: 0.0011714524193487236
Position 438: 0.001146544761151532
Position 2432: 0.0011385761329103523
Position 1513: 0.0010858491779670348
Position 509: 0.0008766565788103717
Position 3455: 0.0007268342828145594
Position 2931: 0.0006084447259783163
Position 530: 0.0005932249068047151
Position 2156: 0.0003691607463180993
Position 2379: 0.0003654174087259166
Position 937: 0.0003252628459968002
Position 2241: 0.00022191138815162706
Position 2574: 0.000193311766424325
Position 1190: 0.00016539239465697354
Position 2349: 0.0001605113725723735
Position 2953: 0.00015920628681081775
Position 1785: 0.00014760748807864134
Position 2974: 0.0001404872699539209
Position 1247: 0.0001279679370893456
Position 896: 0.00012024507447899639
Position 802: 0.00010773524938894749
Position 1268: 9.786020660270405e-05
Position 1252: 8.617119252337463e-05
Position 2905: 7.390928460085466e-05
Position 1261: 7.194779201717405e-05
Position 3085: 6.676638653837319e-05
Position 3207: 6.589757114213085e-05
Position 2060: 6.526478285551468e-05
Position 215: 6.138798356800665e-05
Position 618: 6.014512832987896e-05
Position 2010: 4.8220719015503606e-05
Position 1833: 4.495667384754041e-05
Position 3528: 4.397315724063372e-05
Position 2076: 3.972243029307607e-05
Position 983: 3.6964392294355726e-05
Position 3064: 2.8632390951590426e-05
Position 740: 2.7380010846055318e-05
Position 3538: 2.24418517465691e-05
Position 2262: 2.0087686520193717e-05
Position 2247: 1.7483465350527418e-05
Position 449: 1.70051991620251e-05
Position 2812: 9.640408414263122e-06
Position 2190: 4.802238869687029e-06
Position 2081: 4.6654003922597105e-06
Position 788: 3.6784705582300793e-06
Position 2295: 3.036027805924671e-06
Position 970: 2.9276429849600045e-06
Position 1830: 2.11637442660815e-06
Position 2055: 1.1001002159859579e-06
Position 342: 9.713426055669518e-07
Position 3127: 4.0316719728913033e-07
Position 1914: 2.720026536261765e-07
Position 993: 2.6049701283397323e-07
Position 2025: 2.4887861145208216e-07
Position 325: 2.3293068134007088e-07
Position 3067: 1.8129702928952683e-07
Position 3034: 1.749079187853433e-07
Position 2013: 9.439714067266595e-08
Position 247: 8.954067467487499e-08
Position 458: 8.351795328686464e-08
Position 2016: 3.150135898200986e-08
Position 104: 1.1619860478304147e-08
Position 2671: 3.221776729358251e-09
Position 254: 1.979556390725869e-09
Position 379: 1.0289090629199392e-09
Position 373: 8.614163394571011e-10
Position 306: 3.748538560285434e-10
Position 217: 1.329849814791665e-10
Position 272: 6.775886271699885e-11
Position 163: 4.548584497359947e-11
Position 2578: 3.84745420353403e-11
Position 308: 3.619455236542964e-11
Position 279: 9.938194379925685e-12
Position 228: 6.426055841314437e-12
Position 267: 5.985843889719417e-12
Position 204: 5.49941887848656e-12
Position 294: 4.900150295959677e-13
Position 283: 1.1321711375153235e-13
