Gene = SCOT
index = 1462
Annotated 5SS: [1467 2131 3164]
Annotated 3SS: [1931 2186 3221]
SMsplice 5SS: [ 365 1467 2131 3164]
SMsplice 3SS: [1245 1931 2186 3221]
top_k =  500
Partition function (log Z): 7.632240346370715

Sorted 5' Splice Sites (High to Low Probability):
Position 3164: 0.9994494461124835
Position 2131: 0.9987736018761117
Position 365: 0.6598568384998916
Position 1467: 0.5637043826518231
Position 868: 0.2183591492353077
Position 873: 0.14092243962741755
Position 349: 0.11755898832077008
Position 864: 0.08418373824983781
Position 862: 0.07713260648329749
Position 2240: 0.0651218011017887
Position 900: 0.04178223876738577
Position 2276: 0.03876544924185271
Position 696: 0.033200444078169425
Position 60: 0.024502460395991986
Position 448: 0.016997891581585347
Position 1637: 0.008244759626752337
Position 2866: 0.005104792016989011
Position 700: 0.0049751991161450316
Position 1148: 0.0044908177869471405
Position 2820: 0.004294946205132431
Position 218: 0.004115143857652758
Position 1042: 0.0031458145087612842
Position 119: 0.002540635924452668
Position 108: 0.0023746474526214114
Position 1123: 0.002227365175624167
Position 555: 0.002073372770351183
Position 242: 0.0020498667173726687
Position 2813: 0.0017436873267523201
Position 1190: 0.0017167792408064406
Position 475: 0.0016442161365150787
Position 671: 0.001603141450506485
Position 1422: 0.0016012740805314424
Position 259: 0.0014454804929331438
Position 1083: 0.0013546771955399908
Position 1530: 0.0011298307338333633
Position 100: 0.0008252094436219517
Position 373: 0.0007489560643004059
Position 2990: 0.0007296427490190157
Position 2115: 0.0007154469101363422
Position 1294: 0.0006886400648947345
Position 471: 0.000678864939087961
Position 2742: 0.0006425897920108571
Position 2501: 0.0005445547546706719
Position 210: 0.000422768796973019
Position 418: 0.0004203833645900946
Position 903: 0.00041438981984967267
Position 1322: 0.0004022961658340596
Position 2272: 0.0003824645408372105
Position 423: 0.0003670674841272181
Position 1589: 0.00033282116035814475
Position 892: 0.00027292288731026334
Position 223: 0.0002572418321288526
Position 1652: 0.00021531731299305142
Position 2642: 0.00020816301059818005
Position 1365: 0.0001831831028284955
Position 163: 0.00017763438321365184
Position 2930: 0.0001625036777539967
Position 1355: 0.0001613445684314736
Position 3168: 0.000131229388040196
Position 1071: 0.00010912781102946571
Position 2428: 0.00010571129330078625
Position 398: 0.00010344482646221551
Position 698: 7.991562556531432e-05
Position 662: 7.869854139135235e-05
Position 2447: 6.910825987187511e-05
Position 379: 6.883737083094275e-05
Position 933: 6.199089453772195e-05
Position 247: 5.7730688259291286e-05
Position 3282: 5.641320066369151e-05
Position 919: 4.1660717246246144e-05
Position 133: 4.058076174931917e-05
Position 1046: 3.428914454968449e-05
Position 158: 2.9021415371311964e-05
Position 3364: 2.690741756541585e-05
Position 887: 2.5454686230859166e-05
Position 2097: 2.115513441056289e-05
Position 2744: 1.9674877198016795e-05
Position 262: 1.8755699113312633e-05
Position 876: 1.770277352644026e-05
Position 1025: 1.7589340431329787e-05
Position 85: 1.716972014746726e-05
Position 783: 1.6035171530379444e-05
Position 315: 1.568533559007057e-05
Position 1028: 1.3945612849234883e-05
Position 353: 1.3635645524101479e-05
Position 426: 1.334501568846976e-05
Position 3316: 1.0633290894525393e-05
Position 469: 6.705508577158057e-06
Position 123: 6.145650507366313e-06
Position 415: 5.84801085004915e-06
Position 432: 5.373699687533618e-06
Position 3125: 3.908214306597641e-06
Position 3448: 2.03321640541313e-06
Position 720: 1.6417592935547663e-06
Position 3405: 1.604088763952558e-06
Position 485: 9.994927164720641e-07
Position 3035: 9.300975747299546e-07
Position 3438: 9.201737105585926e-07
Position 35: 9.106192629705761e-07
Position 3032: 8.15105539697092e-07
Position 3488: 5.806173877289947e-07
Position 265: 4.4897583505255084e-07
Position 2654: 3.496382558398227e-07
Position 3417: 2.467910741625701e-07
Position 2020: 1.4759688456753245e-07
Position 3261: 1.3290721581653894e-07
Position 3095: 1.1292777348894989e-07
Position 2482: 9.072032864543858e-08
Position 993: 7.073368407341198e-08
Position 94: 6.134356444849025e-08
Position 2611: 5.585395101226392e-08
Position 2033: 5.1038618731010644e-08
Position 2573: 3.265637523486355e-08
Position 831: 2.6666036982652915e-08
Position 2690: 1.99735664687445e-08
Position 2537: 1.7133080359257598e-09
Position 2255: 3.441549965679277e-10
Position 2280: 1.743889684325604e-10
Position 2512: 2.0059741499075738e-11
Position 3084: 1.2252740748623887e-11
Position 3024: 7.72257384150651e-12
Position 3127: 4.632147243241037e-12
Position 3087: 3.37402474904407e-12
Position 3231: 7.480304361841555e-13
Position 2840: 6.543277566232215e-13
Position 2231: 2.905651582434103e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2186: 0.9996959790024124
Position 3221: 0.9991541011127322
Position 1931: 0.8601496668084524
Position 1245: 0.5005421309828683
Position 763: 0.4993890407263487
Position 1916: 0.07329006771201524
Position 2812: 0.05517711694785847
Position 3069: 0.02293949041785218
Position 736: 0.01985864194091051
Position 1693: 0.015192627565661747
Position 2616: 0.01025573373855462
Position 1523: 0.008966738271322043
Position 740: 0.00837879239082232
Position 2920: 0.00829482763640274
Position 778: 0.006896116971496534
Position 2722: 0.0052686128424536335
Position 2941: 0.004354545576470331
Position 1567: 0.004197691169720956
Position 297: 0.004153288266106171
Position 689: 0.0035233655490083376
Position 2324: 0.003171225215549408
Position 1964: 0.003090963089812584
Position 455: 0.002585119473928952
Position 1600: 0.0023745305545782363
Position 2407: 0.0020182478976105613
Position 925: 0.0020104092957634588
Position 1533: 0.001995957824849168
Position 586: 0.0019886770186061994
Position 2947: 0.001807525121738164
Position 1401: 0.0016725314956399346
Position 2983: 0.0016233129576890249
Position 432: 0.0014110690672586464
Position 1190: 0.0013442896127676895
Position 1815: 0.001150254029380402
Position 2333: 0.0010905613668717108
Position 201: 0.0010851247787539919
Position 2015: 0.0008285832869634213
Position 1995: 0.0008195038697461215
Position 1872: 0.0006919793521150071
Position 240: 0.000590748675012115
Position 638: 0.0005749951025052483
Position 3236: 0.0005325924172584129
Position 520: 0.0004905137079130625
Position 1046: 0.0004615466532574714
Position 662: 0.0003954185682189519
Position 2585: 0.00035305931314004506
Position 1313: 0.000304833925209152
Position 2297: 0.00028619293943508815
Position 2683: 0.0002714108897762976
Position 2294: 0.00026021000786907657
Position 1285: 0.0002590716600473199
Position 671: 0.00022703371178087742
Position 836: 0.00021834341835464213
Position 2542: 0.00020345348171507403
Position 1573: 0.00016458477911204122
Position 2460: 0.00015315218234067564
Position 138: 0.00013222193740451747
Position 694: 0.00012279000093200654
Position 1259: 0.00010894538793047097
Position 1636: 0.00010075921644665941
Position 2437: 9.573421385620217e-05
Position 2341: 9.152495938825977e-05
Position 3019: 8.136398983320538e-05
Position 3392: 7.650810123592002e-05
Position 415: 7.430486333555041e-05
Position 1537: 5.5758472080806105e-05
Position 595: 5.095296661235081e-05
Position 2470: 4.68817169910948e-05
Position 2525: 3.994990199109609e-05
Position 2773: 2.9967149138747863e-05
Position 3413: 2.8646083246336192e-05
Position 145: 2.6397324351853794e-05
Position 2224: 2.3539671952911556e-05
Position 3281: 1.468527708396127e-05
Position 3362: 1.3577969949443869e-05
Position 2467: 1.3064226909179342e-05
Position 1658: 1.2803506543888155e-05
Position 2411: 1.1729071797365188e-05
Position 485: 1.066963255417574e-05
Position 3326: 8.416067583994269e-06
Position 203: 7.988589556620217e-06
Position 2548: 7.525293633501627e-06
Position 491: 4.9831043231466226e-06
Position 1355: 4.651643446406312e-06
Position 2221: 4.5052799673736395e-06
Position 3475: 2.9022185049684536e-06
Position 1159: 2.7294242258063616e-06
Position 3512: 1.6628460156292205e-06
Position 3495: 1.4775296198314742e-06
Position 207: 9.08454914597096e-07
Position 3552: 5.806173877289947e-07
Position 283: 3.670436477973701e-07
Position 1432: 2.9737722282053745e-07
Position 3389: 1.4674105365053645e-07
Position 173: 1.4291630812856212e-07
Position 210: 1.2739571133716262e-07
Position 85: 9.229611393510291e-08
Position 247: 8.738858356943353e-08
Position 170: 5.6026098134281165e-08
Position 696: 1.8353001930653677e-08
Position 2230: 1.1328522139106303e-09
Position 406: 1.1307416434053847e-09
