Gene = NimA
index = 1320
Annotated 5SS: [ 614 3467 3643 4414]
Annotated 3SS: [3291 3524 3709 4580]
SMsplice 5SS: [ 614 3467 3643 4414]
SMsplice 3SS: [3291 3524 3709 4580]
top_k =  500
Partition function (log Z): 9.41174554266133

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9972564665097826
Position 3643: 0.9657611718529338
Position 614: 0.901943596324419
Position 4414: 0.5376065950492459
Position 4418: 0.4308861792510247
Position 49: 0.2767775198380337
Position 4221: 0.25351663212380643
Position 5105: 0.14272984444305586
Position 1201: 0.0669382919818274
Position 3933: 0.04970803024752665
Position 618: 0.03886541695394748
Position 3837: 0.030228920542655913
Position 4123: 0.023462905564244154
Position 5036: 0.023291968777548362
Position 3647: 0.018044081578669217
Position 103: 0.015969635751248535
Position 3627: 0.015469904321008412
Position 1123: 0.01454029518523808
Position 247: 0.008571655730983542
Position 4937: 0.007670445458796481
Position 168: 0.006415477382100469
Position 1602: 0.005567368635225401
Position 3886: 0.005546063489102187
Position 3927: 0.005178846530371523
Position 2171: 0.005109939972128978
Position 4714: 0.004974355376522659
Position 177: 0.004612852803381619
Position 524: 0.0035630576246206383
Position 228: 0.0026456175810143827
Position 1116: 0.0022232572854284896
Position 4442: 0.002143212354253479
Position 1190: 0.001887768037902455
Position 263: 0.0018795001391746851
Position 136: 0.0018451142428042079
Position 1621: 0.0018223603801806824
Position 4232: 0.0016700593947276854
Position 2249: 0.0016362357052781267
Position 4975: 0.0015794281788280363
Position 186: 0.0015656803957323404
Position 2723: 0.001498546944654379
Position 4185: 0.0012312749348849644
Position 3248: 0.0011849053286137716
Position 5442: 0.0011467344035407984
Position 1833: 0.0011323258893945665
Position 4882: 0.0011236800061162745
Position 33: 0.0010791919135713919
Position 5240: 0.0010703269573409929
Position 1170: 0.0010468191646905364
Position 5609: 0.0008438649744240844
Position 5024: 0.0007648067393177269
Position 4863: 0.0007560771004466868
Position 1183: 0.0007252957281082207
Position 3471: 0.0006914417789832542
Position 599: 0.0006660587481580187
Position 3799: 0.0005933668513490151
Position 4865: 0.0005596645070240859
Position 410: 0.0005536034056154714
Position 1206: 0.000511522819791048
Position 5461: 0.0004562990183766257
Position 2493: 0.0004248347077712298
Position 280: 0.00040845475031943304
Position 1826: 0.0003983425827448198
Position 4670: 0.0003791378901556878
Position 4247: 0.0003351926374199961
Position 627: 0.00031852976245843917
Position 1579: 0.0003172877604356481
Position 4781: 0.0002924690295935551
Position 4138: 0.0002818413809975015
Position 129: 0.0002407377637218038
Position 1193: 0.00022501014511429682
Position 3898: 0.00022110768764975496
Position 359: 0.0002158580105057416
Position 5207: 0.00018978138762306036
Position 5052: 0.00018707745759910605
Position 2424: 0.00015979737176538916
Position 1585: 0.00014978643875831617
Position 290: 0.00013808660892624088
Position 1964: 0.00013330643630473328
Position 506: 0.00011084325590521703
Position 622: 9.144309376355253e-05
Position 4225: 8.56009450372889e-05
Position 3409: 8.557326560260163e-05
Position 10: 6.869296967623217e-05
Position 3861: 6.0823148809664715e-05
Position 111: 4.925843872611482e-05
Position 4059: 3.790934096312771e-05
Position 4684: 3.163367074285787e-05
Position 4042: 2.7533710414360065e-05
Position 4003: 2.2689227192111094e-05
Position 3852: 2.0166948822639984e-05
Position 4173: 1.1211933083998789e-05
Position 995: 1.1110429264149255e-05
Position 113: 1.0434214216363086e-05
Position 3912: 6.2652310517969545e-06
Position 4422: 6.1531685619079876e-06
Position 431: 4.825270352874355e-06
Position 3392: 4.619121952888638e-06
Position 543: 2.8480244829702294e-06
Position 3404: 2.1385575586255416e-06
Position 4424: 2.054863901628759e-06
Position 547: 2.0087309025698164e-06
Position 68: 1.9526217606465736e-06
Position 4290: 1.9156143108185226e-06
Position 4392: 4.035904344776741e-07
Position 3688: 3.8878038433062675e-07
Position 676: 3.292294340019027e-07
Position 4317: 1.4118684128446277e-07
Position 4238: 1.3334785236133722e-07
Position 4269: 1.2385137517034097e-07
Position 3846: 8.53795612369085e-08
Position 3483: 4.4280522646726144e-08
Position 3573: 4.177211645634434e-08
Position 3987: 2.3313871718530354e-08
Position 3612: 2.0621730667336705e-08
Position 3521: 9.29043146329196e-09
Position 3749: 1.6473337751336326e-09
Position 4320: 5.928191328439529e-10
Position 3492: 4.372212196929641e-10
Position 630: 4.6993804365026865e-11
Position 694: 3.1018943018432354e-11
Position 530: 2.6057777227643056e-11
Position 1038: 1.332727213056466e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3709: 0.9984216691313468
Position 3524: 0.9976244984950184
Position 3291: 0.9764868961528359
Position 4580: 0.9454956622464228
Position 4269: 0.2713632078388488
Position 277: 0.15096370454417013
Position 5202: 0.10849427624633433
Position 454: 0.07018986505169565
Position 945: 0.05798153919118953
Position 106: 0.04265075076745044
Position 5157: 0.031692890195791475
Position 4003: 0.03080942605069182
Position 5441: 0.02666067176318053
Position 4035: 0.019248802085298236
Position 4936: 0.018485987645666706
Position 1444: 0.013142887814544767
Position 3980: 0.012879903548414137
Position 4561: 0.010914665669505818
Position 4097: 0.010814726031414324
Position 693: 0.010369142045901229
Position 3313: 0.008715552967190737
Position 5104: 0.008073219312113949
Position 4650: 0.007689850253333838
Position 3269: 0.0071104594512167016
Position 129: 0.006640178446969016
Position 1107: 0.006019996546708339
Position 3191: 0.005555373440210315
Position 5274: 0.004163998729724334
Position 841: 0.004143321235561923
Position 4918: 0.003006132462903361
Position 5228: 0.0029817686534583123
Position 4602: 0.0026425294388901684
Position 4589: 0.002462198195186319
Position 1029: 0.0016668327942483813
Position 1418: 0.0016257857260016616
Position 377: 0.0014842470921951681
Position 1051: 0.0014359388067757724
Position 4684: 0.0012850303943990732
Position 1461: 0.0012773022589432103
Position 5494: 0.0012335878114243008
