Gene = Neos
index = 1315
Annotated 5SS: [669]
Annotated 3SS: [731]
SMsplice 5SS: [669]
SMsplice 3SS: [731]
top_k =  500
Partition function (log Z): -5.376744954669522

Sorted 5' Splice Sites (High to Low Probability):
Position 669: 0.9983396735072823
Position 904: 0.05989785051911657
Position 915: 0.02869713653649906
Position 164: 0.01432763504764652
Position 862: 0.012185735752551118
Position 352: 0.010578855129186522
Position 922: 0.008167328552345917
Position 855: 0.00802286618282437
Position 11: 0.002294461303154208
Position 496: 0.002138287073864886
Position 216: 0.001764567358052033
Position 95: 0.0009420637988727675
Position 1177: 0.0009192214298761935
Position 823: 0.00033761069348878735
Position 617: 0.0002414541415296219
Position 57: 0.00018103895172882345
Position 673: 0.00017099949247301272
Position 168: 0.0001668938796225156
Position 1126: 0.0001603008121586416
Position 787: 0.0001293823484879582
Position 568: 0.00010098340181711076
Position 209: 5.1657247599946565e-05
Position 81: 4.601389127500789e-05
Position 331: 4.395986611952117e-05
Position 386: 3.8163603331395674e-05
Position 191: 2.912086307859753e-05
Position 468: 2.003213996977174e-05
Position 868: 1.861632004474986e-05
Position 1119: 1.7852272804847053e-05
Position 186: 1.672431958251344e-05
Position 420: 1.2599762130454887e-05
Position 30: 9.968133553574914e-06
Position 649: 9.718731207116688e-06
Position 1379: 8.389173858772518e-06
Position 781: 7.968902072479543e-06
Position 415: 4.576019728222494e-06
Position 1416: 4.568605267444754e-06
Position 166: 3.8272669606871286e-06
Position 1270: 3.0907739106462503e-06
Position 574: 2.1469569425405042e-06
Position 305: 1.8998687173357428e-06
Position 773: 1.8648796574348453e-06
Position 227: 9.346612928934532e-07
Position 394: 9.08499574364372e-07
Position 220: 2.587240012805458e-07
Position 379: 2.5734625010333417e-07
Position 594: 2.2799100230338169e-07
Position 589: 1.9746188384239896e-07
Position 581: 9.377932732686856e-08
Position 222: 9.109142279025399e-08
Position 808: 3.134603787491177e-09
Position 249: 2.6373129846005432e-11
Position 1012: 7.64600395639898e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9634127948653292
Position 986: 0.14586665699693951
Position 230: 0.008721722884522304
Position 420: 0.007347221792813308
Position 259: 0.006503552462173341
Position 742: 0.0037615657276780564
Position 227: 0.0024601357407711953
Position 559: 0.0023433100782390766
Position 999: 0.0017601113334318834
Position 545: 0.001097316070408434
Position 509: 0.0007430514251756549
Position 1222: 0.0007288646563838394
Position 77: 0.0007067259026799569
Position 1119: 0.0006761706648042048
Position 562: 0.0005780688949660689
Position 804: 0.00035607368424819114
Position 161: 0.00034802239113216504
Position 1224: 0.0003308530079278704
Position 879: 0.0003205800398900674
Position 480: 0.0002518625069068441
Position 402: 0.00021051688189882716
Position 285: 0.00016994303883764988
Position 1315: 0.00016529011500186628
Position 399: 0.00015084437675143262
Position 209: 0.0001319001048688248
Position 567: 0.00010819292740852791
Position 773: 9.032383515403997e-05
Position 81: 8.557373560067926e-05
Position 1062: 7.000088939934126e-05
Position 954: 6.356644796547417e-05
Position 468: 6.212119770659325e-05
Position 522: 6.025888344689128e-05
Position 702: 5.644558295705187e-05
Position 1147: 5.365693298394263e-05
Position 1459: 5.13999015615414e-05
Position 1311: 5.023991348758862e-05
Position 817: 3.441016224018264e-05
Position 1071: 3.429081286670378e-05
Position 1125: 2.9179289995018646e-05
Position 1041: 1.656792814620375e-05
Position 263: 1.000002415841622e-05
Position 1242: 9.111469856048908e-06
Position 1093: 7.864979220642295e-06
Position 1286: 7.80323634434695e-06
Position 1263: 7.1747350650224215e-06
Position 598: 7.159685323411416e-06
Position 1239: 7.0709977396001644e-06
Position 1047: 7.05447957998119e-06
Position 345: 6.342009010846744e-06
Position 1210: 6.17383712444844e-06
Position 765: 6.099067721647742e-06
Position 649: 3.7729147494223297e-06
Position 200: 3.339110810485995e-06
Position 94: 2.9603391890062765e-06
Position 1250: 2.691816979149997e-06
Position 366: 2.621347701676583e-06
Position 234: 2.3637217526738453e-06
Position 574: 1.669680316870544e-06
Position 579: 1.6672504972460516e-06
Position 379: 1.468250487436252e-06
Position 432: 1.4083464186896402e-06
Position 108: 1.1747042528141697e-06
Position 1467: 9.295493414164817e-07
Position 607: 7.796657025121698e-07
Position 1440: 7.654911476579813e-07
Position 91: 5.411404947208383e-07
Position 303: 4.4263390078853214e-07
Position 435: 2.434996550260295e-07
Position 348: 9.196474441321934e-11
Position 305: 7.25643910435362e-11
