Gene = Chs2
index = 1071
Annotated 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
Annotated 3SS: [ 138  438 1079 1307 2001 2286 3666 4724 6100]
SMsplice 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
SMsplice 3SS: [ 138  438 1052 1307 2001 2286 3666 5829 6100]
top_k =  500
Partition function (log Z): 10.34027734612013

Sorted 5' Splice Sites (High to Low Probability):
Position 2178: 0.9936462109206744
Position 5955: 0.9810138040437631
Position 381: 0.950935512262682
Position 77: 0.8959147526622872
Position 2851: 0.8635024873933472
Position 1207: 0.7656965179306393
Position 1515: 0.7559320833233509
Position 612: 0.6819342206069191
Position 3917: 0.6471999311764273
Position 3606: 0.3483236200557248
Position 2416: 0.29476205209636475
Position 5623: 0.20617629340823931
Position 4679: 0.17864085887744388
Position 5693: 0.13638593005377964
Position 4359: 0.11497141807082335
Position 2447: 0.09611348739236575
Position 3195: 0.08581772920827646
Position 4801: 0.06945230044651514
Position 7192: 0.04715108338527436
Position 7245: 0.04032074976200706
Position 3921: 0.028165152858606116
Position 565: 0.02652470874853187
Position 1743: 0.02349407902243683
Position 4394: 0.016518047734674954
Position 81: 0.014564544202369363
Position 1558: 0.013830489063454564
Position 633: 0.013504024321993949
Position 1480: 0.013129753722328639
Position 5239: 0.01250043571468562
Position 616: 0.01210574796021495
Position 3751: 0.010964758793729561
Position 3088: 0.010219583351803715
Position 984: 0.009828065487477049
Position 733: 0.008969320471910625
Position 1550: 0.008761447980279226
Position 603: 0.007570904404511316
Position 659: 0.007027984988443933
Position 3943: 0.00675637276942561
Position 365: 0.0052057838837300295
Position 385: 0.00517036041884348
Position 7290: 0.004220427582071606
Position 2895: 0.003693267605371713
Position 6764: 0.0036156098807459867
Position 3967: 0.0035661610851257337
Position 376: 0.0034954635916424307
Position 6481: 0.0032444863306759367
Position 2134: 0.003208580168403351
Position 55: 0.0025806969862099444
Position 5224: 0.002008061620028439
Position 2692: 0.0019104376937166187
Position 4026: 0.0016648150883920333
Position 715: 0.0016185564019964354
Position 342: 0.0015925905178470385
Position 5989: 0.0015339357726061906
Position 1789: 0.0014913159583890326
Position 73: 0.0014310237708114485
Position 6598: 0.0014115931797367015
Position 3900: 0.001383857990251996
Position 644: 0.0006589004072889489
Position 5201: 0.0005961570393797819
Position 4385: 0.0005953323874866661
Position 6407: 0.0005567782368210646
Position 913: 0.0005303644254802923
Position 1428: 0.0004957497103221228
Position 3131: 0.00043180242348565774
Position 2175: 0.00039969030818159197
Position 3272: 0.00036998585282872954
Position 1830: 0.0003528412946216206
Position 924: 0.0003373098299977543
Position 2184: 0.0002961272854176675
Position 2208: 0.0001787722498508464
Position 3768: 0.00017068357736334106
Position 1249: 0.00016003331141552568
Position 2182: 0.00015129435113347782
Position 367: 0.0001320257247711407
Position 796: 0.00011903281036047232
Position 390: 0.00011407003058569114
Position 627: 9.652820651889513e-05
Position 1211: 7.63621952057022e-05
Position 769: 7.321512391014332e-05
Position 3120: 7.148379964537466e-05
Position 929: 6.042635195763366e-05
Position 3201: 6.0236392347932095e-05
Position 6615: 5.4029864286455996e-05
Position 3078: 5.082429942065372e-05
Position 4213: 2.528320821736536e-05
Position 3766: 1.8496497652313534e-05
Position 85: 1.8326986773493795e-05
Position 119: 1.8216341503708294e-05
Position 808: 1.2909421830175092e-05
Position 1628: 9.932183167538297e-06
Position 742: 9.222626380502165e-06
Position 2855: 7.929118112727794e-06
Position 281: 6.3584882981434415e-06
Position 2073: 5.696119528474679e-06
Position 359: 5.487756494776561e-06
Position 301: 4.820071607557571e-06
Position 1800: 2.212760749632137e-06
Position 299: 1.9760589608141704e-06
Position 232: 1.8003158499772083e-06
Position 6171: 1.5687095273970127e-06
Position 284: 1.228718793771058e-06
Position 5362: 8.135161328846955e-07
Position 187: 7.597528948679559e-07
Position 4847: 6.232113146066078e-07
Position 763: 3.4551511814658076e-07
Position 272: 1.5932771510294506e-07
Position 105: 1.2692624171586043e-07
Position 5430: 1.239867520007555e-07
Position 5002: 1.221608668821133e-07
Position 157: 3.7141194355385243e-08
Position 569: 4.858391992522708e-09
Position 498: 4.735497199165539e-09
Position 402: 3.3428545454749946e-09
Position 408: 4.651239797283085e-12
Position 459: 9.720542659816e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2286: 0.9786240488639114
Position 6100: 0.9220106127851658
Position 3666: 0.864044695378773
Position 138: 0.8390631757207994
Position 438: 0.8255159966410319
Position 1307: 0.7336843219440287
Position 2001: 0.6598902978166294
Position 4724: 0.6597829807275517
Position 5829: 0.606226168836507
Position 1052: 0.3091377981184744
Position 3505: 0.1763800371970473
Position 2938: 0.14328421383840764
Position 2469: 0.13727558636064682
Position 441: 0.13536445766552457
Position 1905: 0.13407884331801986
Position 1079: 0.12990746937921566
