Gene = bun
index = 1635
Annotated 5SS: [  202  6096  8866  8977 10337 30128 69497]
Annotated 3SS: [ 5710  7124  8929  9191 29425 69444 88387]
SMsplice 5SS: [  216 10337 88215]
SMsplice 3SS: [10199 87489 88387]
top_k =  500
Partition function (log Z): -80.9238189508444

Sorted 5' Splice Sites (High to Low Probability):
Position 10337: 0.999999842017267
Position 216: 0.4068081895232714
Position 202: 0.22931372557679924
Position 206: 0.2251981339155587
Position 310: 0.13859840149954591
Position 534: 2.533306305702411e-05
Position 969: 2.082326203679713e-05
Position 316: 1.960835068916252e-05
Position 210: 1.5784808929588902e-05
Position 11361: 1.4068856245603915e-07
Position 18037: 3.5238171987157656e-12
Position 11221: 1.581485489081519e-14
Position 6396: 1.11403734385883e-18
Position 2795: 1.0532115892008817e-19
Position 540: 6.63241134608914e-20
Position 3209: 6.108384666900047e-20
Position 1480: 4.84658708124649e-20
Position 417: 4.179880829453023e-20
Position 2003: 2.9161179805025066e-20
Position 2167: 2.3426209728065615e-20
Position 943: 2.0975304724252777e-20
Position 73: 1.8301572892520234e-20
Position 222: 1.822121684371214e-20
Position 306: 1.7651825466035986e-20
Position 1419: 1.6685514519389182e-20
Position 3153: 1.633971917055624e-20
Position 546: 1.5700661702417468e-20
Position 283: 1.3392245423301925e-20
Position 1135: 1.0724892802081158e-20
Position 528: 6.27707879475394e-21
Position 544: 4.618958374642486e-21
Position 253: 4.580403115994493e-21
Position 237: 2.592604036266427e-21
Position 249: 2.1360734639517286e-21
Position 105: 8.747752800535186e-22
Position 368: 8.357522591717767e-22
Position 247: 7.041934201618006e-22
Position 2034: 4.561750834647256e-22
Position 538: 4.470067765320543e-22
Position 1551: 3.626865091423005e-22
Position 1032: 3.225984426633294e-22
Position 978: 3.174977632480633e-22
Position 308: 2.8407763016766963e-22
Position 422: 2.8259811792321057e-22
Position 275: 2.6443998728437168e-22
Position 287: 2.494830712947602e-22
Position 35: 2.0306972151473166e-22
Position 42: 1.9184398387950442e-22
Position 1226: 1.1796819608081013e-22
Position 707: 1.0047716951502052e-22
Position 641: 9.983601219077552e-23
Position 1697: 9.782149731622849e-23
Position 593: 9.721864475001192e-23
Position 2275: 9.721429041575046e-23
Position 1143: 9.353748803616295e-23
Position 38: 9.330325720953269e-23
Position 1145: 8.689012610170462e-23
Position 627: 8.107888020677511e-23
Position 1125: 8.015715278943966e-23
Position 1141: 7.915188475277279e-23
Position 1147: 7.431587200548929e-23
Position 1149: 7.405865614164483e-23
Position 1151: 6.984596247787951e-23
Position 1139: 6.766550139125247e-23
Position 1161: 6.418672741345431e-23
Position 1131: 5.679949415043823e-23
Position 285: 5.484892893993378e-23
Position 200: 5.362332658572497e-23
Position 235: 4.4772382257886467e-23
Position 465: 4.3352392366071677e-23
Position 614: 4.101232310976579e-23
Position 12: 3.847606357195759e-23
Position 228: 3.4695465801923586e-23
Position 251: 3.43473369548982e-23
Position 214: 3.2693919307916145e-23
Position 532: 2.7848254279528354e-23
Position 230: 1.978280391784244e-23
Position 220: 1.769602978573261e-23
Position 1137: 1.459984877541909e-23
Position 648: 1.3818152209550318e-23
Position 1180: 1.366061233403925e-23
Position 498: 1.313902906552864e-23
Position 314: 1.0066454525852225e-23
Position 986: 9.777609049794282e-24
Position 439: 8.225343778933796e-24
Position 241: 6.995411281012861e-24
Position 54: 6.617816362386742e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 39939: 0.9999967528179495
Position 10199: 0.8740322695842228
Position 9998: 0.03839431535579703
Position 9968: 0.03677030573468733
Position 9221: 0.03175278297631944
Position 9071: 0.018717057736929915
Position 7148: 0.0003331106293139083
Position 26434: 1.629113895793951e-06
Position 29163: 1.5613003985194336e-06
Position 11124: 7.947858294243149e-08
Position 10843: 4.490201072487481e-08
Position 25229: 3.0488196543119244e-08
Position 23637: 1.1102516803817142e-08
Position 11290: 6.18994266503427e-09
Position 23767: 5.6239088236416965e-09
Position 10641: 4.9465752423771e-09
Position 23662: 3.4504193840005224e-09
Position 22811: 1.987615012549906e-09
Position 11271: 1.4256151678882775e-09
Position 22214: 1.206830802876365e-09
Position 22878: 1.1872767608311177e-09
Position 10948: 1.185692385416865e-09
Position 22277: 7.448814562125324e-10
Position 10765: 6.784177494506955e-10
Position 10440: 6.593968243739377e-10
Position 10709: 6.155550169186239e-10
Position 10960: 6.068753193856281e-10
Position 22343: 4.446763300751457e-10
Position 21150: 1.4702813536221316e-10
Position 20799: 1.4522134535211053e-10
Position 20948: 1.2179191608393696e-10
Position 19181: 3.2207490182427527e-11
Position 18319: 3.1045188234184796e-11
Position 19634: 1.8594616185849773e-11
Position 19546: 1.1098609064718908e-11
Position 17905: 4.688696047959488e-12
Position 17796: 3.7083466714741795e-12
Position 17315: 3.2931445339962524e-12
Position 18354: 2.6488138010520224e-12
Position 18012: 2.6273015521111766e-12
Position 17819: 2.4419020200515865e-12
Position 16580: 2.282856341402092e-12
Position 18158: 1.9213550739396055e-12
Position 17392: 1.5210791539236524e-12
Position 13694: 6.855697934796405e-13
Position 16502: 5.145310719142479e-13
Position 16614: 3.1761103500336887e-13
Position 16121: 3.1505095229138587e-13
Position 14780: 1.9705841784534804e-13
Position 13800: 9.669822197574504e-14
Position 15209: 7.710293038854542e-14
Position 13879: 7.677824206976974e-14
Position 14811: 7.623211989198782e-14
Position 14841: 6.56870790906574e-14
Position 12153: 5.821336997920437e-14
Position 11789: 5.506847840283239e-14
Position 13223: 3.5249162597155425e-14
Position 12644: 2.922457432810895e-14
Position 12241: 2.0225825164915875e-14
Position 13760: 1.9663628775670316e-14
Position 14152: 1.8876134985350508e-14
Position 13811: 1.509690122164836e-14
Position 13658: 1.1450476518422162e-14
Position 10868: 1.0733590761472588e-14
Position 13563: 1.0693636399241333e-14
Position 13146: 5.98913284202413e-15
Position 13393: 5.574705969204695e-15
Position 13107: 5.570483007432393e-15
Position 12617: 5.353826695915883e-15
Position 11996: 4.3994004154797595e-15
Position 12029: 3.989875798942207e-15
Position 13044: 2.881746878669876e-15
Position 11880: 2.494487902802533e-15
Position 11476: 2.0238788424333384e-15
Position 12550: 1.938267378290788e-15
Position 12498: 1.2952507104498144e-15
Position 11906: 9.926900169840755e-16
Position 12077: 9.487404613922733e-16
Position 10401: 3.938195962613955e-16
Position 11083: 3.1004249462959154e-16
Position 10393: 2.6593726952432056e-16
Position 10420: 1.601571521216652e-16
Position 10456: 1.4465817084459783e-16
Position 10484: 1.259307086053312e-16
Position 10405: 1.0526239119814851e-16
Position 6016: 1.2060308794637143e-17
Position 5710: 1.095900648831289e-17
Position 7124: 7.517478987118448e-18
Position 4568: 2.70088004917055e-18
Position 6926: 1.8772608809929193e-18
Position 2455: 1.1933683915292363e-18
Position 6458: 1.1140373438588357e-18
Position 5296: 7.987583378214882e-19
Position 783: 7.877862565400562e-19
Position 6050: 6.343699378216233e-19
Position 3277: 4.613620523782513e-19
Position 2273: 3.161040999641972e-19
Position 2433: 3.116911941368065e-19
Position 3896: 2.385981863159817e-19
Position 3478: 2.1155608700834545e-19
Position 1277: 1.2324138228854205e-19
Position 1744: 9.281484370006953e-20
Position 2909: 7.430455918223627e-20
Position 2864: 6.664604680181445e-20
Position 1844: 5.264517036967393e-20
Position 486: 4.0392864454274356e-20
Position 1234: 3.595571533706671e-20
Position 810: 2.3010802297322954e-20
Position 641: 2.1897398569147903e-20
Position 2170: 2.055048340493619e-20
Position 1938: 1.7537802977614648e-20
Position 3104: 1.30871672960311e-20
Position 399: 1.0468316755709359e-20
Position 1508: 1.0355118790828498e-20
Position 1203: 1.0349979653726158e-20
Position 853: 1.0157652299733482e-20
Position 2951: 9.828904211179909e-21
Position 1511: 8.542906090900748e-21
Position 2033: 4.738464377109764e-21
Position 1028: 4.543484506837001e-21
Position 2642: 2.0772472583262326e-21
Position 1215: 1.787029889471622e-21
Position 272: 1.7428688935706384e-21
Position 1824: 8.958166331377023e-22
Position 278: 3.6186097780343216e-22
Position 405: 1.6516635010735465e-23
Position 1360: 1.603588589502284e-23
Position 917: 9.771266640616014e-25
Position 936: 8.35162966810872e-25
Position 815: 1.407557377795518e-25
Position 61: 7.728237771642697e-26
Position 563: 7.486326723873283e-26
Position 453: 6.229575772218429e-26
Position 422: 4.548206293136675e-26
