Gene = Cpsf5
index = 1105
Annotated 5SS: [ 384  706  945 2280]
Annotated 3SS: [ 440  778 2164 2352]
SMsplice 5SS: [ 384  706  945 2280]
SMsplice 3SS: [ 440  778 2164 2352]
top_k =  500
Partition function (log Z): 10.815624168346297

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.9998315988115437
Position 2280: 0.9970795693555393
Position 384: 0.8370660491989254
Position 967: 0.5380473396489576
Position 945: 0.31012383070072364
Position 2109: 0.24976440366445435
Position 68: 0.24413747112033468
Position 1298: 0.19854523332322246
Position 388: 0.12163268138736438
Position 981: 0.10431662031205118
Position 985: 0.03963672419314193
Position 1995: 0.02977391943004429
Position 33: 0.028375977532966536
Position 1463: 0.020694941772904017
Position 66: 0.019487489551234253
Position 2053: 0.018733063318176344
Position 103: 0.018307940838578778
Position 332: 0.014023607545793732
Position 1701: 0.01372999704566701
Position 342: 0.011839696651412294
Position 1979: 0.011043170320774655
Position 2484: 0.010770128024632812
Position 112: 0.008817159992970714
Position 2072: 0.008343392855636475
Position 1624: 0.008158725440916892
Position 1443: 0.006841205653995148
Position 2501: 0.006001272603142387
Position 90: 0.005059772560068436
Position 1169: 0.0035265459102208825
Position 2503: 0.0021961837618582713
Position 123: 0.0021805223887686044
Position 2505: 0.00212584275994401
Position 1322: 0.002121432909807692
Position 1352: 0.002050987941969304
Position 1737: 0.001928098538231315
Position 1171: 0.0016064291961515867
Position 1861: 0.0014163443875567874
Position 2515: 0.0010340423780538124
Position 2598: 0.0010174742772201665
Position 2284: 0.0010138102260298404
Position 2509: 0.0007587590524945715
Position 1566: 0.0006421262476674452
Position 1483: 0.0005693542514413121
Position 1028: 0.0005099035702871497
Position 1431: 0.0002169547314349003
Position 2409: 0.00019428899187501434
Position 153: 0.00017299144600769936
Position 222: 0.00013287587523564542
Position 2371: 0.00012317824996442673
Position 180: 0.00011746012385883812
Position 13: 7.309504127979492e-05
Position 728: 6.972015037614604e-05
Position 562: 6.381556494953325e-05
Position 2525: 4.685246846713048e-05
Position 1003: 3.862391976373243e-05
Position 710: 3.845726429037645e-05
Position 2288: 3.5318135378086186e-05
Position 1302: 3.433742952666286e-05
Position 2657: 2.7676993982691793e-05
Position 571: 2.153938808321918e-05
Position 2587: 2.148848025335114e-05
Position 1051: 2.084628137012668e-05
Position 187: 1.762668411124841e-05
Position 717: 1.0373161599520636e-05
Position 1001: 9.755504413940159e-06
Position 1057: 9.70551433559187e-06
Position 676: 9.636489080747595e-06
Position 1178: 8.124808540415801e-06
Position 24: 8.036890055788045e-06
Position 971: 7.68036429085822e-06
Position 275: 5.5604828633222305e-06
Position 224: 5.434746675248804e-06
Position 2733: 4.625458842775585e-06
Position 1143: 4.136779431744294e-06
Position 2683: 3.2546865298333564e-06
Position 498: 2.184879452771397e-06
Position 502: 1.7479982126229727e-06
Position 1135: 1.3403517318070573e-06
Position 1387: 1.3266404646909057e-06
Position 228: 1.2066436788222914e-06
Position 841: 6.049785225586267e-07
Position 926: 5.25742605300913e-07
Position 434: 4.82382104116769e-07
Position 1425: 3.407243902042383e-07
Position 800: 3.1046618664276543e-07
Position 1155: 2.106476120635586e-07
Position 818: 1.9069363770873402e-07
Position 962: 1.5776314354926492e-07
Position 253: 1.4404665038339612e-07
Position 1331: 1.379447210008123e-07
Position 1374: 1.1287661209821139e-07
Position 630: 9.278377225875005e-08
Position 243: 8.35321240601906e-08
Position 647: 8.126968477967411e-08
Position 580: 7.878745804460774e-08
Position 226: 3.387869847305608e-08
Position 1175: 2.6591422065500226e-08
Position 738: 1.276895181239041e-08
Position 199: 5.533226307260252e-09
Position 604: 4.061271042242226e-09
Position 1204: 3.965147340219018e-09
Position 811: 4.1814393246838294e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 778: 0.9996068415560754
Position 2352: 0.9790677892115712
Position 440: 0.9594833206226473
Position 2164: 0.5428062520291422
Position 1116: 0.4097020257423031
Position 219: 0.21332341099198446
Position 1565: 0.16457803687921221
Position 1675: 0.1166468234504605
Position 1047: 0.09807024654144723
Position 1519: 0.0848382396499953
Position 123: 0.07394790687159336
Position 2084: 0.053482329586448905
Position 1607: 0.041517497146753325
Position 173: 0.02813087091813891
Position 1542: 0.023605875760449813
Position 2533: 0.018094038787013992
Position 409: 0.012371638485092007
