Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  500
Partition function (log Z): -0.11331155703665285

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9834901807974705
Position 790: 0.8757042691091529
Position 167: 0.6491906756758334
Position 723: 0.06775246221909852
Position 1154: 0.013067418449812648
Position 1158: 0.011795652967628108
Position 545: 0.0116418431244702
Position 194: 0.009538737288292283
Position 78: 0.004000502118981545
Position 772: 0.003053370925472322
Position 636: 0.0012838291281570466
Position 1147: 0.001169133572536719
Position 1072: 0.00114874105550643
Position 306: 0.001016135558562665
Position 534: 0.000937543217124551
Position 1058: 0.0007451758140253497
Position 556: 0.0006101379148747472
Position 1162: 0.00027897890804576844
Position 309: 0.00021905307905938914
Position 1045: 0.00017887961437978818
Position 154: 0.00016655873349412096
Position 764: 8.771206509757057e-05
Position 42: 8.671039299411972e-05
Position 424: 5.406875196954294e-05
Position 498: 5.2637833158221766e-05
Position 311: 5.1433133028533786e-05
Position 806: 3.624524966164688e-05
Position 488: 2.987751938746313e-05
Position 1141: 2.697489966492033e-05
Position 82: 2.3951579396008806e-05
Position 941: 2.0319352053399535e-05
Position 395: 1.6365147611767e-05
Position 665: 1.5057841203326151e-05
Position 984: 1.373220766927528e-05
Position 85: 1.188581640447249e-05
Position 279: 9.54374092387765e-06
Position 108: 8.83014329225098e-06
Position 357: 7.612526105281204e-06
Position 229: 6.684102935640825e-06
Position 146: 5.632479698397477e-06
Position 654: 5.515049556909566e-06
Position 747: 5.3013175231898155e-06
Position 196: 4.34599092824544e-06
Position 1036: 3.931491541455763e-06
Position 813: 2.8046131769142087e-06
Position 23: 1.0422184215705342e-06
Position 979: 8.99334055664601e-07
Position 966: 4.181915127335297e-07
Position 126: 2.9381467674017935e-07
Position 384: 2.809589268079874e-07
Position 1011: 2.671768737909591e-07
Position 820: 6.165443124995923e-08
Position 198: 2.1044800089284443e-08
Position 577: 3.486944764950563e-10
Position 873: 2.919040143386077e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9945468242960128
Position 844: 0.9445733270414355
Position 243: 0.5667933216309315
Position 364: 0.06769614681308499
Position 1227: 0.01879686787262257
Position 1211: 0.007857883756236837
Position 272: 0.006394861031474192
Position 387: 0.0048050929568854055
Position 488: 0.004382191703829849
Position 528: 0.0037199889465530963
Position 257: 0.003361532847259967
Position 873: 0.0020754654814091346
Position 1139: 0.0016074337223727503
Position 407: 0.0012484220353919122
Position 269: 0.0011326676688706476
Position 798: 0.001004074402294108
Position 122: 0.000890302806296579
Position 674: 0.0008668307777859595
Position 617: 0.0007313867068746176
Position 591: 0.0006962025020691939
Position 410: 0.0006402828118649629
Position 295: 0.000604619822527555
Position 1232: 0.0005424024448526453
Position 772: 0.00043843652974119807
Position 341: 0.0003721111512521888
Position 906: 0.00035319818940348697
Position 695: 0.00032734092989074917
Position 626: 0.0003203094378224956
Position 698: 0.00021141449661076148
Position 545: 0.0002042986214770031
Position 635: 7.163624396189092e-05
Position 924: 5.8322238633478614e-05
Position 1008: 5.2803741968019125e-05
Position 1161: 3.481514137766957e-05
Position 722: 3.286495227721149e-05
Position 146: 2.808274801440467e-05
Position 126: 2.545327460537941e-05
Position 1001: 2.18676660000691e-05
Position 1190: 1.6108732598298993e-05
Position 1170: 1.3052161428524412e-05
Position 133: 8.426243121401714e-06
Position 764: 8.216007498086462e-06
Position 755: 3.010177439762484e-06
Position 180: 2.1092710018037517e-06
Position 806: 2.0209152006902405e-06
Position 171: 1.3891299008738864e-06
Position 422: 1.1811628895281763e-06
Position 1083: 9.62498109747108e-07
Position 306: 5.658930061673208e-07
Position 575: 4.314436518155206e-07
Position 89: 4.215009470450232e-07
Position 184: 2.517247815515466e-07
Position 136: 1.9749642672088663e-07
Position 85: 1.6021776621300497e-07
Position 78: 7.493742903575833e-08
Position 143: 7.21385256135672e-08
Position 100: 4.5733132934969463e-10
Position 286: 2.3021491333858186e-13
