Gene = Nup107
index = 1337
Annotated 5SS: [2299]
Annotated 3SS: [2362]
SMsplice 5SS: [2299]
SMsplice 3SS: [2362]
top_k =  500
Partition function (log Z): -5.582280047902646

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.996960899252503
Position 1918: 0.3322774776008434
Position 661: 0.30808037843134817
Position 355: 0.0929830118390604
Position 1831: 0.0774812803457173
Position 13: 0.04162610089577161
Position 1380: 0.01864485178538185
Position 2068: 0.011629949773242514
Position 1464: 0.011465466884337928
Position 378: 0.010860490356985412
Position 1139: 0.010520458121055067
Position 451: 0.008426676785404595
Position 1239: 0.008119566951987752
Position 846: 0.006683002258011338
Position 52: 0.00537413731566679
Position 1587: 0.004737384767345189
Position 742: 0.00379786501258161
Position 2039: 0.0036134048279273284
Position 638: 0.003004621378621231
Position 399: 0.0018333732047349789
Position 1376: 0.0016340146282563688
Position 624: 0.0013797507339471872
Position 1599: 0.0013486692920945727
Position 953: 0.0012460664928818914
Position 1399: 0.0012176904747517986
Position 819: 0.001081302638217295
Position 2280: 0.0010594695341893284
Position 1006: 0.001020460552608982
Position 1159: 0.0007113855418975263
Position 675: 0.0006285205620176521
Position 315: 0.0004380472729113508
Position 414: 0.0002352120956049688
Position 411: 0.00021702190774185997
Position 339: 0.00020984137650631741
Position 752: 0.0001943135763905438
Position 1473: 0.00019115296280716165
Position 678: 0.00016926738904637925
Position 863: 0.00012616456461280918
Position 695: 0.0001172962346674275
Position 1420: 0.00011650648913028234
Position 665: 0.00010282131429637023
Position 2303: 9.28166209238218e-05
Position 62: 3.912057943485107e-05
Position 1044: 3.429149623028702e-05
Position 2550: 3.177476756277354e-05
Position 2227: 3.161003059511996e-05
Position 1106: 2.6545988074347355e-05
Position 1161: 2.2252707611386098e-05
Position 479: 2.2151346482856744e-05
Position 5: 2.1689389106972536e-05
Position 1362: 1.9397030696184205e-05
Position 1543: 1.9032330599667806e-05
Position 2539: 1.3609135925836284e-05
Position 635: 1.285785141473091e-05
Position 2526: 3.776025752616302e-06
Position 1255: 2.5170380679909306e-06
Position 2572: 2.367131497127689e-06
Position 329: 2.2697815429105253e-06
Position 2408: 2.151267441709141e-06
Position 2416: 2.0674303259069094e-06
Position 2567: 2.058304847993397e-06
Position 515: 1.7509818612925832e-06
Position 2262: 1.6051755035920075e-06
Position 1974: 1.4534014536772048e-06
Position 93: 6.266830316741472e-08
Position 160: 4.525295885452867e-08
Position 118: 4.442815480310314e-08
Position 88: 1.4177116600489318e-08
Position 403: 4.002924725137543e-09
Position 140: 1.2956211144649717e-09
Position 2004: 7.267608054298937e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2362: 0.9986625024352451
Position 1673: 0.41165392367772474
Position 2128: 0.23652110784259914
Position 1969: 0.09272374607896175
Position 1913: 0.05921806055531722
Position 2153: 0.057076014727786464
Position 1966: 0.027448658811708177
Position 1204: 0.0217899429409115
Position 2190: 0.01762864614096904
Position 2156: 0.012929308180559514
Position 96: 0.011422261983071924
Position 2201: 0.0046903351588466575
Position 1679: 0.003860036077653877
Position 1530: 0.0024876522152988607
Position 1814: 0.0020759619971551574
Position 1868: 0.0018354863760814792
Position 837: 0.001151991824988835
Position 1327: 0.0009452655510831996
Position 2406: 0.0009301039370238293
Position 779: 0.0009065647891851964
Position 1751: 0.0006481550560436754
Position 1399: 0.0006404401810924484
Position 2105: 0.000617984243319634
Position 1793: 0.0006071222117459236
Position 1991: 0.0005667719117536149
Position 123: 0.0003969231125260344
Position 1772: 0.0003887996892021454
Position 1238: 0.00024364335222911026
Position 560: 0.00017200689038347273
Position 974: 0.0001707606403072971
Position 788: 0.00016437998398624056
Position 422: 0.0001230211268803615
Position 1934: 0.00011512512945583912
Position 1565: 0.00010779875025874031
Position 1418: 0.00010734486284549482
Position 1034: 9.986358163844965e-05
Position 1058: 9.603543197768877e-05
Position 118: 9.081016136247624e-05
Position 815: 8.796814895986131e-05
Position 136: 8.413084484408973e-05
Position 1244: 8.287996553620018e-05
Position 329: 5.8622417548429645e-05
Position 503: 4.612366041717617e-05
Position 187: 3.077350199174393e-05
Position 347: 3.0755918679101256e-05
Position 103: 2.6408650444073648e-05
Position 2610: 2.4453189632788596e-05
Position 1731: 2.3316611005503413e-05
Position 154: 2.273732298798648e-05
Position 2436: 2.1436411248087318e-05
Position 461: 1.9226938754649023e-05
Position 2584: 1.880446172534473e-05
Position 1700: 1.3400465490321695e-05
Position 2597: 9.242952264652434e-06
Position 1081: 9.116810432325167e-06
Position 2484: 8.296222871544577e-06
Position 1144: 7.86338348679891e-06
Position 2631: 7.153318413562421e-06
Position 151: 6.094747373499802e-06
Position 236: 5.098959883985443e-06
Position 2457: 5.077300395594175e-06
Position 2620: 3.233327063565589e-06
Position 399: 2.757007910808666e-06
Position 108: 1.6755265168519728e-06
Position 2637: 1.642902750655756e-06
Position 2539: 1.3527285712904088e-06
Position 2736: 3.298687508041493e-07
Position 2727: 1.2493709771637593e-07
Position 568: 1.3660902485999901e-08
Position 160: 1.283194929502069e-08
Position 572: 1.1639845994893057e-08
Position 613: 9.269779217585835e-09
Position 353: 7.53715766901004e-09
