Gene = Fie
index = 1168
Annotated 5SS: [ 416 1341 1541]
Annotated 3SS: [ 958 1403 1594]
SMsplice 5SS: [ 416 1341 1541]
SMsplice 3SS: [ 958 1403 1594]
top_k =  500
Partition function (log Z): 6.942605580289986

Sorted 5' Splice Sites (High to Low Probability):
Position 1341: 0.9984558271920421
Position 1541: 0.9974244019824091
Position 416: 0.9861176501249316
Position 889: 0.01240526832825102
Position 1689: 0.006468685723994165
Position 31: 0.005514392315874335
Position 1727: 0.005014403757985245
Position 868: 0.0047815240670171935
Position 192: 0.0027291350749314046
Position 1789: 0.0018024616689026427
Position 1680: 0.001304069252987255
Position 412: 0.0012160721980852256
Position 1758: 0.0012037354331111262
Position 247: 0.001036168340248381
Position 705: 0.0010244175724411725
Position 865: 0.0008938225033524051
Position 717: 0.0007599083589409658
Position 1678: 0.0007586881845593307
Position 1545: 0.0006823984537615235
Position 852: 0.0006804123957702513
Position 898: 0.0006745361130776699
Position 1549: 0.000582012497018767
Position 1345: 0.00045415190741598265
Position 152: 0.0004505390067035337
Position 922: 0.0003889255795121731
Position 1773: 0.0003057624930853498
Position 1167: 0.00029839306723219533
Position 122: 0.0002887454848401427
Position 722: 0.00027506883098125885
Position 1850: 0.00024277345606905533
Position 1890: 0.00020080225634394475
Position 820: 0.00019988383217176413
Position 1775: 0.00019327759437241787
Position 197: 0.00017393328666384696
Position 160: 0.0001376829487925332
Position 434: 0.0001307928145891413
Position 362: 0.0001278222772404254
Position 2104: 0.00010742249544073515
Position 734: 8.526453117382601e-05
Position 1331: 8.514867746346443e-05
Position 892: 8.3515160106287e-05
Position 541: 7.253463816865374e-05
Position 810: 7.082254938391205e-05
Position 1783: 6.234312271950807e-05
Position 287: 5.508275871004984e-05
Position 1888: 5.120849371084175e-05
Position 617: 4.8421501367385647e-05
Position 2142: 4.655262370384773e-05
Position 34: 4.42256721421426e-05
Position 785: 3.883603059830181e-05
Position 1158: 3.6312975303889524e-05
Position 1859: 3.432354650848916e-05
Position 847: 2.8190271280577137e-05
Position 1624: 2.6443988356704924e-05
Position 48: 2.5379022668373386e-05
Position 1323: 2.441088242599416e-05
Position 1663: 2.3426755380984975e-05
Position 2109: 2.2421872135110794e-05
Position 420: 2.2186188945264295e-05
Position 1984: 2.10400962213923e-05
Position 1447: 2.0623156922800392e-05
Position 1729: 1.6707226384160852e-05
Position 1575: 1.5339447777885263e-05
Position 1148: 1.4632148667682758e-05
Position 267: 1.3398486220157755e-05
Position 663: 1.3222804626361829e-05
Position 111: 1.1598413682442109e-05
Position 1326: 1.0686972046028022e-05
Position 443: 1.0587108969696135e-05
Position 958: 9.837068612405112e-06
Position 2134: 8.622952699765909e-06
Position 1062: 5.167468282821283e-06
Position 1373: 4.093667474446491e-06
Position 917: 3.451424758473715e-06
Position 1244: 2.9988386481966438e-06
Position 126: 2.497712390487067e-06
Position 2090: 1.6045562503278716e-06
Position 1025: 1.5784299962530928e-06
Position 1945: 1.520324079976728e-06
Position 117: 1.4806269665687249e-06
Position 1269: 1.4639650775238568e-06
Position 1205: 7.97648281641914e-07
Position 1018: 6.192097260617225e-07
Position 69: 4.276666932424672e-07
Position 2073: 4.1582703359195466e-07
Position 1283: 4.0135503959691904e-07
Position 74: 3.751436087973228e-07
Position 1182: 2.548968803031292e-07
Position 1310: 1.8247890716587323e-07
Position 1124: 1.016179497197009e-07
Position 1195: 1.0078905576497486e-07
Position 1252: 9.73071838071023e-08
Position 1473: 8.134716802221916e-08
Position 1247: 7.086987103537896e-08
Position 1444: 1.2148280058086041e-08
Position 1524: 8.410532970801019e-09
Position 1451: 2.396007611943604e-09
Position 1511: 2.297320203378243e-09
Position 128: 2.21322574913247e-10
Position 842: 2.0490894822844987e-10
Position 788: 1.9777604691487576e-10
Position 1605: 9.668026031683767e-11
Position 330: 1.5840509365211124e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1403: 0.9993771572714263
Position 1594: 0.980288359605063
Position 958: 0.8750556692327264
Position 482: 0.07748381746799832
Position 1015: 0.04518340574674167
Position 2004: 0.018362443488625747
Position 1771: 0.007018418589736932
Position 93: 0.0054574017397534405
Position 508: 0.004133164875115084
Position 493: 0.0035312705941129936
Position 1726: 0.0024798352939689136
Position 1893: 0.00236019797278954
Position 937: 0.0022196102612244096
Position 267: 0.0018938320804893836
Position 2224: 0.0016575834986445924
Position 308: 0.0014336165456540423
Position 1635: 0.001198187484562635
Position 847: 0.0009325230104492494
Position 1810: 0.000870044736397812
Position 1792: 0.0008193559557119793
Position 546: 0.000497565910521748
Position 1899: 0.0004885970595419662
Position 247: 0.0004750773747634158
Position 212: 0.00039791762363812337
Position 1983: 0.00038111360176688744
Position 1461: 0.0003007060930785499
Position 339: 0.0002774429834785399
Position 663: 0.0002708945269765923
Position 2202: 0.00019696760844645572
Position 1471: 0.00019242507736316788
Position 459: 0.000185178660307069
Position 922: 0.00016431606319854537
Position 2112: 0.00013701443912487007
Position 1678: 9.12849503963121e-05
Position 1054: 8.795984905191894e-05
Position 468: 6.846828360989097e-05
Position 2129: 6.742097222942296e-05
Position 2191: 6.722966816495182e-05
Position 614: 6.417864895371074e-05
Position 181: 5.3179383310054304e-05
Position 611: 4.2925115001064464e-05
Position 588: 3.975476822192548e-05
Position 1698: 3.463798210645814e-05
Position 2134: 3.384835875421802e-05
