Gene = ND-B22
index = 1302
Annotated 5SS: [269 487]
Annotated 3SS: [346 545]
SMsplice 5SS: [269 487]
SMsplice 3SS: [346 545]
top_k =  500
Partition function (log Z): -4.133580215910785

Sorted 5' Splice Sites (High to Low Probability):
Position 269: 0.9894323660152021
Position 487: 0.5377272117669591
Position 789: 0.08517851370238345
Position 755: 0.04762217125929976
Position 502: 0.030769726930837377
Position 691: 0.030455872936936492
Position 703: 0.009112454969920752
Position 257: 0.005542475970500587
Position 750: 0.003370936501100246
Position 896: 0.0017291255737071232
Position 679: 0.0010332736436327124
Position 894: 0.0007870034794576413
Position 529: 0.0001517801881201815
Position 833: 0.00013830829111077586
Position 131: 0.00011408551207199049
Position 584: 0.00010227784463109741
Position 507: 5.786441920455633e-05
Position 683: 4.8961274592906465e-05
Position 907: 4.765831827549231e-05
Position 514: 4.441934041162604e-05
Position 254: 2.5931020029023134e-05
Position 213: 2.4894189309365753e-05
Position 828: 2.3388344462279484e-05
Position 24: 2.218057500035985e-05
Position 315: 2.2136700272370814e-05
Position 779: 2.1538074412569537e-05
Position 646: 2.1312011692421982e-05
Position 520: 2.0300161652946517e-05
Position 110: 1.6652684664048555e-05
Position 107: 1.6056171330300916e-05
Position 814: 1.339080782261378e-05
Position 637: 9.580976500951453e-06
Position 273: 9.067565681692132e-06
Position 113: 8.434470525908803e-06
Position 830: 7.918465983968718e-06
Position 161: 4.777887655450997e-06
Position 251: 4.4424781038966175e-06
Position 325: 4.181596745164543e-06
Position 539: 3.1287327518209284e-06
Position 439: 1.2009836687419177e-06
Position 224: 5.893684296097456e-07
Position 30: 1.3845545566412213e-07
Position 379: 2.8482231236074287e-08
Position 215: 2.740924491454176e-08
Position 561: 2.3164635425056782e-08
Position 518: 2.1382720211852532e-08
Position 180: 9.60402764682845e-09
Position 328: 7.972286987007963e-09
Position 116: 6.83405503483397e-09
Position 542: 6.340652857932614e-09
Position 369: 3.1169395510831893e-09
Position 351: 1.5202713695122015e-09
Position 567: 6.110557368755322e-10
Position 195: 5.211437046576236e-10
Position 555: 8.296233354799564e-11
Position 602: 5.6462978825697974e-11
Position 531: 2.3271571047583047e-17
Position 533: 1.3644972326191765e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.859392734230891
Position 545: 0.5873327775420502
Position 950: 0.12659696288840896
Position 374: 0.058340759599798425
Position 555: 0.04203543837409018
Position 990: 0.02752612570628939
Position 846: 0.02470744738974615
Position 927: 0.006043921916895953
Position 894: 0.005175491024725572
Position 915: 0.0037046808910918987
Position 408: 0.0008297308848494853
Position 789: 0.0007445325903310726
Position 970: 0.0003898104416224877
Position 748: 0.00024370620042997302
Position 631: 0.0001198910519417496
Position 667: 0.00011101149868833593
Position 583: 0.00010846975371086707
Position 206: 8.850367744697803e-05
Position 628: 5.432777620369049e-05
Position 315: 4.198653215623953e-05
Position 161: 3.965950795676101e-05
Position 658: 2.8473923501016215e-05
Position 71: 2.0055620992553146e-05
Position 1002: 1.8691788815635706e-05
Position 180: 1.34997257615067e-05
Position 995: 1.2982456649476942e-05
Position 435: 1.2936955658388722e-05
Position 212: 4.93813549619651e-06
Position 967: 3.3333689095213944e-06
Position 77: 1.8770203868351656e-06
Position 637: 1.1719492887598286e-06
Position 703: 1.127547858698805e-06
Position 220: 2.7239728261999145e-07
Position 581: 1.2355830184644604e-07
Position 104: 1.1591443027994839e-07
Position 249: 7.545302157149554e-08
Position 448: 7.370578130187447e-08
Position 311: 4.638635630569442e-08
Position 476: 3.8886492219395205e-08
Position 646: 1.7047233158791396e-08
Position 700: 1.610712147082395e-08
Position 287: 1.1049154836617274e-08
Position 466: 5.324555726769776e-09
Position 273: 4.482189399810478e-09
Position 85: 4.181305867232239e-09
Position 134: 2.5651414075226337e-09
Position 230: 1.4131984557423279e-09
Position 461: 1.9065766433571964e-10
Position 234: 1.1851701464300127e-10
Position 251: 5.812590925790479e-12
Position 87: 5.2994855937126296e-17
