Gene = TMS1
index = 1539
Annotated 5SS: [ 159 1082 1257 1500 1772 2235]
Annotated 3SS: [ 525 1146 1315 1561 2071 2298]
SMsplice 5SS: [ 159 1082 1257 1500 1772 2235]
SMsplice 3SS: [ 525 1146 1315 1561 1836 2298]
top_k =  500
Partition function (log Z): 20.12711718290064

Sorted 5' Splice Sites (High to Low Probability):
Position 1082: 0.997160526173828
Position 2235: 0.9971385303083019
Position 1257: 0.9969249958453182
Position 1500: 0.9920333742108062
Position 1772: 0.9795558135786528
Position 159: 0.7956183544515012
Position 187: 0.19704518685195102
Position 23: 0.0625504160972076
Position 1922: 0.0319843960666289
Position 2009: 0.026258272342535235
Position 631: 0.014516765012534176
Position 777: 0.012858601965337014
Position 612: 0.012797281127064039
Position 2001: 0.00801579821420744
Position 2021: 0.006718705815313846
Position 1735: 0.004453404711386562
Position 808: 0.0038127694537824857
Position 2229: 0.0022546393425392237
Position 2344: 0.0015894473120806735
Position 2568: 0.0013321739879822586
Position 461: 0.0010455360594906456
Position 799: 0.0009473640039880879
Position 2607: 0.0007838835190936476
Position 2023: 0.0006852620603993877
Position 994: 0.0006579856891139807
Position 1891: 0.0006021639713401837
Position 2411: 0.0005468096147714541
Position 2373: 0.0005179546028161167
Position 640: 0.000513104344634568
Position 788: 0.0005072949089725213
Position 2571: 0.0004585953023766051
Position 1692: 0.0003610609814382357
Position 990: 0.0003454501292668356
Position 2520: 0.00030677306978754796
Position 1463: 0.00025016968155111677
Position 2573: 0.00023763819634411862
Position 1769: 0.00021873213843233284
Position 1477: 0.00017661323522484516
Position 1935: 0.00017056175015087667
Position 720: 0.0001411560581415406
Position 1953: 0.00011971269586539883
Position 415: 0.00011074170434673589
Position 30: 0.00010506050692639099
Position 95: 9.344187637866026e-05
Position 766: 9.295574366663375e-05
Position 391: 8.419688408611888e-05
Position 1803: 7.489508976741072e-05
Position 2468: 6.913806589525268e-05
Position 2447: 6.215737968376305e-05
Position 1707: 5.2550829783175856e-05
Position 1729: 4.937520389178767e-05
Position 2375: 4.6879266084635495e-05
Position 2239: 4.19780005558393e-05
Position 1836: 4.1352680937367303e-05
Position 1456: 3.322530704287564e-05
Position 1778: 3.293832357243973e-05
Position 1191: 2.990821322797066e-05
Position 1261: 2.4601113756567914e-05
Position 1266: 2.458598775524474e-05
Position 717: 2.337921499996873e-05
Position 1263: 1.6620986578330817e-05
Position 1382: 1.6015364686243255e-05
Position 1317: 1.0324396008054131e-05
Position 1091: 8.198137058116482e-06
Position 1465: 8.190391249959147e-06
Position 2364: 7.186625520631102e-06
Position 1484: 6.2916242167528655e-06
Position 977: 5.8806877366295105e-06
Position 2457: 5.438552827126059e-06
Position 1202: 5.357362971494613e-06
Position 1086: 4.964991788694734e-06
Position 843: 4.4119664282525344e-06
Position 1339: 4.068999989025562e-06
Position 1288: 3.93794350899684e-06
Position 2045: 3.638381085270345e-06
Position 2182: 3.2712412127543698e-06
Position 1045: 3.06804516057017e-06
Position 1448: 2.7954349743059843e-06
Position 1776: 2.7568634339045148e-06
Position 998: 2.7074509594937927e-06
Position 1651: 2.2844602248990645e-06
Position 1530: 2.0153803492868883e-06
Position 145: 1.6361334216526805e-06
Position 63: 1.5026150459695944e-06
Position 660: 1.4436230859658198e-06
Position 232: 1.3120796474738722e-06
Position 860: 1.2687337306027611e-06
Position 1368: 1.193076381309418e-06
Position 10: 9.279927826768493e-07
Position 370: 8.496835959174337e-07
Position 1584: 7.632522308571169e-07
Position 2348: 7.20550144091631e-07
Position 1162: 7.10219904081433e-07
Position 1007: 6.657285124117875e-07
Position 1544: 6.135746370514081e-07
Position 1165: 5.731580274575473e-07
Position 1036: 5.228954778173019e-07
Position 84: 4.88914969106301e-07
Position 1698: 3.5942353860775995e-07
Position 1528: 3.3420257582786516e-07
Position 2068: 2.525178764724616e-07
Position 2188: 2.3810419447036329e-07
Position 2166: 1.8549260770336513e-07
Position 1403: 1.7505333056780693e-07
Position 2172: 1.6327728755154944e-07
Position 2152: 1.5354594081858012e-07
Position 1312: 1.241506202135887e-07
Position 862: 1.1394432526161755e-07
Position 884: 7.08912783183025e-08
Position 2357: 5.3234863937392476e-08
Position 1684: 3.939852111824754e-08
Position 1027: 3.487127090002857e-08
Position 1687: 2.1195774424726047e-08
Position 1783: 1.6998581629719717e-08
Position 1300: 1.2605188507599674e-08
Position 107: 1.2518562210309407e-08
Position 492: 5.860834923957354e-09
Position 561: 1.5717868207077565e-09
