Gene = Uvrag
index = 1590
Annotated 5SS: [ 537 1465 1851 2314]
Annotated 3SS: [ 596 1527 1902 2398]
SMsplice 5SS: [ 537 1465 1851 2314]
SMsplice 3SS: [ 596 1527 1902 2398]
top_k =  500
Partition function (log Z): 3.230555898638629

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.9742266013254501
Position 1465: 0.9710618085893037
Position 1851: 0.9130441773775343
Position 2314: 0.7213237432748439
Position 2270: 0.2549930412681171
Position 1705: 0.067686322651135
Position 42: 0.06624570817888988
Position 1836: 0.007179223201581839
Position 2274: 0.006936255086306537
Position 2268: 0.0038913456751652822
Position 508: 0.0032771945125357727
Position 1033: 0.002870255831676508
Position 460: 0.0013829003272272772
Position 813: 0.001365860957269018
Position 1881: 0.0013471592870396678
Position 871: 0.0006629042770755772
Position 1788: 0.0003157222080392758
Position 444: 0.000294901491450775
Position 1830: 0.0002357224839541385
Position 2302: 0.0001946465301441756
Position 905: 0.0001735380268772631
Position 2008: 0.00017159725355136665
Position 36: 0.00014591159434261024
Position 448: 0.00014282328061669274
Position 2667: 0.00012058119410927217
Position 2605: 0.00011739762490192052
Position 393: 0.00010058683524766467
Position 1690: 8.8411354800243e-05
Position 1746: 7.785972595930385e-05
Position 2621: 7.376628376377602e-05
Position 2642: 6.96412904557136e-05
Position 407: 6.914790222664637e-05
Position 1948: 6.679105391665588e-05
Position 724: 5.774798685971733e-05
Position 189: 5.339381233450348e-05
Position 1588: 5.311048037935983e-05
Position 4: 5.285406116932621e-05
Position 2649: 4.9926982828091185e-05
Position 1658: 4.7667873545535626e-05
Position 2152: 4.619283135112774e-05
Position 90: 4.280784632095688e-05
Position 64: 4.077845780916862e-05
Position 1709: 3.8737325830633225e-05
Position 1067: 3.508562953625815e-05
Position 2090: 3.412260732856899e-05
Position 1738: 3.0733441892503016e-05
Position 658: 3.037869928356325e-05
Position 2654: 2.6000538019252303e-05
Position 1721: 2.3554757523281945e-05
Position 1781: 2.2347149902467756e-05
Position 1019: 2.2294206219149142e-05
Position 645: 1.8888202100568366e-05
Position 1595: 1.5316713043344652e-05
Position 1497: 1.3793538160663143e-05
Position 1060: 1.3529716410438358e-05
Position 2530: 1.3303368405534358e-05
Position 57: 1.2959433737711841e-05
Position 2597: 1.2326168405844642e-05
Position 529: 1.188161180557172e-05
Position 705: 1.1842744794757697e-05
Position 1813: 1.1649328983496142e-05
Position 930: 9.581271452236955e-06
Position 1165: 9.460369084965276e-06
Position 2222: 6.735464815387975e-06
Position 1607: 6.419777217297901e-06
Position 2616: 5.403701453675599e-06
Position 276: 5.070816223581484e-06
Position 878: 4.9742358664962555e-06
Position 1394: 4.539420477279721e-06
Position 2127: 4.342907711210269e-06
Position 2189: 3.597758379058721e-06
Position 1912: 3.2897016195186472e-06
Position 304: 3.282118989382465e-06
Position 2114: 3.2453424148384957e-06
Position 2713: 2.9894830446689348e-06
Position 2532: 2.4206057781848215e-06
Position 881: 2.090364196348052e-06
Position 2231: 1.4881422035249142e-06
Position 93: 1.4729303278043072e-06
Position 129: 1.4203549680523415e-06
Position 2695: 1.2894572849730068e-06
Position 2412: 1.2094478628152794e-06
Position 2204: 1.0781981333406394e-06
Position 70: 1.0388920275536115e-06
Position 2660: 9.429473918813086e-07
Position 2574: 9.146092395612576e-07
Position 446: 7.799634785640774e-07
Position 1976: 7.606806130167771e-07
Position 155: 4.2463634917696314e-07
Position 1891: 2.4268841559339653e-07
Position 101: 1.659034249928431e-07
Position 377: 1.5566258690050287e-07
Position 981: 7.276843939135045e-08
Position 1137: 7.019144414548634e-08
Position 989: 5.787326027622673e-08
Position 1167: 5.318339087507256e-08
Position 258: 4.7343491403896805e-08
Position 348: 4.65269724806323e-08
Position 99: 6.916585655526329e-09
Position 452: 1.5711428304850172e-09
Position 462: 1.502655517950805e-09
Position 454: 8.15291105114864e-10
Position 1987: 2.776354193565171e-10
Position 2441: 1.432277244877431e-10
Position 2417: 8.436086295532362e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2398: 0.9941411264492306
Position 1527: 0.9749772516201904
Position 1902: 0.8865738023301469
Position 596: 0.7081495439842764
Position 599: 0.26517130338701206
Position 1939: 0.07897984701954303
Position 93: 0.0320454771489675
Position 99: 0.027788974391276183
Position 1972: 0.013130831910606612
Position 139: 0.006010475430752363
Position 1775: 0.0011806534582982505
Position 564: 0.0011688758065039884
Position 1984: 0.0010852607799446735
Position 1323: 0.0007081817629951526
Position 2082: 0.0005938140294913015
Position 620: 0.0005907546861538154
Position 1137: 0.0005891862475397543
Position 924: 0.0005429344117830794
Position 2427: 0.0005152417505972112
Position 1743: 0.0004743741735111737
Position 2114: 0.0004617004851234114
Position 875: 0.00044426938788739897
Position 1221: 0.00038542639790145264
Position 1750: 0.0003489616537824849
Position 2338: 0.0002976231718769922
Position 1076: 0.0002589327557732028
Position 650: 0.00025674555334281087
Position 813: 0.0002457877560482508
Position 2695: 0.00023028799179285834
Position 1808: 0.00022926425906798364
Position 1948: 0.000215436099956937
Position 1011: 0.00021489667461403836
Position 1270: 0.00021166838850953689
Position 2544: 0.00018425070959995297
Position 617: 0.00018217470165823383
Position 2748: 0.00015848065570606143
Position 1638: 0.00015770788444424154
Position 705: 0.00014808053347768944
Position 1095: 0.0001303488955543913
Position 881: 0.0001258349278167267
Position 606: 0.00012389143190456002
Position 1705: 0.00011349618728744856
Position 1584: 9.235943263105872e-05
Position 1326: 9.163426058662755e-05
Position 1218: 9.046337702054389e-05
Position 236: 8.172739848420594e-05
Position 152: 6.990668333556185e-05
Position 786: 6.569148999352917e-05
Position 1804: 6.375528606740924e-05
Position 459: 6.300733831261906e-05
Position 2704: 6.0971236783108314e-05
Position 1367: 5.762207678529013e-05
Position 1182: 5.43251512882938e-05
Position 2089: 4.6456112820241624e-05
Position 770: 4.086652998150779e-05
Position 64: 3.695756845462353e-05
Position 2760: 3.477407973222791e-05
Position 387: 2.880424303582847e-05
Position 1048: 2.8610991701950237e-05
Position 1008: 2.834226155865779e-05
Position 2052: 2.6968844459675326e-05
Position 2565: 2.5671449162618783e-05
Position 336: 2.3281392259413342e-05
Position 444: 2.088292919975681e-05
