Gene = Pus7
index = 1394
Annotated 5SS: [ 201  449  882 1040]
Annotated 3SS: [ 260  509  936 1098]
SMsplice 5SS: [ 201  445  882 1040]
SMsplice 3SS: [ 273  509  936 1098]
top_k =  500
Partition function (log Z): 3.5845617946494235

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9997692526841074
Position 882: 0.9306188484562589
Position 201: 0.7523892354941987
Position 445: 0.7435997052136171
Position 1430: 0.23047718607117698
Position 449: 0.1654908173272405
Position 857: 0.02306444858917308
Position 798: 0.022001163713985285
Position 1626: 0.015803695097748975
Position 188: 0.008858721691564342
Position 632: 0.0043119118244672305
Position 827: 0.003674210735694288
Position 453: 0.003221749234981525
Position 403: 0.0029381610816299718
Position 436: 0.002397389017552284
Position 1928: 0.002162719108457266
Position 2527: 0.001109736167059233
Position 2063: 0.000918173999962838
Position 1723: 0.0007213573833211357
Position 152: 0.0006123416479288254
Position 182: 0.000584074545018708
Position 354: 0.0005640116574435956
Position 2041: 0.0004849870949893149
Position 1199: 0.000446648340196671
Position 425: 0.0004382497223583302
Position 1966: 0.0004160844360645758
Position 1396: 0.0003383310560114673
Position 107: 0.00033654713384997974
Position 1877: 0.0003345525016197911
Position 886: 0.00030456945130505326
Position 298: 0.00021281208540283107
Position 557: 0.00020637951336664745
Position 1176: 0.00020441094311977472
Position 376: 0.00020117356879295134
Position 3: 0.00018436844092758383
Position 427: 0.00013489416501255005
Position 677: 0.00011293485332946835
Position 1044: 0.00010901895716851356
Position 1585: 9.717882240581654e-05
Position 755: 7.383863973947736e-05
Position 572: 6.036002925322201e-05
Position 22: 2.7607577104844844e-05
Position 34: 2.3508628756166065e-05
Position 1223: 2.046911953890246e-05
Position 644: 1.8071159002891488e-05
Position 1179: 1.552539034232199e-05
Position 229: 1.312294240042032e-05
Position 149: 6.707316705470628e-06
Position 1115: 5.06154762196811e-06
Position 312: 3.239548659179697e-06
Position 1293: 3.035420327334814e-06
Position 25: 2.6563773112387333e-06
Position 1162: 7.206504705616066e-07
Position 1434: 4.990414636459955e-07
Position 2173: 2.8931067021346356e-07
Position 999: 1.353401244108007e-07
Position 1287: 1.3250845356101233e-07
Position 937: 9.17914634595222e-08
Position 1169: 6.28985939018522e-08
Position 981: 5.4552891370604596e-08
Position 1534: 4.554996874464916e-08
Position 1531: 4.232355106755237e-08
Position 1741: 2.245781529496347e-08
Position 232: 1.7764143114800803e-08
Position 260: 1.339978451275757e-08
Position 249: 1.0750708777870496e-08
Position 242: 2.0132182728958983e-09
Position 1515: 1.6227084012019104e-09
Position 1011: 5.696612399004264e-12
Position 969: 3.04748782172199e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 936: 0.9822501129203166
Position 1098: 0.9573236721639556
Position 509: 0.9311386527520215
Position 273: 0.3795722425170621
Position 260: 0.3648705853750004
Position 1716: 0.0961124288840464
Position 1786: 0.08663685756850564
Position 1114: 0.04223835541704935
Position 1943: 0.013003811355473243
Position 1507: 0.012150739373894869
Position 2022: 0.009447043466478785
Position 1528: 0.007185882283741433
Position 1657: 0.00481994754632113
Position 1646: 0.004541445164427109
Position 2951: 0.00416334276968584
Position 1701: 0.004127775297353248
Position 2243: 0.0023420387683949777
Position 697: 0.0021702661019255064
Position 2383: 0.0019427317409861893
Position 739: 0.0014320921915499253
Position 1946: 0.0012777791890086346
Position 685: 0.0012582061989404236
Position 2148: 0.0012082071613794209
Position 736: 0.001041562985731423
Position 1949: 0.0009969647992198857
Position 871: 0.0007753452353565338
Position 706: 0.00041230680296361284
Position 2554: 0.00041005079963049823
Position 1927: 0.0003411738318879997
Position 903: 0.00032833846001073606
Position 2344: 0.00032769750523478245
Position 1562: 0.00027256254395496994
Position 2089: 0.0002487297687593012
Position 1721: 0.000245530276405973
Position 1600: 0.00023729854200097783
Position 1264: 0.00022596748767549999
Position 81: 0.00020628676720094323
Position 601: 0.00017995264801444244
Position 1738: 0.00016489345358317357
Position 1393: 0.0001627674076655987
Position 664: 0.0001508955335225922
Position 1792: 0.000148411469992484
Position 1783: 0.00013590606689969304
