Gene = barc
index = 1621
Annotated 5SS: [  280  8417  8681 11774 12029 12217]
Annotated 3SS: [ 7588  8477 11606 11841 12079 12276]
SMsplice 5SS: [  280  8681 11774 12029 12217]
SMsplice 3SS: [ 8503 11606 11841 12079 12276]
top_k =  500
Partition function (log Z): 7.4268314666013655

Sorted 5' Splice Sites (High to Low Probability):
Position 12217: 0.996219268945771
Position 11774: 0.9929374556349952
Position 8681: 0.9838721811748865
Position 12029: 0.7088321671650595
Position 280: 0.6898690545465184
Position 295: 0.21239379500444971
Position 8417: 0.18141621795435472
Position 12005: 0.15833504171863086
Position 524: 0.1138931931179763
Position 9521: 0.06468278490421593
Position 12014: 0.06326403153185788
Position 12009: 0.04339136598055847
Position 326: 0.021244467734066134
Position 704: 0.021132148814551024
Position 11325: 0.020709067400725308
Position 11586: 0.01788609320918755
Position 9820: 0.015205711409582684
Position 11563: 0.01211131770472135
Position 4774: 0.01143602213788124
Position 4902: 0.010838292017871952
Position 9783: 0.009919936020822513
Position 9094: 0.008902785159878756
Position 11390: 0.00792706271897157
Position 2867: 0.007798098203241539
Position 5066: 0.0069110635992098365
Position 11778: 0.006688816845259935
Position 10810: 0.005953853375076342
Position 11321: 0.005276170229541456
Position 25: 0.004592205092758202
Position 9830: 0.0036314294140825445
Position 9525: 0.002722281919053881
Position 9503: 0.002305053081469522
Position 12017: 0.0018362817477812845
Position 56: 0.001715767929579487
Position 11979: 0.001322135498532879
Position 43: 0.0011674268379206923
Position 93: 0.0002416006878032142
Position 8938: 0.0002294668184582015
Position 8: 0.00017415912039049912
Position 9727: 0.0001714050945064049
Position 11986: 0.0001439682466112212
Position 6526: 0.0001309742373076759
Position 9787: 0.00012229832810224607
Position 69: 0.00012169017652046946
Position 199: 9.839998771744922e-05
Position 12525: 9.09893654313373e-05
Position 1776: 8.336042869094017e-05
Position 514: 8.265752007453535e-05
Position 9055: 7.163951390781148e-05
Position 8919: 6.149367241085298e-05
Position 6648: 5.957797266368603e-05
Position 9834: 5.448158777406095e-05
Position 9560: 5.2887630829319754e-05
Position 11945: 5.26580498088605e-05
Position 225: 4.51464777054308e-05
Position 30: 3.930667612859389e-05
Position 12528: 3.866052916124823e-05
Position 6653: 3.600225576324928e-05
Position 1403: 3.147204990094707e-05
Position 2418: 2.6936629880829706e-05
Position 12221: 2.68920065182512e-05
Position 5655: 2.3106374411569387e-05
Position 3814: 2.247336453005512e-05
Position 12183: 2.12485453147431e-05
Position 687: 2.1058723447920748e-05
Position 12511: 2.014227698563563e-05
Position 1380: 1.971619092230493e-05
Position 1407: 1.587636651907581e-05
Position 11962: 1.4647381703055957e-05
Position 12516: 1.4417670788279734e-05
Position 11881: 1.4377422915714511e-05
Position 299: 1.3084063794005238e-05
Position 2473: 1.1009510649651147e-05
Position 12621: 8.873838708044605e-06
Position 132: 8.542903100497048e-06
Position 12665: 8.412826707922803e-06
Position 4352: 6.8905209740237385e-06
Position 12464: 6.379592085754531e-06
Position 2079: 6.315620418704244e-06
Position 12537: 5.9423538507104634e-06
Position 6513: 5.285113289794797e-06
Position 240: 4.976872076188477e-06
Position 185: 4.895008744557233e-06
Position 12639: 4.557136260366052e-06
Position 12042: 4.312209106681611e-06
Position 237: 3.4161724120296664e-06
Position 12237: 2.8128282213832966e-06
Position 602: 1.870013279947803e-06
Position 229: 1.3548694233918824e-06
Position 580: 1.3447682336245412e-06
Position 126: 1.2315755402157998e-06
Position 216: 1.0265026964355878e-06
Position 12651: 9.482475330081595e-07
Position 527: 8.505482813013477e-07
Position 263: 8.304436950151236e-07
Position 12453: 7.619921511633391e-07
Position 11428: 6.470429816171194e-07
Position 974: 4.4907958103636313e-07
Position 779: 3.769251913911623e-07
Position 138: 3.389295055622624e-07
Position 577: 2.833436313949103e-07
Position 450: 1.5806023181076495e-07
Position 231: 1.2617271060804854e-07
Position 12093: 9.925850908015374e-08
Position 151: 7.480578464747362e-08
Position 606: 7.064401987788444e-08
Position 599: 3.3167553931356205e-08
Position 1486: 2.2291338242608202e-08
Position 586: 1.4439548145561325e-08
Position 352: 1.3250039688110757e-08
Position 1676: 7.604388488732139e-09
Position 641: 2.375847531367773e-09
Position 771: 7.053713000981393e-10
Position 12250: 3.697453130194467e-10
Position 12159: 1.1104097097213683e-10
Position 12433: 1.96307153403377e-11
Position 466: 1.9450142572205836e-11
Position 11900: 2.3567630350548318e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11841: 0.996989767493381
Position 12276: 0.9742226363394488
Position 12079: 0.9612911465684161
Position 11606: 0.7662299218417811
Position 8503: 0.5958742790628029
Position 8477: 0.36926461497510943
Position 7714: 0.18998088712534386
Position 11063: 0.11470986363299172
Position 11016: 0.09014536697208207
Position 9456: 0.06880086809760408
Position 398: 0.0381990472956522
Position 11640: 0.03740583101822523
Position 9948: 0.03050919546019581
Position 4252: 0.018875016040400032
Position 572: 0.015477240395181108
Position 12338: 0.013933150799254279
Position 9013: 0.009472404201038571
Position 12067: 0.007731261456524488
Position 12098: 0.007474084272326951
Position 9177: 0.006899536150907434
Position 8773: 0.006853186608577866
Position 10049: 0.006286154535163176
Position 10992: 0.0062378377273979895
Position 11225: 0.005618733261893258
Position 102: 0.005045036207468524
Position 4418: 0.004324411698612584
Position 9164: 0.004155408694688155
Position 12344: 0.004058644644261836
Position 9578: 0.0037672091696833295
Position 8917: 0.003570308280409574
Position 9232: 0.0035015567860084973
Position 6257: 0.003496547272984845
Position 7588: 0.0033453971818182887
Position 2021: 0.002866045413566584
Position 450: 0.0027938385039934896
Position 9136: 0.0027031946659158406
Position 12283: 0.0025742757253739727
Position 4715: 0.002552640451803179
Position 9180: 0.0021808345889023912
Position 6882: 0.001904027964222043
Position 121: 0.0018686178254324602
Position 593: 0.0017334031967147685
Position 7918: 0.0016529159594265398
Position 2078: 0.0016404256133245425
Position 11861: 0.0016157575909352664
Position 2393: 0.0015816889874965393
Position 4455: 0.0015063545075802483
Position 9909: 0.0014846938021419493
Position 4556: 0.0013529083100939916
Position 8942: 0.0012738401391531914
Position 11927: 0.0012190784807520052
Position 9221: 0.0010980952324041314
Position 2661: 0.001079429721308525
Position 10473: 0.001060040439367931
Position 9743: 0.0009557694501463842
Position 10268: 0.0008647412415649582
Position 156: 0.000781762948616717
Position 425: 0.0006911849730628861
Position 10250: 0.0006633547350135489
Position 12103: 0.0005947184350618504
Position 4582: 0.0005902214001541076
Position 10563: 0.0004586695425068094
Position 12510: 0.0003649497716391612
Position 325: 0.00028972494653842386
Position 12590: 0.0002728010578177247
Position 1203: 0.0002683435119285586
Position 12290: 0.00022920818896756515
Position 12406: 0.00022641768835163936
Position 364: 0.00020144616071354182
Position 8886: 0.00019258931385925053
Position 12341: 0.00016425140888628976
Position 12419: 0.00014951075818986972
Position 12049: 0.00014786761118334497
