Gene = ImpL2
index = 1231
Annotated 5SS: [  245 11221]
Annotated 3SS: [10440 11295]
SMsplice 5SS: [  245 11221 11537]
SMsplice 3SS: [10440 11295 11657]
top_k =  500
Partition function (log Z): -3.193879726427051

Sorted 5' Splice Sites (High to Low Probability):
Position 11221: 0.9947845565280133
Position 245: 0.9771891660955349
Position 11537: 0.6172507488764606
Position 9902: 0.22995755463002765
Position 11698: 0.0931221583395739
Position 9574: 0.08911038914228807
Position 12005: 0.0670850591204609
Position 10704: 0.06150459426275589
Position 11370: 0.05765462713670471
Position 10711: 0.043752270564821685
Position 9790: 0.0340381902440771
Position 752: 0.013841167070587123
Position 3738: 0.00890142622731897
Position 1455: 0.0053208074349198374
Position 625: 0.004902192204582633
Position 5188: 0.0033600679218510955
Position 1450: 0.0031390991322320714
Position 2288: 0.0030181096197292125
Position 275: 0.0030027057305132524
Position 756: 0.00299240444627453
Position 2753: 0.002837430303577752
Position 2262: 0.0024657276245420323
Position 8756: 0.00239340355987918
Position 8150: 0.0022226901687755858
Position 1090: 0.0021883058145007336
Position 3321: 0.0019327744477442878
Position 765: 0.0018894272523388852
Position 8328: 0.0016502221638998883
Position 83: 0.0015348413826300677
Position 1061: 0.001444569532174648
Position 2272: 0.00129862109718588
Position 8058: 0.0012076275040947234
Position 7279: 0.0009558632286348613
Position 11374: 0.0008629617058652294
Position 11244: 0.0008548205114370111
Position 3072: 0.0008094811828400423
Position 4783: 0.000802653029975118
Position 3548: 0.0008024776637984804
Position 11136: 0.0007773971538447238
Position 6505: 0.0007696728276852644
Position 6430: 0.0007667025537147322
Position 930: 0.0007334325178975871
Position 212: 0.0005972195389382399
Position 11478: 0.0005551567012888923
Position 11547: 0.0005467583038649088
Position 4412: 0.000540402135468263
Position 11225: 0.0005399936375018343
Position 5895: 0.0004888518900577663
Position 8222: 0.0004147153242445896
Position 4618: 0.00039779175999432733
Position 11861: 0.0003916992508855871
Position 2278: 0.00039018914179527635
Position 118: 0.00037906672097488256
Position 174: 0.00036335108444078226
Position 1540: 0.00034766289418672417
Position 495: 0.00033846331046383623
Position 2899: 0.00033407067458538273
Position 8419: 0.0003141432020034031
Position 4800: 0.0003052170682212493
Position 194: 0.000300435725128918
Position 11208: 0.00018193917495205905
Position 11498: 0.00014969684419188997
Position 11528: 0.00012489149185888977
Position 11949: 0.00011295708293889579
Position 11160: 9.431204538141714e-05
Position 2557: 6.113278323427691e-05
Position 11702: 5.394866972992153e-05
Position 1386: 4.866546928982612e-05
Position 11674: 4.534694493358894e-05
Position 10845: 4.532776727116755e-05
Position 11691: 4.512196269735467e-05
Position 257: 3.6855841003542996e-05
Position 12042: 3.065546267336215e-05
Position 1611: 2.836012853679872e-05
Position 11206: 2.644655551469325e-05
Position 6896: 2.5091185354306144e-05
Position 747: 2.0959201145776146e-05
Position 1279: 1.7715791719976365e-05
Position 1198: 8.991989174183279e-06
Position 11052: 7.799597436454374e-06
Position 1458: 7.648295394732435e-06
Position 11098: 6.190793235290672e-06
Position 10522: 6.007151355512921e-06
Position 10786: 5.63323586501231e-06
Position 218: 4.818428640731167e-06
Position 1334: 4.749497305280774e-06
Position 736: 4.482107550234797e-06
Position 658: 4.2899676693845715e-06
