Gene = ND-SGDH
index = 1305
Annotated 5SS: [268 569 747]
Annotated 3SS: [338 639 805]
SMsplice 5SS: [268 569 747]
SMsplice 3SS: [338 639 805]
top_k =  500
Partition function (log Z): 4.881712486269701

Sorted 5' Splice Sites (High to Low Probability):
Position 569: 0.9918711464045059
Position 268: 0.9871402089310986
Position 747: 0.9850599254255664
Position 559: 0.0018197207075738144
Position 952: 0.0012233473488909947
Position 449: 0.000994447686787177
Position 415: 0.0009871201103470503
Position 1002: 0.0007974092925193241
Position 294: 0.0006518796659077772
Position 101: 0.0005772048264809691
Position 610: 0.0003207326299338195
Position 109: 0.00018060199676456662
Position 974: 0.00016430127717327985
Position 424: 0.00012661994902470454
Position 90: 9.852328169458528e-05
Position 1004: 7.586782484078511e-05
Position 186: 7.426471648636139e-05
Position 990: 6.610461823169127e-05
Position 156: 5.6507328891047764e-05
Position 257: 4.286240350881183e-05
Position 887: 2.0299355886410927e-05
Position 190: 1.2069964395529705e-05
Position 103: 1.0669622273531342e-05
Position 221: 9.680551032078858e-06
Position 20: 9.553804188603977e-06
Position 782: 8.77482209405833e-06
Position 116: 4.787614250974439e-06
Position 822: 4.311380853800331e-06
Position 461: 1.408533327405783e-06
Position 503: 7.488099105022341e-07
Position 199: 3.6485823310483795e-07
Position 879: 3.380542233426135e-07
Position 482: 1.8118211966084695e-07
Position 436: 1.736350755197956e-07
Position 143: 1.3446960532532326e-07
Position 769: 5.802143382887509e-08
Position 240: 4.762711085078985e-08
Position 62: 2.9177175061757e-08
Position 985: 2.8254144390315322e-08
Position 470: 2.7731767080875624e-08
Position 836: 1.8682696190158978e-08
Position 826: 5.602411958628518e-09
Position 206: 2.224442723357071e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 805: 0.9979794162920634
Position 639: 0.9752407731737137
Position 338: 0.876840888247627
Position 352: 0.09748351258495414
Position 415: 0.010889470593102014
Position 687: 0.0059883635408656604
Position 470: 0.0024659376240744797
Position 517: 0.0013776766745683222
Position 1061: 0.0011894782994355993
Position 179: 0.0007526326417020628
Position 1081: 0.0006849756312192576
Position 360: 0.0006547849576714592
Position 1064: 0.00037366911981337345
Position 400: 0.00018889690002381665
Position 1002: 9.803603137896505e-05
Position 143: 7.876292376649242e-05
Position 857: 5.07825914985768e-05
Position 620: 3.576054244595054e-05
Position 815: 1.0062111820070077e-05
Position 82: 9.479360950669605e-06
Position 978: 7.5467909849308306e-06
Position 723: 5.110926893552335e-06
Position 424: 1.3800452253288772e-06
Position 221: 1.075438063012825e-06
Position 895: 8.211140579692324e-07
Position 196: 4.157158341843142e-07
Position 249: 3.8147585066177687e-07
Position 606: 3.404270703100464e-07
Position 887: 2.8285778750381514e-07
Position 741: 2.56458086754093e-07
Position 160: 2.514577945077568e-07
Position 769: 2.4875216942463486e-07
Position 368: 2.1001121236930087e-07
Position 430: 1.9060706591709798e-07
Position 229: 1.7210278572289988e-07
Position 726: 1.1312294589288407e-07
Position 822: 6.863135164578749e-08
Position 736: 5.6890989698644464e-08
Position 535: 4.988213905965022e-08
Position 833: 3.656167458151456e-08
Position 944: 3.35377388648177e-08
Position 842: 2.6429449606859308e-08
Position 550: 2.064334220660639e-08
Position 101: 1.2814443732316926e-08
Position 587: 1.2001521322482366e-08
Position 559: 8.980618178277612e-09
Position 526: 7.381038555499101e-09
Position 565: 7.019256447713044e-09
Position 699: 6.348494078853895e-09
Position 568: 3.4054722342350907e-09
Position 544: 5.479736900791466e-10
Position 251: 1.8085357022295447e-10
Position 272: 7.801123032868642e-19
