Gene = axo
index = 1619
Annotated 5SS: [  350 11936 12362 14145 15492 17200 22895 23191 27241 27838 30758 31345
 36381 36997 40494 41758 43274 43921 44380 44641]
Annotated 3SS: [11369 12087 13924 15355 16914 22363 22993 26907 27304 30542 30944 36132
 36540 40292 41136 43091 43590 44072 44509 57084]
SMsplice 5SS: [  459 11936 12362 14145 15492 17200 22895 23191 27241 27838 30758 31345
 36381 36997 37352 40494 41758 42942 43274 43921 44380 44641]
SMsplice 3SS: [11464 12087 13924 15355 16914 22363 22993 26996 27304 30542 30944 36132
 36540 37118 40292 41136 42755 43192 43590 44072 44509 57132]
top_k =  500
Partition function (log Z): 31.611421256766487

Sorted 5' Splice Sites (High to Low Probability):
Position 36997: 0.9993340246787502
Position 44641: 0.9993205562980103
Position 23191: 0.9986555163955995
Position 30758: 0.9947014339482967
Position 44380: 0.9937760955850439
Position 36381: 0.9926920418856532
Position 31345: 0.988267754270859
Position 43274: 0.9819682699019294
Position 15492: 0.9693853377097835
Position 43921: 0.9686022511896051
Position 14145: 0.9488164743289937
Position 40494: 0.9452385740863992
Position 22895: 0.9436531098551274
Position 17200: 0.9189516449985548
Position 27838: 0.9115460836593866
Position 41758: 0.910669224034437
Position 27241: 0.8180221087389021
Position 12362: 0.7022616166529738
Position 37352: 0.6361220295386008
Position 42942: 0.5945930971990183
Position 2144: 0.5566459212817503
Position 11936: 0.3677364993103453
Position 459: 0.3473533675344103
Position 914: 0.2954572193552079
Position 27429: 0.2316044714105944
Position 42609: 0.21480899516317206
Position 40964: 0.1617204554040028
Position 30460: 0.15502267261999436
Position 41520: 0.125877117192009
Position 932: 0.11514433548887518
Position 3626: 0.11208594807790492
Position 31695: 0.10965431436237078
Position 37367: 0.08561141847525969
Position 350: 0.0813350567523323
Position 28896: 0.07091276583863697
Position 33121: 0.06582736094897584
Position 245: 0.06300517926177934
Position 13139: 0.06091042587537287
Position 549: 0.04396383166821492
Position 40913: 0.04275369451867867
Position 41957: 0.038904112033161714
Position 36637: 0.03672115206074145
Position 37420: 0.03545796259884232
Position 15994: 0.03405635188778529
Position 40839: 0.034027942534303586
Position 28397: 0.02761836449614873
Position 38204: 0.027303882804984084
Position 41341: 0.027134729706592253
Position 36606: 0.026829374327235946
Position 16186: 0.025890991780967397
Position 42907: 0.025573898608423157
Position 42667: 0.025172677711364434
Position 42569: 0.024491643605300022
Position 40420: 0.023294428296568206
Position 24368: 0.022893013520264672
Position 7898: 0.021258447561029917
Position 32904: 0.020015399012051967
Position 1575: 0.019226795882476368
Position 36723: 0.018663342101143125
Position 37655: 0.017948784874990183
Position 1054: 0.01707451422005939
Position 1694: 0.01671495255235062
Position 37660: 0.01564775190878098
Position 959: 0.015527350163577867
Position 1803: 0.01509644513744322
Position 15625: 0.013222088605902793
Position 18776: 0.011439370353397977
Position 34912: 0.010447890858992035
Position 783: 0.010323453983183656
Position 40976: 0.009765234984112458
Position 22824: 0.00908261775033635
Position 463: 0.008498548531234846
Position 658: 0.008348821778917975
Position 35239: 0.008223930647982606
Position 34686: 0.00799166234066684
Position 28479: 0.007923305487392132
Position 20689: 0.007069587730845568
Position 40689: 0.006980701432234926
Position 40498: 0.006688897769071575
Position 38305: 0.005666872193262677
Position 16159: 0.005644001396647495
Position 31192: 0.0054004357222853
Position 34894: 0.005226580221739693
Position 3134: 0.005131920106937599
Position 41947: 0.005104259195158697
Position 107: 0.004639835466809234
Position 10905: 0.004615969771892373
Position 38403: 0.004610829056600295
Position 34575: 0.004199762895404266
Position 36331: 0.004097491363285437
Position 34571: 0.003994052227858064
Position 487: 0.003581303267099103
Position 2610: 0.003525411933096015
Position 32721: 0.0035205435741888194
Position 40686: 0.0033739614387312813
Position 51130: 0.0031640869070074665
Position 31155: 0.003156044216737112
Position 18358: 0.003054507650995874
Position 36772: 0.0028997721015627614
Position 40671: 0.0028437618609615935
Position 22666: 0.0028075422804889334
Position 41720: 0.002785527399661167
Position 27380: 0.0027830737184621986
Position 40858: 0.0025835915963735587
Position 515: 0.002545617018353236
Position 40677: 0.0024316028985846747
Position 36466: 0.0023809818100011385
Position 2585: 0.0023304702816630894
Position 36808: 0.00227186496474782
Position 2501: 0.0022373060780687924
Position 22882: 0.002096035491481031
Position 40674: 0.002010059193104716
Position 24155: 0.0019886813653676016
Position 480: 0.0019285677545583994
Position 44440: 0.0019262052257635375
