Gene = l(2)05287
index = 1742
Annotated 5SS: [ 260  707 1476 1719 2959 3393]
Annotated 3SS: [ 322  820 1539 1783 3021 7016]
SMsplice 5SS: [ 260  707 1476 1719 2959 3393]
SMsplice 3SS: [ 322  820 1539 1783 3021 7016]
top_k =  500
Partition function (log Z): 23.794242180199074

Sorted 5' Splice Sites (High to Low Probability):
Position 3393: 0.9993488284534772
Position 1719: 0.9993198343831153
Position 2959: 0.9970893824333776
Position 707: 0.9961203291360448
Position 1476: 0.9923962494153066
Position 260: 0.965965252971783
Position 2692: 0.36365374285745167
Position 53: 0.23959470489877185
Position 1251: 0.08470831254257008
Position 1257: 0.06856891149928163
Position 1230: 0.056878224542389215
Position 2662: 0.038272402106238945
Position 1908: 0.03161392589406684
Position 1089: 0.029516918086694755
Position 5651: 0.02901290828614441
Position 217: 0.02822284502247032
Position 6770: 0.021677235540100977
Position 3839: 0.01659833093106645
Position 6276: 0.014796136213239754
Position 7379: 0.013000960935380236
Position 1913: 0.011595344286826445
Position 2037: 0.009500118934877427
Position 4335: 0.008004003150887281
Position 2307: 0.007257916223776173
Position 1190: 0.0068650798719714105
Position 1363: 0.00674683667157674
Position 2340: 0.005831183730042722
Position 1227: 0.005283438560276541
Position 2710: 0.005205361901037457
Position 2280: 0.004840019797999337
Position 36: 0.0037165742424276503
Position 1955: 0.0036542177578510874
Position 2659: 0.0035296325936349285
Position 505: 0.0027844952097435417
Position 647: 0.002137016526159375
Position 3214: 0.00212095878500879
Position 3798: 0.0019410167089888798
Position 2823: 0.0019338439486880432
Position 2937: 0.0019227593492079165
Position 1210: 0.0017879536569767593
Position 1145: 0.0017280487676936767
Position 3208: 0.001675545232352612
Position 160: 0.0015604636351768144
Position 2447: 0.0015110527563319475
Position 483: 0.0012267432950732397
Position 1212: 0.0010814011799531254
Position 3910: 0.0008223348362134065
Position 2239: 0.000741169190576382
Position 2024: 0.0006005137058400639
Position 463: 0.0005535360364748948
Position 670: 0.00047719124243596856
Position 86: 0.00046885461930016545
Position 1119: 0.00041703593983533744
Position 5815: 0.00040233905484038114
Position 5775: 0.0003914343658921013
Position 293: 0.0003739608099676242
Position 240: 0.0003575640202686087
Position 987: 0.0003427177703107204
Position 1410: 0.00031615576494495063
Position 3584: 0.00027377990369130173
Position 639: 0.0002463190041475661
Position 2817: 0.00024354905557172785
Position 1899: 0.00023836876018125614
Position 4561: 0.00023786744299821998
Position 26: 0.00023523232006977435
Position 863: 0.00023296322499503813
Position 1219: 0.000224434351864828
Position 2041: 0.0002105652467299934
