Gene = Cka
index = 1077
Annotated 5SS: [ 119 1921 5578 5856]
Annotated 3SS: [1338 5099 5660 6368]
SMsplice 5SS: [1921 5578 5856]
SMsplice 3SS: [5099 5636 6368]
top_k =  500
Partition function (log Z): -2.178256238985025

Sorted 5' Splice Sites (High to Low Probability):
Position 5578: 0.9860103987543718
Position 1921: 0.9733503531822586
Position 5856: 0.9522211019233231
Position 855: 0.29979484471941437
Position 119: 0.2845638667358208
Position 588: 0.16612920805881976
Position 9219: 0.14183000944446478
Position 6756: 0.07615730685375564
Position 315: 0.06686941629457072
Position 6173: 0.056929080199546005
Position 6511: 0.03540816753193644
Position 6539: 0.027536710091073845
Position 7088: 0.01936405970343108
Position 195: 0.017589070562721226
Position 362: 0.01663932655638212
Position 4602: 0.014709733055442261
Position 3195: 0.014684504887390452
Position 1783: 0.009463261014486355
Position 4119: 0.008520571068051926
Position 818: 0.007607237172336334
Position 7607: 0.006574288273665678
Position 7354: 0.005775351916615184
Position 8516: 0.005689998512626498
Position 1795: 0.005011129329033516
Position 5582: 0.0049531690435128985
Position 1020: 0.004518575328564343
Position 861: 0.003991471881845491
Position 822: 0.003821805874350408
Position 442: 0.0036981737222010823
Position 155: 0.0035605140964773776
Position 572: 0.0033435435713016215
Position 8689: 0.003243468601236996
Position 2095: 0.0023774093940677576
Position 617: 0.0022054099219162597
Position 810: 0.002049180612962602
Position 6393: 0.00194307742139752
Position 5183: 0.0016749145324177893
Position 2411: 0.0016463520562352255
Position 668: 0.0015704940586980802
Position 4181: 0.0014983797024629983
Position 5807: 0.0014071129895327518
Position 824: 0.0012741986453330882
Position 1097: 0.0011910002565484442
Position 674: 0.0010179966483941144
Position 6294: 0.0009418178860999011
Position 4139: 0.000917587501674681
Position 2099: 0.0009082205927027865
Position 873: 0.0009042600415028913
Position 871: 0.0008770421346124985
Position 2158: 0.0008692230450633452
Position 146: 0.0008551239795196019
Position 869: 0.0008215280369670126
Position 2120: 0.0007755515414103364
Position 624: 0.000730130292036779
Position 1137: 0.0007244201073471556
Position 2493: 0.000721145550968857
Position 53: 0.0007029677848167924
Position 1266: 0.0007001227368749053
Position 919: 0.0006945268435228338
Position 348: 0.0006716700427750837
Position 399: 0.0006579408528077663
Position 875: 0.0006552420062551744
Position 2673: 0.0006182440922591734
Position 879: 0.0006011578622048244
Position 6305: 0.0005957822598523436
Position 2446: 0.000518279210255711
Position 1105: 0.00048097322895715097
Position 8646: 0.0004764943767184229
Position 323: 0.00043680374373561106
Position 865: 0.0004125851282225963
Position 5412: 0.0003774395330400489
Position 343: 0.0003760300198547941
Position 474: 0.0003726459062048389
Position 2270: 0.0003559187119556965
Position 570: 0.00033304436408822263
Position 309: 0.00030101217200469035
Position 4427: 0.00029936907406076903
Position 867: 0.0002970355623260873
Position 814: 0.00027695262935408004
Position 6278: 0.00026099712552786513
Position 4327: 0.0002177655385759046
Position 4300: 0.0001782007755476886
Position 6480: 0.0001770141215133919
Position 750: 0.0001756022288613564
Position 102: 0.00017509932409072538
Position 1149: 0.000168566562449198
Position 2170: 0.0001464305801431996
Position 5830: 0.000144407264881828
Position 3550: 0.00014414505269864288
Position 460: 0.00012252898336275963
Position 2654: 0.0001143350098014631
Position 6130: 0.00011325744818475845
Position 3330: 7.142362750442322e-05
Position 6914: 7.112100546523719e-05
Position 6486: 6.728957015483793e-05
Position 6289: 6.553607910098288e-05
Position 2199: 6.450242076285445e-05
Position 241: 5.517676474981507e-05
Position 6040: 5.236480216368967e-05
Position 377: 5.122923953995696e-05
Position 243: 3.8504937381113305e-05
Position 5427: 3.136081959993602e-05
Position 6025: 2.2005274131840285e-05
Position 245: 2.1623192761173444e-05
Position 239: 1.9652793777036855e-05
Position 425: 1.327724202051642e-05
Position 6413: 1.0179137644417e-05
Position 6108: 8.179372237034173e-06
Position 5984: 8.024863182191748e-06
Position 6629: 7.326219795726944e-06
Position 6261: 7.1386990530305895e-06
Position 26: 6.527635277297604e-06
Position 427: 5.352573519993001e-06
Position 366: 4.019711497088822e-06
Position 2152: 3.880757633305869e-06
Position 5780: 3.8030295843144174e-06
Position 446: 3.7164965561946474e-06
Position 14: 3.6730803015469546e-06
Position 5860: 3.6316803638042865e-06
Position 6272: 2.4815187906506594e-06
Position 364: 2.2793486369548634e-06
Position 1154: 2.1382248097826443e-06
Position 1994: 1.6863423880326045e-06
Position 231: 2.2675205979720808e-07
Position 5313: 1.769261440166939e-07
Position 5290: 1.7468090820696814e-07
Position 2134: 1.2803192778511205e-07
Position 259: 1.2581962350211534e-07
Position 581: 1.1460437967801153e-07
Position 247: 2.148185005347694e-08
Position 233: 1.9080609516368624e-08
Position 5865: 7.681048319137315e-09
Position 249: 4.447792661412863e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5099: 0.9905610848733379
Position 5636: 0.7877620608371784
Position 6368: 0.5696685238723707
Position 1338: 0.4544579656504838
Position 9136: 0.3459841992630843
Position 266: 0.1971845146937685
Position 5660: 0.15150384526068064
Position 9442: 0.1448954189187104
Position 979: 0.0909877137306585
Position 9590: 0.06535656465193429
Position 9378: 0.05911691266110691
Position 6115: 0.058894162425819754
Position 375: 0.0550253437246518
Position 9612: 0.029867852364317993
Position 6563: 0.02571515994556669
Position 1857: 0.022120260346251672
Position 916: 0.02137293372743826
Position 8424: 0.019883560902451827
Position 3868: 0.014547660538406946
Position 546: 0.012999000020529372
Position 9393: 0.012535102975227766
Position 4259: 0.010559636017382091
Position 6231: 0.009172183742247294
Position 1993: 0.009053168314603094
Position 641: 0.007580182516220968
Position 850: 0.006570795985513325
Position 5698: 0.006552012367717379
Position 5041: 0.006384744896718499
Position 8575: 0.00615836978700147
Position 8047: 0.006134176547322957
Position 6020: 0.005786412749578486
Position 5963: 0.005227785609418163
Position 2041: 0.004358228723234519
Position 1024: 0.004122215500132766
Position 5989: 0.0038576878337622236
Position 5702: 0.0035407583233123875
Position 460: 0.00346336728526959
Position 1040: 0.002452110291168258
Position 2989: 0.002303213723086425
Position 2209: 0.0022083659853574886
Position 6247: 0.0020502001059255147
Position 5246: 0.0018095618901633448
Position 667: 0.0016225008660101135
Position 2058: 0.0015924570023240973
Position 274: 0.0015009722156537704
Position 4362: 0.0014721329183379453
Position 1345: 0.0013930995211525888
Position 929: 0.0013168920468322586
Position 1350: 0.001236830537023486
Position 2345: 0.001215867838611459
Position 184: 0.0011801113366872325
Position 5896: 0.001035666093691443
Position 655: 0.0009969977647914375
Position 1413: 0.0009542855698157682
Position 2148: 0.0009520866373836893
Position 10089: 0.0009210105813701142
Position 8000: 0.0008948193140284625
Position 440: 0.0008282242701670196
Position 8721: 0.0008068597464618768
Position 883: 0.0006755126120415363
Position 674: 0.0006736069724812123
Position 2541: 0.0006461142105590261
Position 3874: 0.0006180576685776184
Position 1390: 0.0005743390707753067
Position 3504: 0.0005285005149346569
Position 6370: 0.0005254365080138973
Position 8463: 0.00048766503817596063
Position 4810: 0.00045471655546151877
Position 3037: 0.0004388440493081661
Position 3414: 0.0004235570149489622
Position 5940: 0.00041920935947054353
Position 570: 0.0004020910043081818
Position 5473: 0.0003762226649531199
Position 2236: 0.00035529906951223554
Position 2098: 0.00035493043809812396
Position 7044: 0.0003426618806175306
Position 6033: 0.0003389960111481862
Position 6607: 0.00031410145454711377
Position 7443: 0.00030258059572356585
Position 6681: 0.00030003742063007956
Position 2232: 0.0002973505236737142
Position 6289: 0.0002886964542895709
Position 1006: 0.0002852837249789791
Position 6965: 0.00028412682930659594
Position 4733: 0.00025719320852288626
Position 6454: 0.0002488251245759907
Position 5804: 0.0002150247042864243
Position 1417: 0.00021343350712390674
Position 6622: 0.00019986116637336863
Position 6256: 0.00018267104734830315
Position 231: 0.0001604857407929074
Position 587: 0.0001443837812735899
Position 5901: 0.00012776230238410778
Position 696: 0.0001152072156552963
Position 1989: 0.00011420454327886655
Position 6121: 0.00010561614268911852
Position 1073: 8.926797764685634e-05
Position 5124: 8.712987519224378e-05
Position 591: 8.620623184716371e-05
Position 4940: 8.612054284617355e-05
Position 2287: 7.79498011896053e-05
Position 4666: 6.771177506363984e-05
Position 6902: 6.058210264019103e-05
Position 2132: 5.7414954526533684e-05
Position 624: 5.42392821744799e-05
Position 3010: 4.697214266149712e-05
Position 2456: 4.2271258189239644e-05
Position 6406: 4.0270168287816705e-05
