Gene = trc
index = 1919
Annotated 5SS: [ 695 1371 1535 2077]
Annotated 3SS: [1160 1427 1591 2133]
SMsplice 5SS: [ 695 1371 1535 2077]
SMsplice 3SS: [1160 1427 1591 2133]
top_k =  500
Partition function (log Z): 9.431354600218587

Sorted 5' Splice Sites (High to Low Probability):
Position 1371: 0.9986261802708717
Position 1535: 0.9959892337469879
Position 2077: 0.9889577573647602
Position 695: 0.9373034181699376
Position 1270: 0.13698753826300242
Position 1748: 0.03553162523787676
Position 664: 0.024001130624582465
Position 737: 0.017768579366299792
Position 2211: 0.011257109960911999
Position 1081: 0.007858102383455001
Position 2754: 0.0068388299559326024
Position 2280: 0.004799061705300769
Position 1689: 0.004057120747357014
Position 3214: 0.0038904663397371936
Position 2525: 0.003505130634257207
Position 1727: 0.0032456736416672954
Position 3031: 0.0030772549203492016
Position 2482: 0.0030387521459638517
Position 296: 0.002975956450654062
Position 2158: 0.0026180148438921915
Position 1259: 0.0022591405061189824
Position 2016: 0.002051216888686937
Position 530: 0.002049188104382353
Position 90: 0.0018181951792282797
Position 88: 0.0015806007207908861
Position 2081: 0.001507069041392051
Position 679: 0.0011118325901256266
Position 671: 0.0010664153798607301
Position 2906: 0.0009963145833137626
Position 1812: 0.0009280571630962822
Position 1526: 0.0007853968060221347
Position 623: 0.0006287767149412006
Position 1987: 0.0005896808198942236
Position 741: 0.0005478285916329494
Position 477: 0.0005423094037485974
Position 3233: 0.0005309765447255414
Position 1659: 0.0004945207370906904
Position 1070: 0.00040077792185588276
Position 2612: 0.0003927788068016822
Position 1740: 0.0003581803622280677
Position 565: 0.00033267759745621636
Position 761: 0.0002921779481462987
Position 3186: 0.00027945034771720544
Position 1730: 0.00024215723974805375
Position 614: 0.00023797895876666493
Position 525: 0.00023006239266874494
Position 1946: 0.00021968935313694215
Position 1025: 0.00021901142958356476
Position 1107: 0.00020787442538237885
Position 668: 0.0002049705739967819
Position 185: 0.00020185766346083217
Position 578: 0.00019271646107827216
Position 3037: 0.0001763200488238322
Position 3090: 0.00017411262194601772
Position 243: 0.00016830198214757268
Position 2409: 0.00015603926241074658
Position 2608: 0.0001387321301672398
Position 753: 0.00012670064432664024
Position 2747: 0.00012311575291135647
Position 106: 0.00011038609666325868
Position 1036: 9.916429567100432e-05
Position 2225: 8.627362203252417e-05
Position 970: 8.548329678519066e-05
Position 2178: 7.898243197920649e-05
Position 3052: 7.264167156745864e-05
Position 2486: 6.830911598130614e-05
Position 503: 6.456012464903674e-05
Position 2758: 6.008477167465567e-05
Position 1542: 5.0462523044249296e-05
Position 326: 4.9936559266705454e-05
Position 92: 4.4349597395784674e-05
Position 2477: 3.639526755728523e-05
Position 539: 3.564852898710355e-05
Position 2568: 3.3406065404254575e-05
Position 976: 2.849615369679717e-05
Position 647: 2.8353362889641464e-05
Position 2266: 2.5777723027218203e-05
Position 2433: 2.1210773258757923e-05
Position 2779: 1.781160627313623e-05
Position 2260: 1.7327168103842192e-05
Position 2603: 1.6423674295124895e-05
Position 448: 1.6173772592006934e-05
Position 334: 1.5889870582267358e-05
Position 2595: 1.571798486328374e-05
Position 699: 1.5062250165742784e-05
Position 94: 1.4574243569940328e-05
Position 479: 1.4332084059773857e-05
Position 301: 1.2850537326950618e-05
Position 917: 1.2258351029678924e-05
Position 1930: 9.22420359600061e-06
Position 1204: 9.078970851554465e-06
Position 2320: 8.922631847811358e-06
Position 1375: 8.380169278460628e-06
Position 687: 7.4609241169121095e-06
Position 3194: 7.059075236528483e-06
Position 420: 5.5295741094819765e-06
Position 799: 5.525938357533118e-06
Position 930: 4.629928781103638e-06
Position 1201: 4.221164401536097e-06
Position 801: 3.1323573846572606e-06
Position 874: 1.9317609056682347e-06
Position 1309: 1.308885969017492e-06
Position 520: 1.2666848410193956e-06
Position 879: 1.2343521637500799e-06
Position 1130: 1.136898167444872e-06
Position 1463: 8.981002212013233e-07
Position 563: 6.117073048124017e-07
Position 933: 5.403852749879677e-07
Position 2407: 5.039995276723758e-07
Position 2494: 3.908408252708745e-07
Position 534: 3.874145388213596e-07
Position 394: 3.7370661966234217e-07
Position 2670: 3.1443048127016173e-07
Position 2195: 3.0936632505870704e-07
Position 2394: 2.2359145858119547e-07
Position 2729: 1.551853100511192e-07
Position 2051: 1.1837322388444262e-07
Position 2063: 1.1784730190097693e-07
Position 1993: 8.215464436458008e-08
Position 1122: 4.4461346414844935e-08
Position 1190: 3.5955470953179143e-08
Position 1445: 3.4557657508980474e-08
Position 2061: 3.372120256777658e-08
Position 2036: 2.3697315941179953e-08
Position 2323: 1.8629613315896697e-08
Position 1918: 1.746120749920801e-08
Position 1968: 1.4750073801918202e-08
Position 2010: 8.784345657612305e-09
Position 1950: 1.9071164263450904e-09
Position 1560: 1.6591507259243223e-09
Position 1612: 1.0952576468697811e-09
Position 1955: 7.995099156959177e-10
Position 1622: 5.628595372992438e-10
Position 1591: 3.265275768074292e-10
Position 1619: 3.096103410712514e-10
Position 1493: 1.1702039731170088e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1427: 0.9977469591718783
Position 2133: 0.9913589118627876
Position 1160: 0.9891000577165308
Position 1591: 0.974123460583773
Position 1321: 0.14391608549883195
Position 1796: 0.02925853658828821
Position 1848: 0.024803700815162134
Position 2742: 0.011061042240630438
Position 3378: 0.009689362494991091
Position 1579: 0.00891900328486804
Position 2805: 0.007616050068836321
Position 3273: 0.00597059049220524
Position 1122: 0.00403009880302758
Position 2423: 0.002178070497933599
Position 2633: 0.002086805993942499
Position 1654: 0.00157591436888565
Position 2494: 0.0011372473102093472
Position 2620: 0.0010270532487632433
Position 1700: 0.000752260896465827
Position 2237: 0.0007427232417243204
Position 151: 0.0007314294846140335
Position 577: 0.0006567378494530602
Position 2500: 0.0006452697599604768
Position 735: 0.0006011698507591523
Position 2792: 0.0005453153598057825
Position 550: 0.0004984695892000876
Position 2153: 0.0004983312980931633
Position 3109: 0.00045745407915493384
Position 1476: 0.00039420256196091613
Position 1874: 0.0003848626345751905
Position 3233: 0.00036421776283914446
Position 988: 0.00030601321772949974
Position 3364: 0.000304717451241794
Position 1521: 0.0002821558316650478
Position 177: 0.0002687884132132089
Position 2317: 0.0002561875721687027
Position 1850: 0.0002485598794026076
Position 1232: 0.0002422113696773438
Position 364: 0.0002287246775294772
Position 2447: 0.00022500129660936718
Position 211: 0.00020998784696579697
Position 1229: 0.00018136327596076938
Position 2716: 0.0001766512632248842
Position 1689: 0.00016572633237428683
Position 352: 0.00015846047832486824
Position 544: 0.00015685218157900972
Position 1865: 0.00015083349743851942
Position 1811: 0.00013742748622887864
Position 1607: 0.0001336376338040025
Position 2853: 0.00012609976093835238
Position 2524: 0.00011334604613515567
Position 2869: 0.00010608617077923534
Position 1463: 9.100026893193324e-05
Position 976: 7.633224169346934e-05
Position 1925: 7.423778837880523e-05
Position 1460: 7.401983406123175e-05
Position 1331: 6.859665229428398e-05
Position 1499: 5.8731709385631716e-05
Position 3220: 5.6768569735423664e-05
Position 1877: 4.995133824750579e-05
Position 206: 4.202883290349524e-05
Position 766: 4.0022851196543863e-05
Position 2894: 3.975156141877926e-05
Position 1107: 3.655152866649343e-05
Position 1190: 3.349909403002853e-05
Position 590: 3.2234537782408906e-05
Position 3381: 2.95387371859731e-05
Position 854: 2.8740682835928865e-05
