Gene = Cbl
index = 1055
Annotated 5SS: [ 909 1860 2073 2260 2450]
Annotated 3SS: [1451 1947 2137 2317 4086]
SMsplice 5SS: [ 909 1860 2073 2260 2450]
SMsplice 3SS: [1451 1947 2137 2317 3825]
top_k =  500
Partition function (log Z): 13.817043123728736

Sorted 5' Splice Sites (High to Low Probability):
Position 2260: 0.9997484629845328
Position 2073: 0.9994538326357494
Position 909: 0.9870254820615438
Position 1860: 0.9616319498603453
Position 2450: 0.7014473782183578
Position 2546: 0.2680685446048066
Position 5832: 0.17616156879786252
Position 3756: 0.16792170463514183
Position 4024: 0.09237811950420562
Position 4921: 0.09209162914923888
Position 5582: 0.07493168996827129
Position 2901: 0.0683071016449409
Position 2895: 0.04566475819010516
Position 6045: 0.0353859411361673
Position 1870: 0.033101835566009596
Position 1314: 0.018415398209387448
Position 2805: 0.017700973220037892
Position 2905: 0.013932496082468965
Position 5868: 0.011111773821744816
Position 169: 0.010288912151626453
Position 6676: 0.00826732548858153
Position 988: 0.004264548855750483
Position 1329: 0.004164263366242488
Position 3485: 0.004162588434946811
Position 3404: 0.002585720285943573
Position 514: 0.002480139549197425
Position 6012: 0.0024554878084664146
Position 3113: 0.0022882037010059724
Position 979: 0.0022789869507426758
Position 1876: 0.0021759088208484173
Position 2880: 0.0018949434654207506
Position 902: 0.0017504737278620126
Position 2917: 0.0016990748526396298
Position 3569: 0.001514363908186544
Position 3310: 0.0014296028776718738
Position 1495: 0.0014254376854623127
Position 1690: 0.0012631282326650178
Position 3281: 0.0011848841273253998
Position 3047: 0.0010640506405313855
Position 2762: 0.0009200793839152943
Position 59: 0.0009010353353750203
Position 3532: 0.0008965350723273422
Position 4439: 0.0008384182645878168
Position 3019: 0.0008205127183576001
Position 1156: 0.0007584694703436756
Position 2890: 0.0006189029215945506
Position 4515: 0.0006151531545687639
Position 1581: 0.0006079344038666847
Position 3912: 0.0005848456328574483
Position 2670: 0.00044703300810989015
Position 2814: 0.0004452268625079751
Position 2885: 0.00041921813958037624
Position 2455: 0.00039116187641919715
Position 3131: 0.0003717085535658843
Position 116: 0.00034701349381187856
Position 2808: 0.0003359189093157345
Position 1901: 0.00033010488088105376
Position 3243: 0.00030047638771909217
Position 177: 0.0002904916786204338
Position 2064: 0.00028542265733984295
Position 2504: 0.0002834302150822999
Position 3917: 0.00027071339262152894
Position 132: 0.00025310942955546255
Position 970: 0.00019978599757368459
Position 3059: 0.00016884985382682
Position 2242: 0.0001429375118044283
Position 1827: 0.0001266754649970676
Position 3123: 0.0001266270536299018
Position 1007: 0.00012450464820805947
Position 2899: 0.00011741762565738327
Position 45: 0.00010013123566895264
Position 501: 9.209238465618448e-05
Position 557: 8.171785060513676e-05
Position 4454: 8.00852040295244e-05
Position 2559: 7.728775381480944e-05
Position 2550: 6.66459114476781e-05
Position 738: 6.56704716603841e-05
Position 1615: 5.5303678457113646e-05
Position 1297: 5.412205321214077e-05
Position 2460: 5.3643261729715145e-05
Position 2269: 5.2421570514704006e-05
Position 4044: 4.780256583615767e-05
Position 941: 4.3485166172836045e-05
Position 711: 4.277497499011411e-05
Position 1891: 4.274354887052306e-05
Position 190: 4.114976751895924e-05
Position 1129: 4.104655222228102e-05
Position 1899: 3.9839395091492037e-05
Position 564: 3.6122010321056154e-05
Position 4004: 3.5054744020302826e-05
Position 327: 3.469942134955266e-05
Position 1134: 3.3626709963966055e-05
Position 3408: 3.350644756992301e-05
Position 517: 3.33194207137814e-05
Position 525: 3.11809604933947e-05
Position 1783: 3.048787702105963e-05
Position 2682: 2.443299799422738e-05
Position 1671: 2.3506943937700416e-05
Position 2660: 2.1274190312157346e-05
Position 951: 1.683600908360108e-05
Position 1588: 1.5926054230284783e-05
Position 198: 1.5749647459328276e-05
Position 693: 1.5669358697671594e-05
Position 1735: 1.5330110570912375e-05
Position 2036: 1.5018169002051124e-05
Position 380: 1.4795729762407794e-05
Position 833: 1.216763231289618e-05
Position 57: 1.1499533995097533e-05
Position 371: 1.134471533620996e-05
Position 1049: 1.1218122143859058e-05
Position 1164: 1.0675877686390405e-05
Position 2674: 9.888966515364903e-06
Position 3169: 9.846451879392036e-06
Position 1025: 9.804284404452222e-06
Position 1012: 8.961042445638939e-06
Position 63: 7.811641810267269e-06
Position 1648: 7.129964902044986e-06
Position 2083: 6.9295718648019286e-06
Position 1337: 6.3165924838576214e-06
Position 1268: 6.264296916505921e-06
Position 461: 5.387972888965422e-06
Position 93: 5.255390547886002e-06
Position 2914: 5.24376978843406e-06
Position 913: 4.906042510394117e-06
Position 1221: 4.628465825236464e-06
Position 787: 4.5142925508679525e-06
Position 1833: 4.158829044366127e-06
Position 20: 3.717374025974798e-06
Position 2628: 3.6653018301767706e-06
Position 1027: 3.1314270394183044e-06
Position 2640: 2.6629714351676655e-06
Position 2653: 2.4932157359725494e-06
Position 2621: 2.416507975884723e-06
Position 1224: 2.345263740595721e-06
Position 2211: 2.0535924939402433e-06
Position 164: 1.9399381976381794e-06
Position 667: 1.6720950158997532e-06
Position 451: 1.6324080082223149e-06
Position 2611: 1.2734050352315721e-06
Position 714: 8.485897829002291e-07
Position 835: 7.212833851694227e-07
Position 1912: 7.058051161182784e-07
Position 1914: 7.046158591732893e-07
Position 591: 6.767054632428598e-07
Position 1666: 4.089637682014689e-07
Position 2013: 3.474950091824862e-07
Position 2647: 2.376984161133777e-07
Position 2102: 1.6474432041858196e-07
Position 2214: 1.0848752993354112e-07
Position 2278: 8.696353645059959e-08
Position 1920: 7.997775267762215e-08
Position 2405: 6.335311993589927e-08
Position 1999: 3.290896883620503e-08
Position 2331: 2.194073111739936e-08
Position 2363: 1.5950623035868812e-08
Position 1981: 5.93406142557076e-09
Position 2006: 5.427670420006577e-09
Position 2118: 5.019335717068275e-09
Position 2165: 3.65084896291525e-09
Position 2104: 3.160965934026157e-09
Position 1996: 2.572235515978554e-09
Position 1963: 1.036208576512066e-09
Position 382: 6.991991529071904e-10
Position 2366: 5.834718312349357e-10
Position 8: 4.317130614806848e-10
Position 2201: 2.1303530968447026e-10
Position 80: 1.9576570252086896e-10
Position 2154: 3.837056368253925e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2317: 0.9997573578566101
Position 1947: 0.9964097946062895
Position 1451: 0.9630713449849795
Position 2137: 0.9519325369186822
Position 3825: 0.5804224405846597
Position 5886: 0.2013991333336757
Position 5757: 0.16201015447018965
Position 2729: 0.13372269395856598
Position 4086: 0.10768345603343014
Position 6178: 0.0861893712162343
Position 2593: 0.06807804804056247
Position 5686: 0.06328206240098087
Position 2702: 0.05864844105874106
Position 2679: 0.05502119466313511
Position 3629: 0.05062039213318672
Position 5921: 0.041268372918721215
Position 5634: 0.03869564134730169
Position 3791: 0.03741180486067504
Position 7051: 0.03586291568282422
Position 2141: 0.03009453854620434
Position 1608: 0.018421884045845195
Position 4608: 0.01479950900714259
Position 2151: 0.014189631537299562
Position 3092: 0.01135636907590851
Position 1119: 0.008910988700872532
Position 1482: 0.008259980670173587
Position 3806: 0.008040553040076176
Position 6136: 0.007832271176519738
Position 230: 0.0067502912074907055
Position 4324: 0.005009542701724946
Position 1140: 0.004759127288447615
Position 1075: 0.004642798081549597
Position 1638: 0.004641410917206764
Position 7119: 0.004275667011774394
Position 1191: 0.0035767822444266123
Position 2118: 0.0035199268778238154
Position 6535: 0.0035068873049028397
Position 1970: 0.003114121291859256
Position 6394: 0.0030702780598098954
Position 4998: 0.002907770223679743
Position 3860: 0.002732634702829372
Position 6112: 0.002528233032621406
Position 3982: 0.0023431941463079435
Position 5039: 0.0023232352481153645
Position 621: 0.002064446064758438
Position 3221: 0.0014631904273671012
Position 2633: 0.001426327890080877
Position 6309: 0.0013329672084633896
Position 4971: 0.0011787979146358932
Position 1276: 0.0011400526430534181
Position 1007: 0.0011033512901289155
Position 260: 0.0010901800719742758
Position 5699: 0.0009420814069547653
Position 3198: 0.0008946939538756194
Position 3149: 0.0008675827475689449
Position 4133: 0.0008140020574849453
Position 115: 0.0007661463012946617
Position 970: 0.0007321567953666079
Position 3026: 0.0006876298447926701
Position 1390: 0.0006680898097241675
Position 5042: 0.0006074531739302688
Position 1025: 0.0005946305353197796
Position 1408: 0.00047191206096439147
Position 1145: 0.00041177459403775915
Position 423: 0.00040041504934253786
Position 1707: 0.0003499003879429194
Position 4365: 0.00032388529847799774
Position 1233: 0.0003155801469634431
Position 3288: 0.0002971670749438615
Position 3123: 0.00029402149895654437
Position 3505: 0.0002766558511799759
Position 1314: 0.00025327261373820335
Position 806: 0.00024981760164096757
Position 597: 0.00023434905184314828
Position 281: 0.00021015953803769607
Position 284: 0.00020397361982496586
Position 1910: 0.00018711707133307466
Position 3656: 0.0001819999564731529
Position 1154: 0.0001379317454048648
Position 1419: 0.00011457973757818443
Position 627: 0.0001078259358496233
Position 2640: 9.279782907881167e-05
Position 4108: 9.168190262343665e-05
Position 1821: 9.111951474604961e-05
Position 3396: 8.862227374143206e-05
Position 173: 8.659807610485266e-05
Position 2621: 7.598152203232282e-05
Position 777: 7.453744799292483e-05
Position 198: 7.444664879030349e-05
Position 3285: 7.373228339454465e-05
Position 393: 7.267597488789848e-05
Position 693: 6.609702099061012e-05
Position 3636: 6.388057724050592e-05
Position 3231: 6.155943498145557e-05
Position 633: 5.8670667768766754e-05
Position 702: 4.776293939380487e-05
Position 459: 3.373570402402927e-05
Position 1722: 3.329307206181008e-05
Position 2347: 3.154219711960392e-05
Position 1730: 3.13792685338148e-05
Position 723: 3.050771039657933e-05
Position 266: 2.9552575366544303e-05
Position 3241: 2.7786489083174392e-05
Position 2914: 2.149553718013992e-05
Position 255: 2.0805722717223945e-05
Position 782: 1.93700201970233e-05
Position 1521: 1.9232705325791277e-05
Position 2559: 1.9194494573525444e-05
Position 480: 1.84930728572243e-05
Position 1255: 1.78132778944857e-05
Position 868: 1.581117033362831e-05
Position 699: 1.531545557547039e-05
Position 557: 1.479008772370289e-05
Position 720: 1.3271505058081815e-05
Position 2389: 1.2647310971171091e-05
Position 1695: 1.2525358614952915e-05
Position 445: 1.2430479972326345e-05
Position 729: 1.1722183714784073e-05
Position 96: 9.011862585580972e-06
Position 2172: 8.325855521469222e-06
Position 2013: 7.340121412876761e-06
Position 1328: 7.315625418491511e-06
Position 2756: 7.002418931068542e-06
Position 1581: 5.471142820740006e-06
Position 1949: 5.293422422751973e-06
Position 735: 5.2527329984541335e-06
Position 534: 4.713198106755107e-06
Position 1689: 4.502288548124738e-06
Position 477: 4.368590366535322e-06
Position 399: 3.9225696536271596e-06
Position 2814: 3.87789918762232e-06
Position 1979: 3.461175637669287e-06
Position 2182: 3.1579736594604314e-06
Position 158: 2.9798184997198553e-06
Position 2021: 2.9084059905327917e-06
Position 816: 1.9929129242603422e-06
Position 1485: 1.8245087499160792e-06
Position 657: 1.756522671373684e-06
Position 1536: 1.5534323520417327e-06
Position 2808: 1.5135871967490293e-06
Position 2829: 1.4517758147225853e-06
Position 1325: 1.4111450918461466e-06
Position 891: 1.123499247531877e-06
Position 1912: 1.1229998848778373e-06
Position 908: 9.868861776576529e-07
Position 732: 7.732705382358307e-07
Position 552: 7.070556478873319e-07
Position 711: 5.400770871250942e-07
Position 2425: 4.5141683975755876e-07
Position 2467: 4.461592373414252e-07
Position 2422: 2.4826390043498497e-07
Position 1899: 2.3023371826765723e-07
Position 2762: 1.3125879504413645e-07
Position 2242: 5.965076970132993e-08
Position 2428: 3.182049247651343e-08
Position 2196: 2.2256437530242623e-08
Position 2023: 1.910942687454082e-08
Position 2045: 1.707091383396419e-08
Position 941: 2.989532578910351e-09
Position 2476: 1.5337758873541703e-09
Position 2431: 1.4322372178558846e-09
Position 2455: 1.416199403101249e-09
Position 2287: 7.91333786945167e-10
Position 2253: 7.535011136831215e-10
Position 122: 7.23285388516645e-11
Position 2259: 3.699754661462535e-11
Position 129: 2.6430293321350143e-11
Position 297: 1.1817811276659969e-11
Position 291: 3.719310269759259e-14
Position 136: 1.4188663774211776e-14
