Gene = nompB
index = 1819
Annotated 5SS: [  197   447  2231  3024  7805 10693 10834]
Annotated 3SS: [  249  2004  2302  7606  9798 10746 10893]
SMsplice 5SS: [  197   447  7807  8084 10693]
SMsplice 3SS: [  249  7606  7868  9785 10893]
top_k =  500
Partition function (log Z): 0.5851961542917989

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.9810292187989117
Position 10693: 0.9755775486026839
Position 447: 0.9298518769634304
Position 7807: 0.8382890583946192
Position 8084: 0.8303959477797215
Position 2231: 0.5436217521578616
Position 3024: 0.2687403815996156
Position 10389: 0.24357475575982288
Position 3053: 0.15811703451502102
Position 10834: 0.1085988891417338
Position 451: 0.05917141349328485
Position 3638: 0.029966751075760648
Position 2406: 0.02114204770149511
Position 2490: 0.020531129689459148
Position 10176: 0.015634575351057046
Position 1669: 0.014693388456498046
Position 10968: 0.012862481147239006
Position 2657: 0.012220749397307875
Position 2847: 0.008797035506615918
Position 3264: 0.007880556905278118
Position 4159: 0.006400126830913822
Position 1508: 0.004827838050229497
Position 3267: 0.004625889278667574
Position 1513: 0.004569295328286134
Position 3296: 0.004483903891774773
Position 6093: 0.003909272454707839
Position 442: 0.0035749239249351257
Position 366: 0.002994943789532495
Position 1003: 0.002215114962144279
Position 1495: 0.001704994150188105
Position 541: 0.0011858228127046816
Position 57: 0.0009883603158625776
Position 2427: 0.0009691825712888424
Position 2193: 0.0008886519536596875
Position 1409: 0.0008794702228264414
Position 941: 0.0008428286956430692
Position 9968: 0.0006005148095838104
Position 526: 0.0005810371987244364
Position 2930: 0.0005407756305019788
Position 11053: 0.0004727756006353946
Position 983: 0.0004111411325851122
Position 2494: 0.00038006246759750566
Position 10673: 0.0003724114704682914
Position 1751: 0.00034306304851356947
Position 3398: 0.00027138471158212195
Position 2133: 0.00016934366364234664
Position 1320: 0.00015218824546237359
Position 1747: 0.00010413835809722955
Position 476: 8.847825357691153e-05
Position 11042: 8.759488763634499e-05
Position 503: 8.639515154163594e-05
Position 2721: 7.581073197005127e-05
Position 49: 5.3599393368166904e-05
Position 1482: 4.8780107970662525e-05
Position 3076: 4.293181214776264e-05
Position 201: 1.8620345990604447e-05
Position 783: 1.4954343537426348e-05
Position 134: 1.214066128758193e-05
Position 1350: 5.084043929480476e-06
Position 2381: 3.6488035871615013e-06
Position 2201: 1.5115158768902675e-06
Position 52: 1.117635184940402e-06
Position 47: 1.1074507236788154e-06
Position 5440: 4.673201537668448e-07
Position 2949: 4.340807699136691e-07
Position 16: 4.198023395244353e-07
Position 788: 3.0254676724560937e-07
Position 328: 2.1225724649244856e-07
Position 296: 1.7065054820198854e-07
Position 232: 1.562570193990233e-07
Position 4246: 1.0446306912291018e-07
Position 720: 1.0350116108125669e-07
Position 778: 8.118129441567484e-08
Position 794: 7.605571011725902e-08
Position 241: 5.765537239931532e-08
Position 615: 5.30903805983368e-08
Position 706: 3.989866075024853e-08
Position 490: 2.658608215426178e-08
Position 351: 1.0976299838342399e-08
Position 116: 9.581429760987854e-09
Position 319: 9.146805797942848e-09
Position 1345: 7.780744471353304e-09
Position 1162: 2.604965013896963e-09
Position 230: 3.3681588546872267e-10
Position 269: 2.7971950659895435e-10
Position 411: 1.6188673854462823e-11
Position 2452: 6.644469797004973e-12
Position 424: 2.6640463061858994e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9610196866954245
Position 7606: 0.9283487302161516
Position 10893: 0.845855806564215
Position 9785: 0.7945582951463697
Position 2004: 0.5003025070295724
Position 7868: 0.46594793207484125
Position 2281: 0.38810476323807597
Position 7883: 0.2247167543143085
Position 10469: 0.18101975944137383
Position 10746: 0.1644909282609639
Position 10435: 0.1533737692554276
Position 10926: 0.06133007132060993
Position 7973: 0.04599934068048499
Position 3120: 0.03557461026541659
Position 9789: 0.03403498433929581
Position 2030: 0.023900375231285544
Position 2749: 0.023840948909887062
Position 269: 0.019189790883528
Position 11037: 0.016867569764379718
Position 2555: 0.016741771263271976
Position 10244: 0.015209682971070681
Position 9824: 0.01520517692468722
Position 10901: 0.01507397529213935
Position 9536: 0.013544066727796613
Position 9568: 0.011467045233423323
Position 1926: 0.011220066256469527
Position 2984: 0.009031424891528196
Position 3173: 0.008657081032557282
Position 1407: 0.008404241770876855
Position 2752: 0.008293060394564287
Position 9509: 0.008253090504305333
Position 1240: 0.00820384098330054
Position 10753: 0.00803226501551205
Position 1422: 0.006493086408299705
Position 1564: 0.006215808960540652
Position 1602: 0.00519753949395257
Position 838: 0.004699495162985516
Position 9837: 0.004500173739174775
Position 2066: 0.004368473419610192
Position 9189: 0.0037121543388941203
Position 7239: 0.003629095374909287
Position 2349: 0.0033369145301253783
Position 761: 0.0033134648984678478
Position 1002: 0.0031240425213518767
Position 2482: 0.0030871308180218313
Position 1941: 0.0030107567457890844
Position 5817: 0.002946215682335584
Position 1147: 0.0027120257739046624
Position 3414: 0.0026661300642951435
Position 3161: 0.0026330705515268294
Position 8986: 0.0023210111853812225
Position 10757: 0.002158258417072235
Position 1362: 0.002132569945085706
Position 2017: 0.002114964197566168
Position 961: 0.0015738030560597006
Position 1605: 0.0014880057453602197
Position 2568: 0.0013738514295414843
Position 2440: 0.0013245972426406813
Position 8884: 0.0012953850894108787
Position 850: 0.0012898023846381356
Position 2421: 0.0012487527969529415
Position 2906: 0.0011959237487592983
Position 9710: 0.0011585666322832561
Position 1472: 0.0009810451461807804
Position 5349: 0.0009664113877428203
Position 3469: 0.0009512678603709471
Position 8066: 0.0008627934738649596
Position 4046: 0.000811255382526078
Position 9312: 0.0008048044195698837
Position 266: 0.0007502281746210679
Position 891: 0.0007469338612713756
Position 10801: 0.0007166701966145693
Position 1356: 0.0007122950077978871
Position 1259: 0.0006819261613388219
Position 9577: 0.0006818220774419781
Position 11110: 0.000667845731080788
Position 1127: 0.000648114081365088
Position 521: 0.0006194327929158516
Position 1014: 0.0004899701596713255
Position 1796: 0.0004156393688331242
Position 3008: 0.00039548801606284717
Position 1199: 0.00034977021055798815
Position 1868: 0.00032804078829228885
Position 3963: 0.00032506023819193824
Position 2163: 0.0003215144150190588
Position 8995: 0.00030411859450420295
Position 2081: 0.0002761396150855321
Position 3151: 0.0002601444964338013
Position 2705: 0.0002549507761817047
Position 1899: 0.0002459562844066896
Position 741: 0.00023958699155734593
Position 602: 0.00023631913029398935
Position 3873: 0.00020553485607586103
Position 861: 0.00020048040704449276
Position 1525: 0.0001978858650337204
Position 1584: 0.0001964012985901585
Position 2047: 0.00018506892894610966
Position 595: 0.00015290000965702575
Position 316: 0.0001433289929862695
Position 102: 0.0001329116747505015
Position 717: 0.00011975716536789899
Position 2183: 0.00011429786474824951
Position 1874: 0.00010062239702648698
Position 1891: 8.66439498332988e-05
Position 8406: 8.315458018015758e-05
Position 8467: 7.034091664712707e-05
Position 8533: 6.992701327252537e-05
Position 936: 6.14585322379205e-05
Position 8791: 5.580551651682314e-05
Position 2389: 4.8863478950683993e-05
Position 1162: 4.8373799830124054e-05
Position 1063: 4.66727407734501e-05
Position 295: 4.3627105355525256e-05
Position 8333: 3.795663052991108e-05
Position 2699: 3.170337006140359e-05
Position 319: 1.8735462910527757e-05
Position 131: 1.8157636685437833e-05
Position 365: 1.702939799176207e-05
Position 416: 1.1235345093664992e-05
Position 280: 1.0959249934267845e-05
Position 390: 6.263849089742797e-06
Position 187: 5.909549588875101e-07
Position 283: 5.028122664248701e-07
Position 5508: 4.6732015376684466e-07
Position 5097: 4.3583517255034814e-07
Position 720: 3.4805197079627815e-07
Position 305: 3.043928517580771e-07
Position 773: 2.884983932274305e-07
Position 4321: 2.7402628008624736e-07
Position 656: 1.9658625205801604e-07
Position 901: 1.733245074424225e-07
Position 3693: 1.4228436239409658e-07
Position 540: 1.369972333388618e-07
Position 525: 1.3431855264324533e-07
Position 659: 1.3412928947274874e-07
Position 692: 8.955430096262717e-08
Position 894: 5.76423823161048e-08
Position 534: 4.881148546810076e-08
Position 197: 4.243858938177687e-08
Position 794: 4.030495892849684e-08
Position 387: 2.6651258412127604e-08
Position 469: 2.579729005314326e-09
Position 438: 2.42824006479879e-09
Position 165: 1.9697757162013118e-09
Position 3840: 7.880423709163763e-10
Position 171: 3.1581691631973194e-10
Position 396: 2.998256386441006e-11
Position 351: 2.936087361332264e-11
Position 112: 2.165906060143966e-11
Position 418: 3.2340037948058077e-12
Position 447: 2.818259586949725e-13
Position 201: 3.5357223617434894e-14
Position 61: 1.334015394949186e-14
