Gene = Tango1
index = 1546
Annotated 5SS: [ 293 2508 3057 3242 3990 4149]
Annotated 3SS: [ 398 2619 3108 3364 4046 4206]
SMsplice 5SS: [ 293 1146 3057 3242 3990 4149 4940]
SMsplice 3SS: [ 398 2619 3108 3364 4046 4206 5088]
top_k =  500
Partition function (log Z): 9.922789740445314

Sorted 5' Splice Sites (High to Low Probability):
Position 4149: 0.9997502839843826
Position 293: 0.9863879669827236
Position 3990: 0.8348445339188614
Position 3242: 0.8004564691775125
Position 1146: 0.6873178580749342
Position 3057: 0.6165740203994842
Position 4940: 0.5793567156398942
Position 897: 0.3019333744250928
Position 3039: 0.2742215306721226
Position 2508: 0.07902920293043914
Position 3510: 0.03411430149898535
Position 3277: 0.027675683271014804
Position 2715: 0.02278494682156184
Position 3946: 0.02170352838045929
Position 4954: 0.02073164584216483
Position 3993: 0.020032907301268305
Position 4982: 0.012742867094310916
Position 3636: 0.008340322792124988
Position 610: 0.007295286331240026
Position 3814: 0.006835718785685737
Position 3869: 0.0066088981697447185
Position 649: 0.006510334887424218
Position 1397: 0.005120463864645604
Position 617: 0.005115988826643951
Position 1169: 0.0048057600179193935
Position 3011: 0.004480838276312601
Position 626: 0.003663032807217863
Position 3404: 0.003639200356583938
Position 806: 0.0035068531185512564
Position 3173: 0.0031501304903888577
Position 444: 0.0031092926868251038
Position 845: 0.003082191555914084
Position 3767: 0.0030619568286047623
Position 5038: 0.0027826319977403346
Position 3851: 0.002752121513705484
Position 4368: 0.0026822663499522876
Position 319: 0.002661766615603696
Position 2010: 0.0021906594245318916
Position 1855: 0.0019600999770949283
Position 636: 0.0019039536908567326
Position 2795: 0.0018985835945736643
Position 1945: 0.001621584832437331
Position 2760: 0.0015252284951685106
Position 3495: 0.0012051392644109925
Position 2821: 0.0010545130325770194
Position 3619: 0.0009263272340205846
Position 1885: 0.0008854779722141686
Position 4843: 0.0008760522328924681
Position 2390: 0.0008141701471013006
Position 674: 0.0007693644565385776
Position 525: 0.0007326710758306563
Position 2271: 0.0007103572001712805
Position 287: 0.0006669528295983948
Position 2733: 0.0006336388058320965
Position 1612: 0.0005693595915282664
Position 3255: 0.0005236856785483169
Position 3877: 0.00048595087805777283
