Gene = Sse
index = 1526
Annotated 5SS: [ 166  446  981 1398 1751 2134]
Annotated 3SS: [ 249  508 1037 1451 1807 2189]
SMsplice 5SS: [ 166  446  981 1398 1751 2134]
SMsplice 3SS: [ 249  508 1037 1451 1807 2189]
top_k =  500
Partition function (log Z): 11.156477029501735

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.9991128321370212
Position 981: 0.9873910523401705
Position 1398: 0.9542518727841328
Position 2134: 0.9511807596745145
Position 166: 0.939177799807764
Position 1751: 0.8394891461454413
Position 922: 0.06736208874565955
Position 1386: 0.029895350879122175
Position 683: 0.019641487033655508
Position 637: 0.01769689193356543
Position 596: 0.008373813018338458
Position 2014: 0.0068709471422141125
Position 1180: 0.004646369672274213
Position 1719: 0.004185472902196023
Position 1713: 0.004045521679097088
Position 72: 0.0033191362346176602
Position 2479: 0.0018893536829947134
Position 1598: 0.0013853818889316837
Position 2076: 0.0013847741503572864
Position 1401: 0.0012826732884785787
Position 790: 0.0010075148985292683
Position 2103: 0.0007928147533056365
Position 2411: 0.0007914148814796506
Position 1869: 0.0006176529035278629
Position 2467: 0.0005815885303763025
Position 1940: 0.0005116098041843263
Position 2404: 0.00048390166587066054
Position 1749: 0.0004526512434336643
Position 1389: 0.00042040623739168965
Position 2499: 0.0003970891674687114
Position 1986: 0.0003858991249327487
Position 796: 0.00031677888084776954
Position 1113: 0.00022296183288048575
Position 894: 0.0002006371353786891
Position 2423: 0.00018944602038398212
Position 985: 0.00018028933690285138
Position 860: 0.00017586687414733774
Position 1835: 0.00016945303771990832
Position 1990: 0.0001528338113819398
Position 1192: 0.00012058786013532596
Position 2460: 0.0001120776618913265
Position 1602: 0.00010446649143704268
Position 2470: 9.519673200128602e-05
Position 2282: 8.688949424704153e-05
Position 1928: 8.337989927420397e-05
Position 961: 8.235189948056173e-05
Position 732: 8.061184427951371e-05
Position 52: 7.379099237705036e-05
Position 1506: 6.791263546761297e-05
Position 1348: 6.551918843080244e-05
Position 941: 6.201563064920718e-05
Position 1162: 6.032891342878279e-05
Position 2054: 5.3725256610386116e-05
Position 1147: 5.300348891846256e-05
Position 2034: 4.8979863611417344e-05
Position 318: 4.8261158864143206e-05
Position 1535: 4.5588250702413485e-05
Position 1591: 3.440883518875926e-05
Position 1315: 3.067884954641383e-05
Position 2315: 2.814677607047121e-05
Position 1913: 2.511395224188959e-05
Position 139: 2.4106144237770974e-05
Position 1116: 2.3441886339203507e-05
Position 2267: 2.204209116984143e-05
Position 667: 2.1260197902939333e-05
Position 106: 2.04380770709746e-05
Position 2380: 1.881078278940863e-05
Position 1338: 1.8809870175594543e-05
Position 2377: 1.6407460725377673e-05
Position 130: 1.4303151361769857e-05
Position 147: 1.2052914035400696e-05
Position 536: 1.1942995803346722e-05
Position 2385: 1.0849295626969377e-05
Position 1006: 1.0515277476905236e-05
Position 19: 8.555282797011886e-06
Position 687: 8.113204984228368e-06
Position 2028: 7.4754646955180295e-06
Position 1661: 7.1795673882369445e-06
Position 1648: 6.44895420557264e-06
Position 225: 6.336333016129998e-06
Position 231: 5.814976559421583e-06
Position 1149: 4.956005079693039e-06
Position 385: 4.343557222987175e-06
Position 873: 3.2227893629570325e-06
Position 2421: 2.848770058555816e-06
Position 237: 2.504861649577334e-06
Position 891: 1.638871936876172e-06
Position 900: 1.3223300186925361e-06
Position 618: 1.2301925214684786e-06
Position 2348: 1.1778193244814643e-06
Position 1194: 9.256830821557549e-07
Position 1292: 5.582146024562717e-07
Position 349: 2.777168533000271e-07
Position 2050: 7.475551256360451e-08
Position 329: 3.827188483478701e-08
Position 1878: 3.7730557359804564e-08
Position 1626: 3.233969276074421e-08
Position 2139: 2.2967422331820305e-08
Position 294: 1.0540667039267488e-08
Position 335: 5.193529119734375e-09
Position 1698: 4.199413384294813e-09
Position 1448: 4.4585916174314415e-10
Position 685: 1.9388239913720764e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 508: 0.9759215564010031
Position 1037: 0.9736596016172084
Position 249: 0.9080130552246098
Position 1451: 0.9057626663683305
Position 1807: 0.8216909190756895
Position 2189: 0.8145393773625551
Position 2272: 0.09285359314965096
Position 977: 0.06248333890121555
Position 2195: 0.04796558212016026
Position 1493: 0.039350241756555236
Position 317: 0.034018096737200236
Position 1458: 0.02531580544590013
Position 1815: 0.022468879900017558
Position 524: 0.0214479374773273
Position 695: 0.016263643796179304
Position 1209: 0.01540441529881938
Position 654: 0.009571220760548877
Position 1242: 0.0082551683553686
Position 865: 0.0072255715051931305
Position 2543: 0.006244895183521735
Position 2244: 0.006205779042853188
Position 754: 0.005655580842297346
Position 1482: 0.005436969268696281
Position 793: 0.005097433754951631
Position 1614: 0.004038345438945098
Position 1642: 0.003770930698272197
Position 1835: 0.003730751432351828
Position 743: 0.0020956973686615667
Position 1986: 0.0011039556762930723
Position 1541: 0.0008596846466950609
Position 2276: 0.0008506272143280618
Position 886: 0.00076585211346636
Position 2171: 0.0006673051018836156
Position 1562: 0.0005465055927171288
Position 1099: 0.0003943542069771595
Position 880: 0.00038510266940654475
Position 545: 0.0003565675771465646
Position 796: 0.00033082298875786935
Position 921: 0.0002205866113714867
Position 139: 0.00021499299356568795
Position 1134: 0.00018673708688214996
Position 1313: 0.00012018459328065571
Position 1017: 0.00011742098877183336
Position 1676: 0.00010109580285339323
Position 1651: 7.075913983604033e-05
Position 1876: 5.64263199136186e-05
Position 667: 4.605795667933923e-05
Position 2460: 3.8913308999997205e-05
Position 329: 3.863120673974361e-05
Position 396: 3.2673820031653296e-05
Position 678: 2.9846056806372935e-05
Position 2509: 2.9797257772491306e-05
Position 536: 2.8079406240441145e-05
Position 324: 2.5265645232527563e-05
Position 1933: 2.4945709409241406e-05
Position 858: 2.491006506381982e-05
Position 2158: 2.3879600988581993e-05
Position 704: 2.2216515588575827e-05
Position 1968: 2.0768301342319775e-05
Position 927: 2.0190900394553812e-05
Position 1292: 2.0050972641398323e-05
Position 1682: 1.9766845558299387e-05
Position 1265: 1.4813165514388084e-05
Position 335: 1.3617916890491513e-05
Position 860: 1.316734863386177e-05
Position 656: 1.2392067377160237e-05
Position 144: 1.0519046071995042e-05
Position 2368: 9.724114585900773e-06
Position 557: 8.439247835837336e-06
Position 623: 7.244563880987953e-06
Position 119: 5.726434571596296e-06
Position 89: 5.367090634422678e-06
Position 383: 2.005755347395096e-06
Position 981: 1.8907878650105967e-06
Position 594: 1.6886849418693295e-06
Position 1324: 1.5735626228206447e-06
Position 566: 1.496441683876474e-06
Position 275: 1.4484991243256136e-06
Position 929: 5.875457309776729e-07
Position 762: 5.691667687054979e-07
Position 398: 4.53483972905421e-07
Position 554: 4.0988442608655753e-07
Position 181: 3.168077141634994e-07
Position 299: 2.645935695958234e-07
Position 633: 2.641759697066575e-07
Position 935: 2.1062169263819018e-07
Position 603: 1.856001103438182e-07
Position 434: 1.759781439655687e-07
Position 414: 6.396941105078232e-08
Position 187: 1.8452279513251748e-08
Position 164: 1.6420157277183175e-08
Position 113: 6.154359592373747e-09
Position 401: 4.4833808831147185e-09
Position 72: 4.2750294391882156e-09
Position 64: 3.809344382407687e-09
Position 560: 2.943757700081967e-09
Position 428: 2.784150316149783e-09
Position 178: 2.084384810009028e-09
Position 158: 5.59739836932392e-10
Position 575: 3.7269647332325106e-10
Position 596: 4.649602682441242e-11
Position 572: 4.094761603896358e-11
