Gene = Naxd
index = 1311
Annotated 5SS: [404]
Annotated 3SS: [481]
SMsplice 5SS: [404]
SMsplice 3SS: [471]
top_k =  500
Partition function (log Z): -5.698167461885172

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.972021765311572
Position 198: 0.02179933126576177
Position 382: 0.011872071329891265
Position 823: 0.003851078184487824
Position 29: 0.0037199338512284488
Position 911: 0.002953434437027958
Position 1219: 0.0013289050628798988
Position 408: 0.001309233291295148
Position 837: 0.0008977974665413722
Position 254: 0.0008774806520273881
Position 891: 0.0008291219265932395
Position 1089: 0.0003509643087919448
Position 175: 0.0002507727842929282
Position 731: 0.00017601396314193593
Position 1001: 0.00017424768600783158
Position 71: 0.000149632277717999
Position 930: 0.00013294011271679988
Position 1057: 9.985485220213279e-05
Position 592: 8.602712534535429e-05
Position 398: 5.6932674528022294e-05
Position 434: 5.131952823428625e-05
Position 6: 4.625647078739675e-05
Position 1033: 4.537244668261693e-05
Position 211: 4.475316066340222e-05
Position 970: 4.3322259225156866e-05
Position 946: 3.754829989581358e-05
Position 1019: 3.579423131913135e-05
Position 45: 2.3816732403088878e-05
Position 1186: 2.1763439991474036e-05
Position 921: 1.670767643401781e-05
Position 536: 1.62496728694715e-05
Position 569: 1.5864327514770606e-05
Position 828: 1.3448010261616637e-05
Position 152: 1.3217922855687414e-05
Position 226: 1.2892644609602412e-05
Position 1093: 1.0835812243714743e-05
Position 202: 8.877624278054313e-06
Position 401: 6.921170089708694e-06
Position 1136: 6.2847279473761944e-06
Position 277: 6.173600089386753e-06
Position 676: 5.652463660329872e-06
Position 788: 4.072722129925946e-06
Position 137: 3.826020311700397e-06
Position 886: 3.595679582373587e-06
Position 874: 3.163618754808298e-06
Position 572: 2.47286091495348e-06
Position 351: 2.4697739273457512e-06
Position 362: 2.0306703991327235e-06
Position 275: 1.7429968160550158e-06
Position 191: 1.6010779286051131e-06
Position 140: 1.072926848394326e-06
Position 877: 7.952622119652102e-07
Position 295: 5.695918950407824e-07
Position 86: 5.163483452089156e-07
Position 310: 1.2080198406147555e-07
Position 17: 8.912195648281089e-08
Position 332: 2.1579751314144607e-08
Position 101: 1.8750695957750836e-08
Position 547: 1.6676459373162232e-08
Position 482: 1.0572667324615083e-08
Position 938: 8.59778399951352e-09
Position 127: 8.073418512706785e-09
Position 341: 5.3528049364162e-09
Position 353: 2.518326609900447e-09
Position 318: 2.2791305848903926e-09
Position 624: 9.473068526459745e-10
Position 638: 7.905465495412591e-10
Position 816: 6.668512114420963e-10
Position 810: 4.227129637445564e-10
Position 737: 2.567423603925859e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 471: 0.8380064425877537
Position 481: 0.15764279147048832
Position 101: 0.0036349675596781907
Position 1160: 0.003396073459405767
Position 1264: 0.0025964326729855866
Position 252: 0.0024739049663072186
Position 341: 0.0021725616619686443
Position 318: 0.0020828314739339926
Position 886: 0.0018673152293079294
Position 981: 0.0017707493662186056
Position 310: 0.0017658364915560825
Position 1027: 0.001154549666477201
Position 970: 0.0009971367671320272
Position 631: 0.000759933223440099
Position 670: 0.0006524749696660109
Position 1086: 0.0005401594578316154
Position 1017: 0.0002909414862223968
Position 1057: 0.00026448814986826407
Position 914: 0.0001581441957922885
Position 1107: 0.00014889713773983863
Position 946: 0.00014226970242192788
Position 347: 0.00013874963789279324
Position 74: 0.0001292809831603533
Position 544: 0.00010317426952696504
Position 133: 9.121165117214816e-05
Position 788: 8.143038388067425e-05
Position 362: 6.549629662233921e-05
Position 822: 6.039026075871538e-05
Position 804: 4.9219339903681045e-05
Position 1181: 4.0298007705468526e-05
Position 694: 3.0610913391464636e-05
Position 148: 2.2293474940409986e-05
Position 578: 1.8123255373975275e-05
Position 1248: 1.7985863637763905e-05
Position 706: 1.2963763246442084e-05
Position 930: 1.2878406294607395e-05
Position 569: 9.556309728352222e-06
Position 86: 9.536235637518939e-06
Position 748: 7.715854109643383e-06
Position 115: 6.074256261714001e-06
Position 523: 4.807726231881606e-06
Position 386: 4.713312467635531e-06
Position 1044: 4.2540946960956155e-06
Position 1223: 3.559459633593304e-06
Position 374: 2.1443722319802894e-06
Position 163: 1.1271214473300764e-06
Position 221: 9.602340157782587e-07
Position 211: 5.454804119394484e-07
Position 175: 4.650401044742648e-07
Position 169: 2.3962819382209714e-07
Position 254: 8.952499500695071e-08
Position 664: 1.2033405256836484e-08
Position 369: 1.0275051822942714e-08
Position 54: 9.162802719756328e-09
Position 191: 7.3490619774910086e-09
Position 76: 7.341345392297609e-09
Position 562: 4.492110129356135e-09
Position 411: 6.597140953562667e-12
