Gene = smal
index = 1879
Annotated 5SS: [  567 11564 13727 17643 17864 22309 24186 24486 27293 27735 28543 29780]
Annotated 3SS: [11305 13620 17410 17715 22128 24045 24277 27076 27501 28403 28759 29922]
SMsplice 5SS: [  567 11564 13727 17643 17864 22309 24186 24486 27293 27735 29780]
SMsplice 3SS: [11305 13620 17410 17715 22128 24045 24277 27076 27501 28759 29922]
top_k =  500
Partition function (log Z): 22.151034681495666

Sorted 5' Splice Sites (High to Low Probability):
Position 17643: 0.9994089242329594
Position 22309: 0.9978998732017849
Position 27293: 0.994853328753782
Position 24186: 0.9904917654199671
Position 17864: 0.9842205939682944
Position 27735: 0.9797283159192627
Position 11564: 0.9763081525563758
Position 29780: 0.9621125067348512
Position 24486: 0.9155861630533768
Position 13727: 0.9059924584680236
Position 567: 0.8266705459407281
Position 28543: 0.4025643059807723
Position 18456: 0.3870348920645881
Position 25908: 0.22947957983744932
Position 26006: 0.20398816302659475
Position 345: 0.12989090003497017
Position 20212: 0.1260073682125996
Position 25060: 0.1135332585990382
Position 24929: 0.1124070017992222
Position 1211: 0.08915403134978853
Position 28547: 0.08629779696375149
Position 22537: 0.08529931152595772
Position 23926: 0.07388173861509825
Position 1736: 0.0698413407724819
Position 18381: 0.06917993944356558
Position 26707: 0.06728017487775415
Position 18693: 0.06392122258116868
Position 4836: 0.05747118316776674
Position 1225: 0.05495354263595981
Position 30630: 0.05443722098129532
Position 17234: 0.053848191941016796
Position 23004: 0.04519129494328501
Position 24907: 0.045037453430008534
Position 13350: 0.04470856297275842
Position 11068: 0.04310389178611231
Position 13355: 0.04294589235687311
Position 14647: 0.039255666095688126
Position 26544: 0.03730206213946452
Position 4294: 0.035634234173390615
Position 24564: 0.03509602889147232
Position 22994: 0.03320049759310932
Position 1798: 0.032167091432456246
Position 18442: 0.03192615507411644
Position 30196: 0.03031535109050706
Position 4526: 0.02899113995006621
Position 24795: 0.028578268727359565
Position 25964: 0.02637689636017552
Position 25990: 0.025830583115495045
Position 25134: 0.024910389410322562
Position 28503: 0.023466652093250166
Position 22447: 0.018182235424775726
Position 25757: 0.01704824780272772
Position 16881: 0.016311342102139956
Position 17217: 0.01609508658363075
Position 4227: 0.015555603713084827
Position 11998: 0.015171493494911615
Position 1641: 0.01374215999350855
Position 17487: 0.013725282927352965
Position 6262: 0.013605873197273287
Position 30419: 0.012448313376980718
Position 25114: 0.012113430788391574
Position 25914: 0.010941522937189366
Position 11618: 0.009697148786733787
Position 23484: 0.009170917092530649
Position 28483: 0.00908082014847439
Position 10294: 0.009002215738215483
Position 23951: 0.008932564186965407
Position 20842: 0.008627210175583981
Position 24410: 0.00815627777560269
Position 16908: 0.007814429563043915
Position 12171: 0.0072464808680348805
Position 4721: 0.006971061575601067
Position 23610: 0.0066355649544911745
Position 13772: 0.006593380953034326
Position 13334: 0.006448248338764196
Position 12568: 0.006385414450442183
Position 28519: 0.006383438732989459
Position 15464: 0.006318588602975335
Position 29017: 0.006290923949658005
Position 17000: 0.005386478523147913
Position 20808: 0.00536861330072283
Position 23530: 0.004593597651015726
Position 4344: 0.0042606616451677844
Position 27826: 0.003808955496688787
Position 23518: 0.0037013102153604055
Position 23535: 0.003368377828238081
Position 29072: 0.0033604339382764204
Position 14877: 0.003342812712215508
Position 28048: 0.0032823476874987425
Position 18533: 0.0029756901301462493
Position 6258: 0.0028116091584344176
Position 28478: 0.002642008450553118
Position 24194: 0.0026119031053769004
Position 2399: 0.002549023006790955
Position 29854: 0.00249230369629779
Position 9338: 0.0024564585016318744
Position 6163: 0.002419531721640119
Position 23857: 0.0023496281631244526
Position 24869: 0.0022923242041027764
Position 22734: 0.0022588973597561374
Position 14513: 0.0020609537833523876
Position 18188: 0.0020546739731530468
Position 21009: 0.002025729433858068
Position 18482: 0.0020063943673869476
Position 24499: 0.001932876720952736
Position 18564: 0.0019124978607059516
Position 28347: 0.0019064682400158203
Position 27273: 0.0018965370008847105
Position 18929: 0.0018117636086510426
Position 14744: 0.001782215597891333
Position 16837: 0.0017185649400932833
Position 15291: 0.0017151647584416664
Position 860: 0.0016978420412322019
Position 6266: 0.0016346437804996162
Position 16965: 0.0015907087185682912
Position 1429: 0.0015277926108111003
Position 9613: 0.0015053888363382065
Position 21052: 0.0015052666184704783
Position 1989: 0.0014408715039267415
Position 80: 0.0014074561427361578
Position 17882: 0.0013512741583202057
Position 18700: 0.0013221793775909396
Position 24785: 0.0011396812542817125
Position 28640: 0.0011040028783367772
Position 11726: 0.0011039561987703562
Position 19986: 0.0011008399086698448
Position 28472: 0.0010422557465982105
Position 12267: 0.0009129715076225781
Position 347: 0.000874458968076581
Position 266: 0.0008282826726847258
Position 18697: 0.000800894439420455
Position 28464: 0.0007801797524190948
Position 19632: 0.0007773249350526474
Position 27167: 0.0007605991791995821
Position 13148: 0.0007596486177365938
Position 4567: 0.0007486522980446113
Position 19883: 0.000714731165038058
Position 17902: 0.0006879264506918653
Position 27970: 0.0006871608411170546
Position 12806: 0.0006864163034953226
Position 24126: 0.0006785080000588213
Position 335: 0.0006652860041945904
Position 1657: 0.0006434579796550146
