Gene = ndl
index = 1815
Annotated 5SS: [ 287  853 2721 3852 4405 4794 6134 6366 6535 7586 8121 8468 8639 8845]
Annotated 3SS: [ 708  908 2781 3912 4459 4854 6195 6420 6600 7650 8175 8530 8700 8899]
SMsplice 5SS: [ 287  853 2366 2721 3852 4405 4794 6134 6366 6535 7586 8121 8484 8639
 8845]
SMsplice 3SS: [ 708  908 2552 2781 3912 4459 5868 6195 6420 6600 7650 8175 8530 8700
 8899]
top_k =  500
Partition function (log Z): 26.07412437432304

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.9981744905369999
Position 7586: 0.9981030876574001
Position 8639: 0.9950124454683378
Position 4405: 0.9843914462863725
Position 6535: 0.9804446151710988
Position 2721: 0.9685688800003817
Position 4794: 0.9305364433392762
Position 6366: 0.8073455653582439
Position 6134: 0.7282430551909184
Position 8845: 0.6954776935305821
Position 8121: 0.6939043126490807
Position 8484: 0.6799818786757955
Position 287: 0.5590239757790743
Position 2366: 0.45971746341452774
Position 3852: 0.43317886543368544
Position 995: 0.3148203514027949
Position 5577: 0.30743391003167814
Position 8468: 0.3029480047331714
Position 3855: 0.24509802836139635
Position 7823: 0.24103631570677114
Position 604: 0.16611815922081438
Position 5197: 0.15920242702563667
Position 2860: 0.1357084928453143
Position 552: 0.12057232332912905
Position 5298: 0.11252325697601794
Position 8835: 0.10878286629113927
Position 8980: 0.07120531602185551
Position 9346: 0.05601787405894505
Position 6995: 0.05467385979535403
Position 535: 0.04060438734199461
Position 6759: 0.026414300737904284
Position 3824: 0.021821466381204385
Position 5265: 0.02126400690476272
Position 4060: 0.013964477788616926
Position 4608: 0.010802986571610367
Position 1478: 0.00992737306928549
Position 2163: 0.008989335242409746
Position 8073: 0.008293573117666203
Position 2361: 0.008205136623591265
Position 9003: 0.007895957021317799
Position 1419: 0.007644798182880568
Position 3088: 0.007219990322399632
Position 1448: 0.007165666179782046
Position 6894: 0.007028719853565039
Position 1212: 0.006993190942180529
Position 4757: 0.006753437862362774
Position 1256: 0.005880547268119311
Position 2947: 0.005482936922898752
Position 8083: 0.005196107597612128
Position 4981: 0.005074853536625063
Position 2878: 0.004936870046352187
Position 2904: 0.004907964849006446
Position 8093: 0.004710578976795582
Position 28: 0.004676844698955418
Position 401: 0.0036265098223650038
Position 608: 0.003473222196093162
Position 7859: 0.0034093700000168907
Position 7176: 0.0033793305466157616
Position 8472: 0.0033532172636691923
Position 8776: 0.0031606286074476325
Position 6547: 0.0031508946438893867
Position 4972: 0.003097430796759609
Position 197: 0.002788976037922392
Position 4252: 0.002556459813156457
Position 8635: 0.0024026823047521855
Position 7225: 0.00237128836718481
Position 3628: 0.002046535630071134
Position 1581: 0.001999018307885427
Position 7173: 0.001741974805635198
Position 3539: 0.0017012738816289895
Position 8128: 0.0017008122298194095
Position 7943: 0.0014872026776024817
Position 523: 0.0014408840144312597
Position 5040: 0.001408932232285683
Position 8994: 0.0011687865616329428
Position 3043: 0.0011609124546029979
Position 5388: 0.0011334271627659247
Position 7985: 0.0011325312313649135
Position 1472: 0.0009890704516908185
Position 2577: 0.0008858101834412868
Position 6539: 0.0008544028908522515
Position 1097: 0.0008511122270613321
Position 4754: 0.0008393694514255815
Position 2255: 0.0007621594967830059
Position 9118: 0.0007481077480476937
Position 1874: 0.000713690076813522
Position 9258: 0.000642941835510491
Position 857: 0.0006271411124610034
Position 1787: 0.000595737456784561
Position 2972: 0.0005674029320858957
Position 1147: 0.0005506656813638761
Position 31: 0.000545331103922629
Position 2111: 0.0005341560984668745
Position 104: 0.0005199338809797053
Position 497: 0.0005173860188849617
Position 233: 0.0004834084023912208
Position 153: 0.0004684179337790134
Position 3620: 0.0004529390323709995
Position 6898: 0.0004339178293508867
Position 7590: 0.000410952928270834
Position 7359: 0.0003892950295921095
Position 5114: 0.00031125986885610895
