Gene = Aatf
index = 5
Annotated 5SS: [1450]
Annotated 3SS: [1511]
SMsplice 5SS: [1450]
SMsplice 3SS: [1511]
top_k =  500
Partition function (log Z): -4.776049751543639

Sorted 5' Splice Sites (High to Low Probability):
Position 1450: 0.9920499534094027
Position 686: 0.12148355712603257
Position 39: 0.02912485777326209
Position 501: 0.02138169911620718
Position 1618: 0.012241371673344497
Position 1084: 0.007661690626760308
Position 232: 0.005572639732315028
Position 1464: 0.003992229378998359
Position 1018: 0.003734694567954148
Position 1060: 0.003691722332773848
Position 967: 0.003222770386633724
Position 36: 0.0026625057046107273
Position 621: 0.002542836029819162
Position 1454: 0.002464311372269743
Position 492: 0.001947555735575224
Position 868: 0.0018525163267771809
Position 1605: 0.0017784336237767645
Position 131: 0.0017409886477307095
Position 48: 0.0011292062782571543
Position 1095: 0.0009863220730883706
Position 374: 0.0009557135347159645
Position 872: 0.0006989298400236417
Position 562: 0.0004577344112508025
Position 1584: 0.00039971917136475874
Position 971: 0.00038241473668318177
Position 1638: 0.00030886349313524633
Position 1593: 0.0002635531123168567
Position 541: 0.00019081315933197062
Position 300: 0.00018001821014759943
Position 8: 0.00017588389250102404
Position 1002: 0.00016847182890296274
Position 1415: 0.00015739516902851772
Position 1590: 0.0001496149103820273
Position 278: 0.00014274365929125893
Position 691: 0.00013610384314218288
Position 1023: 0.00011566681038862301
Position 376: 0.00010027751390955132
Position 793: 8.470399301101916e-05
Position 1073: 6.077862500570014e-05
Position 1010: 5.128982757637236e-05
Position 1078: 4.402881494391198e-05
Position 430: 3.8445498561873455e-05
Position 931: 2.1934418692863742e-05
Position 1676: 1.491206415426143e-05
Position 30: 1.2106642530418683e-05
Position 337: 1.1606600320641093e-05
Position 84: 1.0782729731013108e-05
Position 212: 8.528908969519997e-06
Position 1609: 8.188129063558335e-06
Position 1559: 4.726733402927576e-06
Position 1372: 2.9973288315533443e-06
Position 1327: 5.660901525912077e-07
Position 207: 1.2649649309324696e-07
Position 97: 5.3756251932861643e-08
Position 119: 1.8535819373599886e-08
Position 762: 2.636476862355833e-09
Position 894: 1.6770024073957082e-09
Position 327: 9.52011736875831e-10
Position 55: 8.129629274594173e-10
Position 1210: 2.693557301770666e-10
Position 191: 6.572806047450292e-11
Position 1028: 4.976625698667473e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1511: 0.9994764517037565
Position 745: 0.12345774618219815
Position 1144: 0.032035179248327494
Position 84: 0.016611528917689404
Position 1694: 0.010310667830202692
Position 81: 0.007347213993992818
Position 1309: 0.005962498877943577
Position 1306: 0.005658497214723812
Position 931: 0.004448067551185585
Position 1708: 0.0028269426119304957
Position 1036: 0.002672759554425792
Position 109: 0.0016792951671847922
Position 1084: 0.0013464396158131958
Position 725: 0.0011574104752088467
Position 427: 0.0010389804676351714
Position 115: 0.0009750655001768775
Position 1744: 0.0009199164296259591
Position 793: 0.0008533734525271831
Position 1705: 0.0006957925173255214
Position 1264: 0.0006547177639136938
Position 103: 0.0006084124512896375
Position 935: 0.0005569261976633005
Position 577: 0.0004544712540317809
Position 200: 0.0004477363318893953
Position 1168: 0.00044260955318490576
Position 1648: 0.0003971332198726296
Position 298: 0.00034810424086771365
Position 777: 0.0002696736421629566
Position 710: 0.00025567045372856156
Position 1147: 0.00024412291577513695
Position 1290: 0.00019553056658086148
Position 1073: 0.00018102032989140813
Position 801: 0.0001776595703880037
Position 562: 0.00015651249777317685
Position 1135: 0.0001505116466903185
Position 1118: 0.00014861386532260385
Position 580: 0.00014043760755476134
Position 97: 0.00013817604882935397
Position 541: 0.0001201780134594304
Position 527: 0.00011230705597759166
Position 1176: 0.00010470573736064675
Position 913: 7.657739915269726e-05
Position 160: 7.593645846025541e-05
Position 772: 6.175170524168683e-05
Position 130: 5.988375211507369e-05
Position 1372: 5.530010785381632e-05
Position 1530: 5.277674476458146e-05
Position 424: 4.419377386862194e-05
Position 946: 4.307999805725877e-05
Position 967: 3.972821813955934e-05
Position 1225: 3.9216291495406255e-05
Position 605: 3.805801703157972e-05
Position 583: 3.557191924160266e-05
Position 1638: 3.239788907590019e-05
Position 612: 2.726687391447052e-05
Position 547: 2.510889426808751e-05
Position 295: 2.2601140085297186e-05
Position 430: 2.198386952735934e-05
Position 327: 1.9308882910132035e-05
Position 554: 1.4800747770464544e-05
Position 647: 1.3260827585566071e-05
Position 168: 1.06754362052802e-05
Position 267: 7.076687480751837e-06
Position 602: 7.039471071666114e-06
Position 814: 6.9837453561125024e-06
Position 319: 5.937810759083646e-06
Position 1614: 5.574974929433458e-06
Position 1562: 3.7282701943850967e-07
Position 314: 3.904141908002693e-08
Position 373: 1.4421089551255652e-08
Position 173: 1.2463158515033675e-09
Position 232: 1.1841367254554535e-09
Position 324: 7.885808054039848e-10
Position 386: 5.219197698503755e-10
Position 283: 3.4981117428594297e-10
Position 135: 3.306317090014554e-10
Position 229: 1.7347393801865427e-10
Position 139: 3.1183103028542304e-11
Position 175: 2.2969436775546025e-11
Position 358: 6.601780006366522e-12
Position 397: 6.596161867717229e-12
Position 127: 2.4146736309890614e-12
Position 223: 1.8022945216880526e-12
Position 226: 4.891288320664082e-13
Position 162: 2.399452080928003e-14
