Gene = Slob
index = 1505
Annotated 5SS: [  640 12290 13381 19079 19534 23543 23841 24108 25775 26121 26332 30155]
Annotated 3SS: [12203 13303 18614 19413 23334 23603 23925 25563 25994 26188 29067 30291]
SMsplice 5SS: [  640  5646  5843 12290 13381 19079 19534 19935 23543 23841 24108 25775
 26121 26332 30155]
SMsplice 3SS: [ 4822  5713 12203 13303 18614 19413 19856 23334 23603 23925 25563 25877
 26188 29944 30303]
top_k =  500
Partition function (log Z): 39.009661349183176

Sorted 5' Splice Sites (High to Low Probability):
Position 24108: 0.9997309201324154
Position 23841: 0.9991119006211253
Position 26332: 0.9989788417521044
Position 23543: 0.9986952627364039
Position 26121: 0.9984361752249609
Position 25775: 0.9865525071717614
Position 30155: 0.9663579230123046
Position 12290: 0.9547891812451227
Position 5646: 0.9514972576519413
Position 19079: 0.9093094096381147
Position 13381: 0.894659663957143
Position 19534: 0.8571268681919189
Position 640: 0.8149274643968689
Position 19935: 0.6131877030794134
Position 5843: 0.5633872797117111
Position 20669: 0.4285219839698501
Position 4196: 0.3812546388167089
Position 5789: 0.3510299454334395
Position 31739: 0.33157040211865707
Position 67: 0.29269960777911735
Position 20025: 0.2890262675088045
Position 24389: 0.2826044254115349
Position 32059: 0.2679623899516172
Position 5406: 0.2090645901876135
Position 20925: 0.18040671707322342
Position 457: 0.17554576926164447
Position 1142: 0.15977672688090905
Position 1675: 0.11269455282077553
Position 4272: 0.08137644833806404
Position 5293: 0.07977095799707871
Position 6395: 0.061529683034377364
Position 3584: 0.054500752227084726
Position 5275: 0.052892495729519984
Position 17894: 0.04267058524353851
Position 5375: 0.041012558073884584
Position 19530: 0.040826240145649
Position 22360: 0.03926043336191574
Position 20397: 0.03760077167138458
Position 31688: 0.03399200946693437
Position 19991: 0.033408631272728584
Position 5395: 0.033267547628509274
Position 20942: 0.03277661828082508
Position 17716: 0.03153017195831684
Position 27146: 0.031025903892733166
Position 22248: 0.02591496884993329
Position 2860: 0.023418668258862484
Position 1418: 0.0221849155929599
Position 24561: 0.022095225787893906
Position 14596: 0.018160812369739137
Position 27841: 0.018053513890728765
Position 401: 0.01684110625810582
Position 4186: 0.016207229799398457
Position 24767: 0.014716904128527612
Position 24752: 0.014220448482775754
Position 26824: 0.014190512742922797
Position 28356: 0.012840923955221397
Position 4401: 0.011071725973159596
Position 30304: 0.011002636342642409
Position 25779: 0.010735793880828815
Position 20952: 0.010493313584074885
Position 26: 0.010208052094460365
Position 4855: 0.00970393937162649
Position 20804: 0.009167685641232827
Position 1387: 0.00858499717336289
Position 12568: 0.008247149478669606
Position 17898: 0.00813852026619472
Position 31698: 0.007909121719173278
Position 20689: 0.007648843869075983
Position 3655: 0.007441763019141321
Position 12672: 0.007383253979962271
Position 20351: 0.007344224866239864
Position 28136: 0.007051406002433338
Position 30937: 0.0064738264511590765
Position 7145: 0.006439609748391805
Position 6323: 0.006402523253988227
Position 24532: 0.005939379959030659
Position 9909: 0.005553941052507795
Position 30569: 0.0053630441327899535
Position 12566: 0.004574981212757403
Position 30518: 0.004572445599291845
Position 52: 0.004559973268779322
Position 2245: 0.00452656245198887
Position 4203: 0.004298610108992908
Position 3286: 0.0038474904746944247
Position 17790: 0.0037457317546657452
Position 2213: 0.0034459972729958648
Position 31101: 0.0034433315120689714
Position 758: 0.0026978139987463646
Position 24644: 0.002431023310308788
Position 20441: 0.002289688360587888
Position 25890: 0.0022855640014234433
Position 19658: 0.0022002334098516316
Position 30457: 0.0021348738655851923
Position 30477: 0.0020760130972448296
Position 19924: 0.002063631372170123
Position 20324: 0.001948595521416618
Position 21193: 0.0017990237554895106
Position 20673: 0.001680692637994818
Position 31941: 0.0016758075255333767
Position 5327: 0.0015643201058525456
Position 1390: 0.0015247937665255468
Position 5062: 0.0014320453552696063
Position 25794: 0.0014022148955256828
Position 2606: 0.0013461015312663572
Position 2149: 0.0012728851590064596
Position 20011: 0.001182257265483815
Position 912: 0.0011819097529000549
Position 25895: 0.0011423550945051121
Position 493: 0.001132863438963171
Position 12294: 0.0011111888728958718
Position 3199: 0.001047863271757034
Position 20608: 0.0009047444267841884
Position 3770: 0.0008944493286253519
Position 20261: 0.0008710896830120628
Position 5535: 0.0008238635143236646
Position 25784: 0.0007215179885288333
Position 298: 0.0006827593505265817
Position 23860: 0.0006698925961747548
Position 30364: 0.000666878273955929
Position 1198: 0.0006026221261988628
Position 708: 0.0005383739811840836
Position 24935: 0.0005307917918439485
Position 24337: 0.0005130545835285679
Position 24816: 0.00048964159697006
Position 19301: 0.0004449653262945933
Position 20052: 0.0004362985230757785
Position 26125: 0.0004207238574540176
Position 769: 0.00038454475999618584
Position 23499: 0.00028710423917055716
Position 1184: 0.00027530918900931113
Position 821: 0.0002725363848981085
Position 70: 0.00025271334939067216
Position 26477: 0.0002484456000831205
Position 2155: 0.0002287686698487784
Position 30159: 0.00019040784210719932
Position 118: 0.00017594183816068096
Position 1068: 0.0001571548634223714
Position 26011: 0.0001566154676099597
Position 23454: 0.00014950180674477617
Position 24435: 0.00013239985975253276
Position 14166: 0.00013150012680248843
Position 150: 0.00012618205968645648
Position 2219: 0.00011727277026058699
Position 23793: 0.00011666783420621767
Position 25733: 0.00011477419668102086
Position 27361: 0.00011317002929080438
Position 1553: 0.00011189667593590542
Position 20250: 0.00011145237825730112
Position 748: 0.00010691776106384704
Position 26633: 0.00010162594860015022
Position 6318: 9.02471939388287e-05
Position 2297: 8.998719908689437e-05
Position 26909: 8.987560104168866e-05
Position 27120: 8.761283214513244e-05
Position 23521: 6.756063654731842e-05
Position 515: 5.6890385412882984e-05
