Gene = LSm-4
index = 1248
Annotated 5SS: [ 375  593 1211 1313 1474]
Annotated 3SS: [ 448  652 1270 1374 1646]
SMsplice 5SS: [ 375  593 1211 1313 1474]
SMsplice 3SS: [ 448  652 1270 1374 1646]
top_k =  500
Partition function (log Z): 10.139285014344383

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9992428240740922
Position 375: 0.9947795502139407
Position 1211: 0.9734678558082859
Position 1474: 0.8951097544888204
Position 1313: 0.74578648173958
Position 1494: 0.0345115770979056
Position 1417: 0.021038704574281353
Position 27: 0.007593248579977212
Position 750: 0.007370035351648096
Position 245: 0.00455948534992993
Position 1579: 0.004555259300552864
Position 1231: 0.003620640837074454
Position 1013: 0.0033268018743620154
Position 803: 0.001907314118962599
Position 922: 0.001661130188102096
Position 15: 0.0016575459308727184
Position 1549: 0.0015778805557690057
Position 1504: 0.0013399042769449247
Position 1032: 0.0006908486934577294
Position 1456: 0.0005357889632764235
Position 103: 0.0004287655864403316
Position 1498: 0.00041684659771832147
Position 597: 0.00039294941888677414
Position 395: 0.00034670448885488553
Position 379: 0.0002953500530294516
Position 58: 0.0002920046698218433
Position 1320: 0.00024369176358704316
Position 168: 0.00022472439338807929
Position 844: 0.00020886768816005043
Position 849: 0.00017185458145145912
Position 1006: 0.00011598188049290543
Position 1023: 0.00010094383550835898
Position 43: 9.981467834886127e-05
Position 1149: 9.969410511448335e-05
Position 819: 9.107943028465352e-05
Position 1055: 8.960155174036023e-05
Position 208: 8.6189488531293e-05
Position 1184: 8.341102363090716e-05
Position 740: 8.108159329249062e-05
Position 1394: 6.552295359741201e-05
Position 1421: 5.6747448263433836e-05
Position 1760: 5.408209950539572e-05
Position 269: 5.362802265862753e-05
Position 31: 4.780598633435696e-05
Position 1725: 4.7680081048776825e-05
Position 195: 4.612167781272733e-05
Position 788: 4.336841936540814e-05
Position 1526: 3.9733429787703135e-05
Position 1431: 3.1873499539236824e-05
Position 141: 2.8716361959135357e-05
Position 1515: 2.3820667234837384e-05
Position 201: 2.378188657503757e-05
Position 826: 2.048900005139708e-05
Position 734: 1.756532468431494e-05
Position 331: 1.2376512617921127e-05
Position 37: 9.596212149585706e-06
Position 1374: 9.345113440952583e-06
Position 356: 9.329667288340869e-06
Position 166: 5.921634732753607e-06
Position 557: 4.925491626526984e-06
Position 72: 4.3062935849760346e-06
Position 101: 3.249616191685158e-06
Position 1073: 3.1731212683850165e-06
Position 1737: 3.115209638273462e-06
Position 1355: 2.5143231336320883e-06
Position 551: 2.1819635103588646e-06
Position 328: 2.17917002785562e-06
Position 1378: 2.037791289054732e-06
Position 1175: 1.8939684131906352e-06
Position 78: 9.896990846886252e-07
Position 681: 8.123816696794476e-07
Position 147: 8.020649511755261e-07
Position 1340: 7.348033254939336e-07
Position 152: 6.945918791141206e-07
Position 1912: 6.816779846593311e-07
Position 543: 5.981917455377622e-07
Position 172: 4.871277841710648e-07
Position 286: 4.7354040063467026e-07
Position 1120: 4.2796708341725456e-07
Position 154: 3.766863706189328e-07
Position 1885: 3.406414308570153e-07
Position 429: 3.047459086246178e-07
Position 504: 2.3420745867571206e-07
Position 541: 1.1600760462196583e-07
Position 483: 1.107021891859068e-07
Position 69: 7.75476133178145e-08
Position 1122: 5.7272413543724135e-08
Position 448: 5.1382226751491623e-08
Position 414: 1.4096496983772303e-08
Position 465: 1.2382077935462477e-08
Position 441: 9.850357915184801e-09
Position 1262: 5.452014958640647e-10
Position 876: 3.6903605604935905e-10
Position 657: 2.6610079267434254e-10
Position 652: 6.449522135924999e-11
Position 864: 2.597467657446126e-11
Position 1630: 5.69681649100188e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 448: 0.9886183876273006
Position 652: 0.973397966504834
Position 1270: 0.9611560675225734
Position 1646: 0.9441969050237009
Position 1374: 0.745384287758838
Position 1518: 0.017217974543012084
Position 681: 0.01693023826595706
Position 83: 0.008846593542507528
Position 978: 0.008533631465269297
Position 1295: 0.008064833460127596
Position 1586: 0.006716371315078271
Position 314: 0.005490208377381096
Position 456: 0.0037224736357833856
Position 788: 0.002956772636673867
Position 1097: 0.002820938030783655
Position 900: 0.002042009379513079
Position 1080: 0.0017442015872105691
Position 695: 0.0016122073888119109
Position 849: 0.0014780859196206946
Position 459: 0.0012724658632154065
Position 723: 0.0010690604774532795
Position 483: 0.001064748752779444
Position 1149: 0.0010028558087324662
Position 166: 0.00033432796121395667
Position 1116: 0.00032385504199798154
Position 1023: 0.00030821381056446163
Position 525: 0.0002897256453906683
Position 984: 0.0002873919855306
Position 471: 0.0002526293717809727
Position 501: 0.00023464111172421238
Position 910: 0.00022167771024769186
Position 1817: 0.00015666961134335787
Position 98: 0.00015637995014353083
Position 195: 0.00012761630841659168
Position 1340: 0.00012559955956655303
Position 1300: 0.00011956287684137451
Position 1725: 8.016322414679832e-05
Position 707: 7.397059710962867e-05
Position 1776: 6.459086221189183e-05
Position 141: 6.430619572601797e-05
Position 819: 5.453479378681593e-05
Position 1473: 5.2040280505476157e-05
Position 1745: 3.82933321042414e-05
Position 1001: 3.8205752088137486e-05
Position 192: 2.264055603499967e-05
Position 324: 2.1016733353885922e-05
Position 1421: 1.4458245271352136e-05
Position 1742: 1.4393320729071237e-05
Position 1608: 1.1448060329985427e-05
Position 101: 1.0385710754726036e-05
Position 799: 8.861832158235825e-06
Position 750: 7.272902805514128e-06
Position 108: 7.221352105814146e-06
Position 1042: 6.690166419003412e-06
Position 557: 3.205529527497888e-06
Position 1317: 2.9613149665707073e-06
Position 515: 2.368009504924313e-06
Position 1874: 2.2211289332297077e-06
Position 244: 1.9218836778849052e-06
Position 1240: 1.8999709919389876e-06
Position 1754: 1.692922101608186e-06
Position 1982: 1.579489995897865e-06
Position 336: 1.2802794403237659e-06
Position 208: 2.903383788364443e-07
Position 1960: 1.7186285901588838e-07
Position 58: 8.650478565499205e-09
Position 375: 4.592752595716959e-09
Position 379: 1.9955733127362874e-09
Position 568: 1.7000874126356335e-09
Position 593: 1.0539403429967778e-09
Position 345: 1.601126116593798e-10
