Gene = tut
index = 1921
Annotated 5SS: [186 431]
Annotated 3SS: [251 485]
SMsplice 5SS: [186 431]
SMsplice 3SS: [251 485]
top_k =  500
Partition function (log Z): -1.54996126234779

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9990452103965405
Position 431: 0.7667458642237402
Position 968: 0.09691493808414005
Position 442: 0.029669300402640767
Position 435: 0.004470207056810981
Position 826: 0.0038540461560447373
Position 902: 0.0023303808098613307
Position 972: 0.0005848386970116715
Position 325: 0.00032696224246218404
Position 803: 0.0003202712977177697
Position 721: 0.00029042869555724246
Position 746: 0.0002860125813823926
Position 597: 0.000275792565208022
Position 985: 0.00013732956567696499
Position 595: 0.00012739795621052592
Position 197: 0.00010468682702059481
Position 402: 6.903176845669606e-05
Position 192: 6.508569832304906e-05
Position 955: 5.308191723529803e-05
Position 568: 5.2190801144454094e-05
Position 330: 4.905436661931649e-05
Position 959: 2.7451541306423752e-05
Position 895: 2.6540997660116053e-05
Position 105: 2.5581526486754412e-05
Position 1025: 1.4439977996247836e-05
Position 35: 1.3704258711258486e-05
Position 950: 1.2994955546509742e-05
Position 918: 9.556629865391731e-06
Position 892: 8.589529456511682e-06
Position 609: 7.176115291003805e-06
Position 1008: 6.332707394045896e-06
Position 190: 6.207426872506537e-06
Position 879: 3.3383496276578193e-06
Position 296: 2.855748057179271e-06
Position 648: 1.2588182940626214e-06
Position 44: 7.562650486291811e-07
Position 138: 4.784463256395709e-07
Position 218: 3.984093419009739e-07
Position 634: 3.6653743618235827e-07
Position 526: 3.477323486651575e-07
Position 681: 2.7354176850140873e-07
Position 283: 2.720276454919413e-07
Position 556: 2.6793768973938224e-07
Position 33: 7.62593424706781e-08
Position 303: 6.220285091609746e-08
Position 42: 2.941735707119523e-08
Position 265: 1.4145954418709088e-08
Position 640: 7.805010437965399e-09
Position 209: 7.064008775263369e-09
Position 516: 5.752710631106349e-09
Position 286: 5.447795543694219e-09
Position 238: 4.357485924035194e-09
Position 309: 3.5894119629737974e-09
Position 768: 1.4334828062868969e-09
Position 100: 1.2849057450173344e-09
Position 263: 1.2626358290338586e-09
Position 576: 4.703915776559442e-10
Position 254: 2.2899536492443322e-10
Position 485: 6.893241821035971e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.9973339290511575
Position 485: 0.5635631770165308
Position 507: 0.22880370491080085
Position 1079: 0.06840817947899111
Position 1034: 0.030141701359976233
Position 524: 0.0063200763229126775
Position 1146: 0.0017358922869214984
Position 658: 0.0013973735957920042
Position 1116: 0.0013749546595781905
Position 1067: 0.0010875503481060384
Position 1008: 0.00106794646794815
Position 584: 0.0009983590232322498
Position 283: 0.0006363836284879209
Position 1042: 0.0004319635694670508
Position 879: 0.0003936678635243868
Position 1091: 0.00038039867936574145
Position 860: 0.0003612042328245682
Position 464: 0.0003560020503392476
Position 571: 0.00033564693356724363
Position 681: 0.00014979983351970052
Position 940: 0.00010472592668090586
Position 274: 8.58795856727569e-05
Position 707: 7.316261052253632e-05
Position 737: 6.959163670250928e-05
Position 717: 5.8974114153261694e-05
Position 902: 5.042718994531381e-05
Position 1051: 3.977472708772489e-05
Position 350: 3.8850039639452876e-05
Position 975: 3.2008083617979446e-05
Position 794: 3.1544667315504045e-05
Position 780: 1.6138419621213492e-05
Position 826: 1.2529570634400016e-05
Position 892: 1.0727220157480238e-05
Position 663: 1.0069273437600732e-05
Position 100: 8.83531573247551e-06
Position 552: 7.802882801380223e-06
Position 830: 3.511044975441752e-06
Position 867: 3.262647361176801e-06
Position 83: 1.8980028277170378e-06
Position 138: 1.6524053546848363e-06
Position 800: 1.0459958042792448e-06
Position 105: 3.661891590255802e-07
Position 413: 2.0305020264488493e-07
Position 603: 1.8921163696222704e-07
Position 648: 1.1149730517191667e-07
Position 640: 1.035096893944811e-07
Position 595: 7.750868778836713e-08
Position 316: 5.410691426552621e-08
Position 309: 3.814262632774537e-08
Position 179: 2.6711319519778373e-08
Position 330: 2.3287460140694267e-08
Position 431: 3.4651422809843202e-09
Position 218: 1.0745491658158206e-09
Position 606: 6.592878087001072e-10
Position 615: 3.3141561644630135e-10
Position 725: 3.1820867901650075e-10
Position 209: 2.1899300293201743e-10
Position 85: 1.4910343554417243e-10
Position 197: 1.0630255479544863e-10
Position 173: 6.117212799417726e-11
Position 185: 2.7669023113209384e-11
Position 202: 1.2783808018852344e-11
Position 227: 2.8637007322272956e-13
Position 190: 2.7354578378433305e-16
