Gene = VhaSFD
index = 1595
Annotated 5SS: [ 197  817 2968 3595 3769]
Annotated 3SS: [ 337 2832 3031 3654 3928]
SMsplice 5SS: [ 259  817 2968 3595 3769]
SMsplice 3SS: [ 337 2832 3031 3654 3928]
top_k =  500
Partition function (log Z): 11.328953805516873

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.9998927090720666
Position 3595: 0.9942171379036048
Position 3769: 0.9066460783714394
Position 817: 0.88019452767996
Position 259: 0.4495396672049718
Position 197: 0.3664587245633013
Position 2520: 0.2670440218591731
Position 2598: 0.09814881086456963
Position 2692: 0.07236731115955092
Position 3758: 0.07034372730412931
Position 1935: 0.031966041173815796
Position 508: 0.03139125911567878
Position 263: 0.022956770708066756
Position 1924: 0.0190416547742316
Position 4008: 0.012812044584050225
Position 2377: 0.009133180978260129
Position 511: 0.007419656782366077
Position 1884: 0.0057146172745931294
Position 274: 0.005376601746942369
Position 3773: 0.005022542895808111
Position 836: 0.004750777132141201
Position 3565: 0.004718244992255948
Position 2487: 0.004151658802590754
Position 1379: 0.0040567454690644145
Position 255: 0.0038536865809667116
Position 3158: 0.0030525060502511665
Position 2252: 0.0030163277099087456
Position 4099: 0.002992178983959548
Position 4304: 0.002937342916975498
Position 4011: 0.0028810916283115995
Position 3979: 0.002560916645033209
Position 4184: 0.001586979804776351
Position 1926: 0.001584451156368412
Position 3719: 0.001409964762917587
Position 249: 0.0014027691550132417
Position 662: 0.001302245592498386
Position 2260: 0.0011647117797324938
Position 2542: 0.001057686418323236
Position 4545: 0.0009415987992809458
Position 4783: 0.0009409990474511515
Position 3825: 0.0009296482673548029
Position 2605: 0.0008412474918365492
Position 4530: 0.000825366174179396
Position 3257: 0.0007909507282601106
Position 4157: 0.0007321755109596358
Position 564: 0.0006916589810663912
Position 267: 0.0006656606725048949
Position 3320: 0.0006277945711069486
Position 471: 0.0006246077745018746
Position 2705: 0.0005909067839747425
Position 1067: 0.0005377550694091435
Position 265: 0.000529664624948881
Position 3830: 0.000438009561870408
Position 1044: 0.00043735336046107594
Position 3599: 0.0003947794658832729
Position 843: 0.0003751336642809957
Position 257: 0.00032994134490490996
Position 3569: 0.00029117638475366993
Position 1536: 0.00027537736719916885
Position 1440: 0.0001683946730035166
Position 3325: 0.00016186159998294862
Position 272: 0.00015563855893154985
Position 1897: 0.00015468099651721676
Position 1709: 0.0001520514484555935
Position 36: 0.0001396178383302833
Position 295: 0.00011554575177259514
Position 532: 0.0001131868180552054
Position 83: 0.0001118461798701175
Position 462: 8.501220225715134e-05
Position 4632: 8.33362171961668e-05
Position 3058: 8.163954464251384e-05
Position 411: 7.890337330411956e-05
Position 64: 7.75896505987927e-05
Position 299: 7.730325329990716e-05
Position 3379: 7.582495052724444e-05
Position 3392: 6.802612289870222e-05
