Gene = Irbp18
index = 1237
Annotated 5SS: [187]
Annotated 3SS: [313]
SMsplice 5SS: [187]
SMsplice 3SS: [313]
top_k =  500
Partition function (log Z): -7.462311101660449

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9565930588972268
Position 360: 0.0923483924726657
Position 407: 0.0290806999434412
Position 465: 0.009128378625690504
Position 208: 0.0008046037991453071
Position 264: 0.0003773365588476455
Position 604: 0.0001885580290905045
Position 156: 0.00011336253155096366
Position 134: 9.219091473061676e-05
Position 423: 3.077633788667012e-05
Position 199: 2.02537441727175e-05
Position 191: 1.4645774189422581e-05
Position 237: 1.423164326773274e-05
Position 59: 6.6515394827089586e-06
Position 251: 5.485858146960379e-06
Position 618: 4.291208134487415e-06
Position 22: 3.254569972993488e-06
Position 616: 1.2507330590629158e-06
Position 243: 1.049350505817711e-06
Position 607: 9.203552098676199e-07
Position 4: 5.858936629665784e-07
Position 102: 4.085027190126836e-07
Position 646: 1.2896172634671443e-07
Position 317: 1.155546560379788e-07
Position 629: 1.1430073794496813e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 313: 0.8215033728123323
Position 463: 0.122436353157422
Position 447: 0.07397747101844644
Position 629: 0.038682922640176746
Position 412: 0.014273585529670198
Position 499: 0.003555129085321621
Position 261: 0.0029313455495220044
Position 406: 0.002518936702026234
Position 591: 0.0016247251651654488
Position 322: 0.0015734381758246692
Position 277: 0.001236079050087622
Position 518: 0.0010770069298972063
Position 673: 0.0007078327846648171
Position 337: 0.0006331838048128641
Position 384: 0.0005804263183624588
Position 689: 0.0004784051207484379
Position 418: 0.0003032400137001811
Position 264: 0.0002915728160135768
Position 532: 0.0001420950321705684
Position 364: 9.653039473133392e-05
Position 678: 8.553183625553646e-05
Position 343: 5.948690048566184e-05
Position 502: 1.911697830942446e-05
Position 699: 1.3985736193919942e-05
Position 388: 1.1404406410805083e-05
Position 215: 9.233433975528173e-06
Position 478: 3.821982312227502e-06
Position 469: 1.5364561703770557e-06
Position 449: 8.873033229625937e-07
Position 59: 5.754954858541781e-07
Position 197: 4.956708359301942e-07
Position 134: 3.882398197266689e-07
Position 224: 1.9965474633864025e-07
Position 90: 1.3322900185929596e-07
Position 110: 9.129163567291341e-08
Position 92: 5.491547556260899e-08
Position 119: 3.877398972610929e-08
Position 72: 3.781081469422504e-08
Position 199: 3.33166612264791e-08
Position 145: 3.0464309286265554e-08
Position 191: 5.032471009903487e-09
Position 186: 3.570463792156768e-09
Position 154: 7.036101194056012e-10
Position 217: 3.84947999148182e-10
Position 174: 2.745188510173771e-10
Position 170: 7.408761623236948e-11
Position 163: 4.6669821645923555e-11
Position 355: 8.320696585991622e-12
Position 219: 7.52076531370745e-12
