Gene = Taf11
index = 1542
Annotated 5SS: [357]
Annotated 3SS: [418]
SMsplice 5SS: [357]
SMsplice 3SS: [418]
top_k =  500
Partition function (log Z): -3.002734877607579

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9980207511592281
Position 42: 0.11970682443599226
Position 25: 0.016676527866000046
Position 66: 0.007057371809183312
Position 51: 0.0021668801540942286
Position 769: 0.0016878896447787245
Position 361: 0.001486919853943937
Position 628: 0.00014557457796358098
Position 765: 0.0001419350911647708
Position 385: 0.0001243334229398935
Position 505: 0.00011327592585624496
Position 777: 9.218406972010642e-05
Position 4: 7.156537254655109e-05
Position 591: 5.114741302560774e-05
Position 6: 4.706494795395336e-05
Position 281: 2.8049149946508855e-05
Position 576: 1.3976795923014938e-05
Position 467: 1.2933507954552037e-05
Position 744: 1.4453813262626638e-06
Position 669: 1.377472012985649e-06
Position 498: 3.835497335364541e-07
Position 546: 3.440273265614737e-07
Position 420: 3.3809781355458317e-07
Position 612: 3.248947438741047e-07
Position 227: 3.0318026926346045e-07
Position 582: 1.9324299250338965e-07
Position 594: 1.8387018684626723e-07
Position 637: 1.6591025631278106e-07
Position 781: 4.851008218707958e-08
Position 168: 9.237483512041954e-09
Position 549: 3.3526469725233336e-10
Position 472: 2.673656612831637e-10
Position 529: 1.5594396874359078e-10
Position 426: 9.701689404690279e-11
Position 560: 6.796886315259264e-11
Position 148: 2.286200589334878e-11
Position 536: 1.8871749179771505e-14
Position 534: 3.2100981033947066e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9890701857105927
Position 114: 0.13825392953615478
Position 168: 0.007315199859396702
Position 491: 0.0036355811466848623
Position 444: 0.0035802986888230468
Position 827: 0.0019958445098635755
Position 449: 0.0013980187369190375
Position 542: 0.0010206904846719672
Position 555: 0.0006115401887447064
Position 575: 0.00035623849230690297
Position 134: 0.0001524916641648676
Position 647: 0.00011378488726368729
Position 705: 5.5530795631665015e-05
Position 503: 4.806626896768035e-05
Position 709: 1.2055983432404746e-05
Position 812: 6.7034768469143445e-06
Position 730: 6.64892128008823e-06
Position 805: 6.3251945519625795e-06
Position 122: 3.3639758846140257e-06
Position 781: 2.7333003082895087e-06
Position 689: 2.084193736262097e-06
Position 620: 6.422620732574862e-07
Position 669: 6.228033074117497e-07
Position 627: 5.485806083204384e-07
Position 773: 2.808880161953432e-07
Position 237: 2.460247170489792e-07
Position 590: 1.695609702411059e-07
Position 719: 1.6384739570087977e-07
Position 189: 1.1327398727796463e-07
Position 740: 7.682087248975813e-08
Position 765: 6.839547358630827e-08
Position 264: 3.179162684148165e-08
Position 309: 1.5606637151169946e-08
Position 194: 9.101107089082835e-09
Position 324: 5.787002704510771e-09
Position 339: 4.8866663852607645e-09
Position 333: 3.5693839377639237e-09
Position 183: 2.780039594063656e-09
Position 315: 6.825620506006992e-10
Position 277: 4.392425031930137e-10
Position 321: 2.986726456072036e-10
Position 336: 5.275540377040657e-11
Position 342: 2.4932631145298286e-11
Position 382: 9.119291499783797e-12
Position 294: 8.955903915444173e-12
Position 357: 5.100464289678731e-12
Position 365: 5.424452146180193e-13
Position 372: 4.342541244804489e-13
Position 603: 2.8904143258677276e-13
Position 361: 1.6518484751191428e-13
