Gene = NTPase
index = 1306
Annotated 5SS: [ 858 4469]
Annotated 3SS: [3016 4529]
SMsplice 5SS: [1494 4469]
SMsplice 3SS: [3016 4529]
top_k =  500
Partition function (log Z): -8.685910916521651

Sorted 5' Splice Sites (High to Low Probability):
Position 4469: 0.9580094197128027
Position 1494: 0.8170620155957828
Position 3159: 0.10499479461685568
Position 1054: 0.06352490757184637
Position 626: 0.052451836368227395
Position 78: 0.05127986024067112
Position 222: 0.042667642635223664
Position 858: 0.042314114615448796
Position 4612: 0.041516865253683394
Position 17: 0.040105031666646584
Position 2931: 0.032285360099587435
Position 465: 0.032162184422394574
Position 3916: 0.02850216746828951
Position 623: 0.022362182182600762
Position 313: 0.018946652157997523
Position 3878: 0.015560999965244736
Position 2005: 0.012210584703159968
Position 1385: 0.01090755237607211
Position 1156: 0.01009986018160043
Position 1988: 0.00981250879371676
Position 3908: 0.009255400458359887
Position 977: 0.008669029537817115
Position 13: 0.008396613404262532
Position 2419: 0.007817046578799117
Position 1557: 0.006844206151009775
Position 2213: 0.006248571843161975
Position 736: 0.005380612387105086
Position 155: 0.004248940571756148
Position 3925: 0.004240249454972694
Position 2002: 0.0033815707329303154
Position 1696: 0.0033627832257291518
Position 1451: 0.0032855678226783084
Position 4876: 0.002993028948215823
Position 417: 0.0012670458506705824
Position 869: 0.0012419705437400899
Position 2746: 0.0009640305899820895
Position 4640: 0.0008277607471553082
Position 1257: 0.0007076813900506505
Position 4636: 0.0007069183242508987
Position 1673: 0.0006303574711723066
Position 172: 0.0005783067494912721
Position 814: 0.0005466240671335211
Position 4796: 0.0004536435674219863
Position 560: 0.0003819354600003945
Position 1540: 0.0003497566050428707
Position 4900: 0.0003377384788709244
Position 4205: 0.00032583928320917163
Position 1550: 0.0002779177657566871
Position 187: 0.00027098845307058127
Position 309: 0.0002455473107445935
Position 2553: 0.00024339513979918342
Position 2608: 0.00023405513482829466
Position 573: 0.00017114443914405898
Position 1223: 0.00016587249945578967
Position 1014: 0.00016029223789047837
Position 1042: 9.350824205135269e-05
Position 457: 8.388942701325719e-05
Position 4994: 8.223014854932015e-05
Position 111: 6.200169919107633e-05
Position 159: 4.265768319402519e-05
Position 407: 3.027733411993579e-05
Position 82: 1.2539094361431103e-05
Position 3179: 7.732934571040714e-06
Position 153: 3.1882182028436215e-06
Position 125: 2.8385434622268705e-06
Position 843: 2.1080764308132364e-06
Position 443: 1.8394248230531707e-06
Position 1677: 1.322450388899584e-06
Position 1007: 1.174558118355016e-06
Position 807: 1.050808219075262e-06
Position 146: 8.857956278370335e-07
Position 96: 6.621041360708279e-07
Position 113: 1.5426474658658992e-07
Position 636: 1.0960781119525891e-07
Position 790: 1.2725958430715272e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3016: 0.9599773586289329
Position 4529: 0.9224721565625812
Position 3978: 0.1101805146073988
Position 1768: 0.049291872527386926
Position 1137: 0.04740944952284441
Position 3338: 0.046978469540115746
Position 4674: 0.046449170593932186
Position 552: 0.043924148814042774
Position 271: 0.026762747208173558
Position 1338: 0.02584544659085094
Position 1221: 0.025015036700087374
Position 2796: 0.023538101257232113
Position 4690: 0.023320040071242325
Position 374: 0.019421454570844095
Position 417: 0.015321666321588236
Position 1290: 0.010116319572677444
Position 687: 0.008456083506948781
Position 1377: 0.007560097557364324
Position 4114: 0.0059953403958044405
Position 2832: 0.005048513057531636
Position 1815: 0.004685325415771454
Position 5046: 0.004291671202545699
Position 3399: 0.003962413656258306
Position 1256: 0.003922122666629528
Position 4940: 0.003909127856439614
Position 143: 0.0038409244578782023
Position 2212: 0.0035745491097606587
Position 807: 0.0035721987089195203
Position 1737: 0.0029939191879668784
Position 3388: 0.0027840962569710866
Position 3360: 0.0027380693534670916
Position 999: 0.0019758328462271225
Position 146: 0.0019320001467613898
Position 643: 0.0017868429224157606
Position 4636: 0.0015560825832699355
Position 2502: 0.00143344251596778
Position 888: 0.0013538047468292123
Position 4541: 0.0013406164068078302
Position 2243: 0.001268926137542506
Position 3681: 0.0011716924431007813
Position 4790: 0.0011287610874678665
Position 1451: 0.001050921954696497
Position 197: 0.0010507450426409316
Position 2288: 0.0010092918086863148
Position 4967: 0.0009826286010716828
Position 1720: 0.0009499827747436972
Position 4764: 0.0009221037645140771
Position 3474: 0.0008926786808443746
Position 1080: 0.0007068366413126828
Position 1264: 0.0007047858459972993
Position 4538: 0.0006403284019148919
Position 4700: 0.0006014484628442246
Position 2607: 0.0005924420772227511
Position 106: 0.0005647583898773457
Position 1428: 0.0004064084501399932
Position 689: 0.0003869785803996694
Position 450: 0.0003585543542471564
Position 1285: 0.0003107563682096308
Position 2670: 0.00028362545561286153
Position 383: 0.00024916863361809004
Position 2860: 0.00021658571971791115
Position 153: 0.00016704294463602452
Position 2045: 0.00016344317910054
Position 1636: 0.00015623770892048039
Position 760: 0.00013960792499702134
Position 4835: 0.0001339295529503805
Position 720: 0.00012513869725274513
Position 1066: 0.00010346137603594013
Position 826: 9.983048541075704e-05
Position 1646: 5.7211533621805514e-05
Position 1575: 4.037515358594652e-05
Position 1914: 8.894544911174596e-06
Position 2163: 8.53457612830104e-06
Position 2353: 7.686134104630538e-06
Position 1986: 7.307963986788138e-06
Position 1853: 6.859282149956973e-06
Position 868: 3.091921371893714e-06
Position 330: 9.94612389884781e-07
Position 465: 8.617484101501221e-07
Position 654: 5.75992025338295e-07
Position 462: 2.1376939829033934e-07
Position 573: 2.1331116559342645e-07
Position 222: 1.240449692564235e-07
Position 585: 3.672241838929885e-08
Position 725: 2.246297912020983e-08
Position 736: 1.888088697392859e-08
Position 123: 1.4563784729577288e-08
Position 96: 5.820288980202916e-10
