Gene = hob
index = 1728
Annotated 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
Annotated 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
SMsplice 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
SMsplice 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
top_k =  500
Partition function (log Z): 27.52909637408896

Sorted 5' Splice Sites (High to Low Probability):
Position 3623: 0.999526316213868
Position 975: 0.9980785939961165
Position 1501: 0.9978841500503911
Position 5267: 0.9966105642320608
Position 4166: 0.9955057180127962
Position 169: 0.9916477155429331
Position 7426: 0.980879929041263
Position 1303: 0.9790367068613423
Position 376: 0.5123007138753973
Position 5927: 0.3635322211198494
Position 6796: 0.22332694003411963
Position 373: 0.12880313591811143
Position 1887: 0.10990609564026767
Position 2340: 0.08391982795179037
Position 2330: 0.05632321656080332
Position 619: 0.0483925486787279
Position 6925: 0.0465121991323727
Position 4597: 0.0425255721326746
Position 4607: 0.04186191366224967
Position 2026: 0.04152617442966854
Position 3810: 0.03134186388487999
Position 2566: 0.028346400092930466
Position 5555: 0.02557112269180964
Position 2117: 0.01906816958641091
Position 5539: 0.017622244196102168
Position 4017: 0.017602158037190202
Position 7282: 0.014639877436952147
Position 444: 0.013943776369232256
Position 3794: 0.013853236317065748
Position 5527: 0.01275126175477518
Position 2991: 0.011982895636313605
Position 6102: 0.011337837392270515
Position 5069: 0.011021138474401459
Position 6253: 0.01056314765980732
Position 645: 0.010351464908926952
Position 2094: 0.00995911266704857
Position 2334: 0.009119168838803305
Position 29: 0.007996383048290168
Position 1307: 0.006659788806364991
Position 362: 0.006109681771693899
Position 4556: 0.005714758601403387
Position 1750: 0.005163200378072478
Position 1933: 0.004745778877799006
Position 2937: 0.004047810354516852
Position 3914: 0.003620859683137265
Position 477: 0.0035930944395936065
Position 5815: 0.0034113967796857553
Position 4170: 0.003274567642814508
Position 2993: 0.003122544541294213
Position 1164: 0.0030827139939778024
Position 2328: 0.0030582346883279523
Position 4021: 0.002889516680223618
Position 3207: 0.0023066246148516897
Position 5572: 0.0017379827992987091
Position 3818: 0.001300722210495924
Position 4385: 0.001260519324914463
Position 2736: 0.0011404630569573884
Position 5046: 0.001137106429452074
Position 3798: 0.0011208333124335906
Position 1505: 0.0009116907197992572
Position 5257: 0.0009006320789607679
Position 1812: 0.0008501142703524202
Position 1793: 0.0008415331993308728
Position 6124: 0.0007939077188276883
Position 7647: 0.0007738569204856401
Position 1952: 0.0006346803905636754
Position 4312: 0.0006005756121484073
Position 7805: 0.0005980235818938787
Position 7608: 0.0005726759354375514
Position 4527: 0.0005656295937317946
Position 1296: 0.0005062374999608822
Position 5053: 0.0005001867645722879
Position 7809: 0.0004980065979370441
Position 915: 0.0004879110902535182
Position 301: 0.0004493609214730723
Position 6046: 0.0004462442592408637
Position 5164: 0.0004171238006816892
Position 655: 0.00041519578957083215
Position 100: 0.00040895546610980707
Position 2755: 0.0003894174116244057
Position 41: 0.000372400768306013
Position 1580: 0.0003249416113516221
Position 1785: 0.0003143327114257335
Position 1118: 0.0002822084099667363
Position 182: 0.00025404168244163656
Position 5522: 0.0002486908111665183
Position 173: 0.00024731887243458964
Position 7399: 0.0002438614695654994
Position 740: 0.00024215266190142436
Position 979: 0.00022119062633100953
Position 7709: 0.00020994517574260489
Position 781: 0.00020852893876654844
Position 1964: 0.00020378932700102612
Position 4506: 0.00018849208372928822
Position 1498: 0.0001799004672625474
Position 7022: 0.0001770222193843102
Position 346: 0.00017179649016661484
Position 36: 0.00016542483599950823
Position 5670: 0.00016111897850156146
Position 273: 0.0001605717903617777
Position 4585: 0.00015428758428595916
Position 3627: 0.00015144809574798413
Position 6082: 0.0001466491484604999
Position 5271: 0.00013758471629453202
Position 737: 0.0001354735789396333
Position 4234: 0.00011243454708320673
Position 7765: 0.00010820935680709221
Position 2001: 0.00010818707773557426
Position 3936: 0.00010775802842195416
Position 7623: 9.400011028295026e-05
Position 161: 8.945969541236282e-05
Position 7844: 8.42199540467145e-05
Position 7847: 6.889368906832065e-05
Position 690: 6.44086865719906e-05
Position 7838: 5.503644157800706e-05
Position 1242: 5.370531054679124e-05
Position 1077: 4.74104829146041e-05
Position 5424: 4.031638345067865e-05
Position 1293: 3.6532688477252566e-05
Position 4653: 3.624481923649605e-05
Position 7685: 2.9227863911448486e-05
Position 4124: 2.5878046065313976e-05
Position 1091: 2.4865772757384225e-05
Position 5698: 2.4017480646320613e-05
Position 8: 2.3081188328849692e-05
Position 2103: 2.2505927332236447e-05
Position 4172: 2.2474476412504185e-05
Position 311: 2.237867892985149e-05
Position 1427: 2.204803635856301e-05
Position 86: 2.081218581806949e-05
Position 806: 2.0710125035670995e-05
Position 48: 2.0219160236357004e-05
Position 4501: 2.003792438311578e-05
Position 621: 1.7766975631958322e-05
Position 1815: 1.603417060474789e-05
Position 4174: 1.3802564277629293e-05
Position 280: 1.3432124627017613e-05
Position 1825: 1.32997948471471e-05
Position 187: 1.3246295861779176e-05
Position 2291: 1.1875735458453907e-05
Position 2652: 1.0508480338076584e-05
Position 1967: 9.600012353592192e-06
Position 1280: 9.577821946493625e-06
Position 5429: 9.290742937119008e-06
Position 1474: 9.240746867210484e-06
Position 460: 8.96448040240584e-06
Position 5840: 8.674814555719838e-06
Position 7513: 8.601198834011174e-06
Position 269: 8.440487987297244e-06
Position 5842: 8.093422484751988e-06
Position 941: 7.220480448864881e-06
Position 705: 6.964294321895324e-06
Position 288: 6.851756912538933e-06
Position 1584: 6.698958529980198e-06
Position 5833: 6.23659160775636e-06
Position 2015: 5.796741076293041e-06
