Gene = Gr77a
index = 1199
Annotated 5SS: [1188]
Annotated 3SS: [1653]
SMsplice 5SS: [1188]
SMsplice 3SS: [1653]
top_k =  500
Partition function (log Z): -6.581387622597608

Sorted 5' Splice Sites (High to Low Probability):
Position 1188: 0.8447089162444318
Position 97: 0.24906399347436808
Position 1753: 0.03136331592080993
Position 602: 0.01086642756670883
Position 1047: 0.006571851837150667
Position 1436: 0.00614142852370509
Position 585: 0.005175512736593189
Position 186: 0.004785523988039167
Position 1469: 0.004557958920160704
Position 1545: 0.004282802348465497
Position 112: 0.0027215794057226126
Position 348: 0.00258089857681881
Position 630: 0.0024923278481995765
Position 977: 0.0018742191341158474
Position 852: 0.0018478473818707383
Position 1573: 0.0017210398228956034
Position 1167: 0.0015923631301299143
Position 818: 0.0015540926526395975
Position 1484: 0.0012795801833030572
Position 1359: 0.0010251244921817492
Position 1565: 0.0009792265326984022
Position 266: 0.0009054084059398913
Position 1533: 0.0007712076422981217
Position 1391: 0.0004482794742465569
Position 821: 0.0004346413902832606
Position 1537: 0.0003705547126254884
Position 119: 0.0003585809113995779
Position 237: 0.0003316629591547373
Position 222: 0.00030601138637488106
Position 437: 0.00028793134945791676
Position 135: 0.00027470927695852837
Position 1757: 0.00024445400644584935
Position 1202: 0.00023380051179152118
Position 519: 0.00023311425108084907
Position 665: 0.00023246606489924399
Position 1301: 0.00021514015057807432
Position 513: 0.00017209035798032064
Position 624: 0.00016541292082578895
Position 699: 0.00015361325589565214
Position 986: 0.00014143989876928313
Position 1420: 0.00013615160731858265
Position 1200: 0.00011105297538170204
Position 124: 0.00010994662255784041
Position 836: 8.633557763211786e-05
Position 1350: 6.925414333637142e-05
Position 800: 6.542625167617578e-05
Position 1074: 5.66016138016651e-05
Position 516: 5.33321797746088e-05
Position 404: 4.9052848342833215e-05
Position 1192: 4.560496332178489e-05
Position 1114: 4.430636308107466e-05
Position 896: 4.406095895726362e-05
Position 903: 3.9072089950696876e-05
Position 1216: 3.5754799684385866e-05
Position 866: 3.186155583185902e-05
Position 618: 2.9689197409455434e-05
Position 166: 2.861982573097199e-05
Position 1316: 1.8948122510721642e-05
Position 1013: 1.8286838526248214e-05
Position 1234: 1.7785107077916954e-05
Position 1461: 1.662229118376569e-05
Position 137: 1.4469056329412194e-05
Position 427: 1.3018990542886099e-05
Position 912: 9.319669409177881e-06
Position 941: 5.3951795769456564e-06
Position 368: 5.245333487600775e-06
Position 484: 5.22629766764724e-06
Position 244: 5.0738803246793255e-06
Position 760: 4.9007069882456775e-06
Position 691: 4.828018281256739e-06
Position 352: 3.7826391903863115e-06
Position 101: 3.0442501157874914e-06
Position 1719: 9.080049564243492e-07
Position 79: 9.730819689977792e-08
Position 425: 7.075303863715083e-08
Position 1241: 2.5609382565063465e-08
Position 529: 2.24329686543632e-08
Position 406: 1.585548570997681e-08
Position 36: 3.072066285050539e-09
Position 336: 4.512193499819334e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1653: 0.9630028651866294
Position 1098: 0.060236091375414164
Position 1815: 0.02974885375613399
Position 638: 0.02579801369078756
Position 903: 0.022593103082547285
Position 1294: 0.014661113163540065
Position 1381: 0.012818692307146577
Position 1264: 0.010817918090201198
Position 1267: 0.009468822578705245
Position 280: 0.0069067019705462964
Position 650: 0.004291088495797287
Position 770: 0.004013798322005761
Position 389: 0.0029268380297712737
Position 794: 0.002644390836895583
Position 1349: 0.0026004805813861593
Position 1346: 0.0023421010144421485
Position 872: 0.002139298755340209
Position 563: 0.001917539751658525
Position 425: 0.0018327155199614632
Position 1831: 0.0015995433997831525
Position 554: 0.0015724382593615264
Position 1009: 0.0014241626660951834
Position 977: 0.0011827095511348033
Position 386: 0.0007051377262192643
Position 1621: 0.0006210307966736938
Position 767: 0.0005934203368591194
Position 1120: 0.0005483465416774813
Position 1102: 0.0005288064837429573
Position 1577: 0.0005157711619710436
Position 982: 0.0004764583685435135
Position 464: 0.0004007690526582982
Position 1625: 0.00032222297393082503
Position 1835: 0.000311313246061832
Position 1105: 0.00028141727800804037
Position 1591: 0.0002705387643977591
Position 1484: 0.00025551784720764125
Position 1330: 0.0002505517297812117
Position 760: 0.00021237255134338022
Position 1306: 0.00019830999767540768
Position 1436: 0.0001920675221085164
Position 497: 0.00018108273470088167
Position 908: 0.00017358033557168971
Position 1159: 0.00014142965131043586
Position 510: 0.0001187231451169903
Position 166: 0.00010704135489685331
Position 1680: 8.143912104834218e-05
Position 1216: 6.09252096108843e-05
Position 941: 4.7904171508192455e-05
Position 1448: 4.610013073327879e-05
Position 513: 4.502853078323853e-05
Position 182: 4.102670208111785e-05
Position 1391: 3.8129040864165994e-05
Position 529: 3.741527045532605e-05
Position 1706: 3.669349915763324e-05
Position 433: 3.5121101003990495e-05
Position 797: 2.8649429109017436e-05
Position 818: 2.58620297627309e-05
Position 1134: 2.558960644808157e-05
Position 174: 2.5074268524294482e-05
Position 572: 2.132066399392123e-05
Position 986: 1.5573713221784856e-05
Position 1801: 1.2764693371445727e-05
Position 1725: 1.1938324709843306e-05
Position 470: 1.1457272465919766e-05
Position 190: 1.1340951617011802e-05
Position 194: 1.0200721633758941e-05
Position 442: 9.929632608442714e-06
Position 1501: 8.50564919035709e-06
Position 585: 7.030488523649538e-06
Position 445: 6.765769953043221e-06
Position 1791: 2.18632464106882e-06
Position 841: 2.403128805307589e-07
Position 1180: 1.9872097785442801e-07
Position 592: 1.323368367155049e-07
Position 395: 2.941571745689248e-08
Position 124: 7.014466363019719e-13
Position 184: 2.873053592995758e-13
Position 133: 1.6507806175177008e-13
Position 196: 2.1498945648433128e-15
