Gene = cmb
index = 1650
Annotated 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
Annotated 3SS: [ 705 1094 1618 1773 3417 3747 4679 5848]
SMsplice 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
SMsplice 3SS: [ 705 1094 1618 1773 3414 3747 4679 5848]
top_k =  500
Partition function (log Z): 15.151783896191938

Sorted 5' Splice Sites (High to Low Probability):
Position 3687: 0.9969253565355399
Position 1712: 0.9965270892952742
Position 5791: 0.9886890063577888
Position 395: 0.9743039584043004
Position 1493: 0.9030854983315667
Position 863: 0.8578715341198537
Position 3305: 0.8543481281558808
Position 4290: 0.8331112678945702
Position 3046: 0.24230911077245487
Position 5632: 0.20590941439070437
Position 2050: 0.1397236368555379
Position 5155: 0.1253583698035522
Position 1525: 0.0855397715077008
Position 4408: 0.0632726179294815
Position 2210: 0.053116745468739186
Position 4223: 0.04765600036760785
Position 4091: 0.0330419594951121
Position 1250: 0.02337090986131154
Position 4814: 0.015729876449731433
Position 1024: 0.012130262995842599
Position 2074: 0.011269976054116847
Position 6011: 0.00992094419956331
Position 3227: 0.008770940703644352
Position 5116: 0.0070850358219626385
Position 3926: 0.005618144803541349
Position 6437: 0.00477027609803832
Position 3300: 0.004244869215793011
Position 203: 0.0039453542167096865
Position 3116: 0.003922433779842837
Position 2131: 0.0037035534040608478
Position 4516: 0.003539406167160923
Position 824: 0.00329641222258019
Position 4811: 0.0031340610731491214
Position 2518: 0.0027252367839383468
Position 4990: 0.002566943198642317
Position 5941: 0.0019502143550380875
Position 6209: 0.0016053378763707619
Position 963: 0.001562315545343574
Position 2786: 0.0015508880839023018
Position 3839: 0.0015366804634190797
Position 1254: 0.001483266855985554
Position 4327: 0.001420902027197323
Position 2696: 0.0014082643069328383
Position 1039: 0.0012987573974212613
Position 399: 0.0012231909553714181
Position 45: 0.0011753552986298599
Position 1720: 0.0011384817129109679
Position 219: 0.0010938814972864463
Position 1476: 0.001071262157455772
Position 3823: 0.0008843623495177361
Position 2037: 0.0008102187661762431
Position 2383: 0.000783118728484409
Position 2975: 0.0007240555110322604
Position 4085: 0.0006960243838753627
Position 4243: 0.0006931201788618838
Position 1716: 0.0006596966457040834
Position 3033: 0.0005857943117728753
Position 3905: 0.0005825923847661046
Position 1218: 0.0004347859436249404
Position 4808: 0.0003652139443125481
Position 224: 0.0003346359599849006
Position 2573: 0.00033067508859887254
Position 3264: 0.0003272241091845921
Position 23: 0.00031441796805355127
Position 245: 0.0002658498319240935
Position 2511: 0.0002493325974147692
Position 2255: 0.00024527220691853747
Position 1027: 0.00023563322390545961
Position 2570: 0.00023442915674654562
Position 3202: 0.00021388925695352759
Position 4482: 0.00021047820784650783
Position 3309: 0.0002083951106074375
Position 4458: 0.00020755463104601052
Position 2537: 0.00020159569912023772
Position 1415: 0.00016872567088384888
Position 1860: 0.00015998212413315097
Position 1484: 0.00015279878191696143
Position 2230: 0.00015256222495885986
Position 1532: 0.00013525101000715032
Position 1355: 0.0001306380911647643
Position 1401: 0.00012462476958539662
Position 3371: 0.00012224361960812104
Position 2626: 0.00011013274958835488
Position 786: 9.937755279024702e-05
Position 1224: 9.551829049544435e-05
Position 2008: 9.028485227513e-05
Position 828: 7.905867965929293e-05
Position 95: 7.202513116634904e-05
Position 935: 7.183903504505116e-05
Position 51: 6.241038852203699e-05
Position 2690: 6.018657182291855e-05
Position 2067: 5.1310709427294384e-05
Position 2370: 4.959246406377463e-05
Position 1371: 4.926564240855824e-05
Position 1487: 4.790881412962351e-05
Position 4: 4.7419308002896416e-05
Position 881: 4.607620172935155e-05
Position 1926: 4.47280352450486e-05
Position 17: 3.5384011894542783e-05
Position 143: 3.5246550503341433e-05
Position 80: 3.1799633683227275e-05
Position 468: 3.0817573614742856e-05
Position 2910: 2.519899007267295e-05
Position 2356: 2.4952279554680895e-05
Position 2278: 2.1779171101547023e-05
Position 1497: 1.92154901201418e-05
Position 870: 1.8592622222588402e-05
Position 6441: 1.7743853063409875e-05
Position 1373: 1.70145150542044e-05
Position 3872: 1.6738213779620828e-05
Position 1171: 1.6251767038891774e-05
Position 4345: 1.587137775533888e-05
Position 512: 1.3786851659100347e-05
Position 1662: 1.3028931995385682e-05
Position 4217: 1.3001043776469754e-05
Position 1151: 1.2752153948729943e-05
Position 4309: 1.2378403744869203e-05
Position 415: 1.2177208146603208e-05
Position 262: 1.1422630853368395e-05
Position 977: 9.992109918345315e-06
Position 971: 6.828713982489303e-06
Position 528: 6.529294252257521e-06
Position 410: 5.392158806858487e-06
Position 85: 4.865389188684203e-06
Position 2354: 4.862583682613035e-06
Position 2752: 4.853439853854117e-06
Position 295: 4.761910829196013e-06
Position 1421: 4.740188468840884e-06
Position 2590: 4.2890152326568005e-06
Position 1511: 3.897718599578567e-06
Position 2359: 3.6892705889187343e-06
Position 2041: 3.685232852018356e-06
Position 2644: 3.2698564293350545e-06
Position 66: 2.1518430147948653e-06
Position 1423: 2.0634728891428276e-06
Position 3858: 1.3884776526043938e-06
Position 4502: 1.2767011540734417e-06
Position 350: 9.076812228238884e-07
Position 273: 8.464577736911559e-07
Position 268: 5.548238241952857e-07
Position 281: 5.251464806786897e-07
Position 1670: 4.914638629557799e-07
Position 3050: 2.844786077590016e-07
Position 88: 2.837665421578102e-07
Position 1673: 2.8345205937541376e-07
Position 4493: 2.1005221284410752e-07
Position 1736: 8.471130154940026e-08
Position 664: 5.17823956791674e-08
Position 1697: 4.091966441009329e-08
Position 146: 1.171842943957501e-08
Position 1748: 6.404982055656946e-09
Position 1631: 4.8733544122187535e-09
Position 1816: 4.606177295849264e-09
Position 1578: 4.245385411050223e-09
Position 768: 3.4493613825176273e-09
Position 3466: 2.018051117430358e-09
Position 1302: 1.7044024206784646e-09
Position 1259: 1.3048808954549685e-09
Position 1763: 1.2288957439549486e-09
Position 2365: 7.223179864500029e-10
Position 149: 2.5132845925086834e-10
Position 1803: 9.691823906514224e-11
Position 670: 6.751517900167794e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1773: 0.9985027065782732
Position 5848: 0.9863689009854723
Position 1618: 0.9790344280442059
Position 1094: 0.9546966370805502
Position 3747: 0.9265585913179524
Position 705: 0.7460244575134911
Position 4679: 0.6178294929140553
Position 3414: 0.5323864320270524
Position 5715: 0.39771798560871807
Position 3417: 0.3249448402777273
Position 5236: 0.1434570017076144
Position 2865: 0.10407763291462571
Position 717: 0.10390384571059938
Position 3141: 0.10364798548361667
Position 3377: 0.08711860829381368
Position 3097: 0.07463202259281174
Position 3144: 0.06271111774650412
Position 5202: 0.04609440314377304
Position 4155: 0.0342357536445536
Position 2115: 0.030856268168759828
Position 4877: 0.027958473248938676
Position 1414: 0.02674343529244003
Position 4712: 0.025099628403702296
Position 3772: 0.024902489536924508
Position 5205: 0.02257993133998648
Position 3753: 0.018485552301288434
Position 1553: 0.013921705044523518
Position 3981: 0.013721779761844712
Position 6160: 0.011341512811970917
Position 632: 0.010485528251293966
Position 1392: 0.009410304026069145
Position 4910: 0.007320890576318861
Position 4449: 0.006713998403003947
Position 5774: 0.0066821101102528925
Position 4602: 0.006474927493625592
Position 1147: 0.005936598844369938
Position 4430: 0.004691231820490473
Position 3064: 0.0041112220460818106
Position 1281: 0.003468662238563645
Position 6495: 0.0030919455129753493
Position 1096: 0.0027100368156232004
