Gene = Sh3beta
index = 1498
Annotated 5SS: [ 371 1702 2819 3099 4191]
Annotated 3SS: [1275 2743 3049 3151 4298]
SMsplice 5SS: [371]
SMsplice 3SS: [1275]
top_k =  500
Partition function (log Z): -6.985263135218977

Sorted 5' Splice Sites (High to Low Probability):
Position 371: 0.6307235081528592
Position 1198: 0.39779369741021625
Position 1702: 0.3283037060268699
Position 2819: 0.26012846560707337
Position 1164: 0.20134736180714502
Position 3099: 0.18089156124756386
Position 34: 0.11257407820552234
Position 543: 0.06444805317033159
Position 1414: 0.025377383088137896
Position 2639: 0.015409025067975585
Position 768: 0.012334197589686704
Position 539: 0.012198869246661389
Position 628: 0.009264718039560344
Position 1478: 0.009008285902927246
Position 580: 0.006448174065998006
Position 3781: 0.006184326988556369
Position 576: 0.006161679809282562
Position 2390: 0.006073278770776097
Position 1561: 0.00552624516263318
Position 616: 0.005138093780593172
Position 535: 0.005027405339080399
Position 3104: 0.00377043294990643
Position 896: 0.00268784147517682
Position 1142: 0.002106948675201358
Position 1725: 0.0018969880513130559
Position 1112: 0.0018599624504502168
Position 1329: 0.001750798843188624
Position 437: 0.0013853990744474329
Position 972: 0.0010204464822150014
Position 1406: 0.0009690462216265653
Position 191: 0.0009537925073754321
Position 901: 0.000918585313977138
Position 2247: 0.000887700679774363
Position 650: 0.0008459143796808881
Position 780: 0.0007795125733135243
Position 2626: 0.0006917389530349842
Position 764: 0.0006859747847427514
Position 1094: 0.000598659626787031
Position 2598: 0.0005524648053127944
Position 2189: 0.0004626457204332057
Position 1470: 0.0003910210181248245
Position 1191: 0.0003151071261765992
Position 1525: 0.0002573355201512319
Position 155: 0.0002552120053364063
Position 1741: 0.000253636699833193
Position 719: 0.0002185535353782208
Position 531: 0.00017815639497457007
Position 807: 0.00013110591977559912
Position 375: 0.00011651226918098388
Position 8: 8.860396546386577e-05
Position 786: 7.849730536128131e-05
Position 782: 7.838592741698342e-05
Position 784: 7.177826112921783e-05
Position 788: 7.033833675367582e-05
Position 588: 6.45716164222051e-05
Position 1983: 5.73252077476664e-05
Position 932: 4.602924572651375e-05
Position 620: 3.651161597489191e-05
Position 1666: 3.37442025012474e-05
Position 483: 3.268688509182482e-05
Position 566: 2.9438791317054856e-05
Position 890: 2.862934375879658e-05
Position 569: 2.4974294078543054e-05
Position 379: 2.2848238460832584e-05
Position 258: 2.1862680905881227e-05
Position 426: 2.0267737699816792e-05
Position 86: 1.7487459138803448e-05
Position 480: 1.7127282675030187e-05
Position 1809: 1.6892765150072252e-05
Position 1154: 1.1182120296441595e-05
Position 800: 8.13050332651713e-06
Position 1048: 7.988413287429802e-06
Position 792: 7.538499574851188e-06
Position 584: 4.28795303036942e-06
Position 415: 3.090601109573223e-06
Position 836: 2.6425661393568546e-06
Position 1339: 2.0707732965578227e-06
Position 300: 1.839681906062695e-06
Position 313: 1.6996000508765264e-06
Position 642: 1.176882548218203e-06
Position 329: 8.518886113706644e-07
Position 385: 3.499748203423704e-07
Position 159: 1.4204510865630434e-07
Position 344: 8.329224086850887e-08
Position 1734: 3.667619865484282e-08
Position 111: 3.46666826778086e-08
Position 338: 3.132792899169059e-08
Position 252: 3.050959303791108e-08
Position 120: 2.1800934301325618e-08
Position 275: 2.1544768277330847e-08
Position 547: 1.7460174409727957e-08
Position 176: 8.561095560884275e-09
Position 161: 7.721523996592406e-09
Position 533: 5.766667758678875e-09
Position 355: 5.4669995717826484e-09
Position 408: 3.6524921011124362e-09
Position 169: 2.0756546063083125e-10
Position 410: 5.2504512020092605e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1275: 0.9878547757518389
Position 3151: 0.22671536269802195
Position 2743: 0.20437828012159662
Position 1011: 0.18832357820770904
Position 2869: 0.1005237127623491
Position 129: 0.09856824376475894
Position 601: 0.06917031353132129
Position 1869: 0.06443325987680072
Position 3049: 0.060312609698437686
Position 976: 0.03287590356591312
Position 2911: 0.02526070815246898
Position 1943: 0.02471811357359561
Position 453: 0.02205794984938216
Position 2697: 0.018032602301393218
Position 1761: 0.01697392706097744
Position 2730: 0.015358227782948226
Position 443: 0.015210481760597515
Position 2861: 0.015017078515732286
Position 759: 0.011819539954518178
Position 2571: 0.010745516626920653
Position 4204: 0.009221511651737145
